"State","Condition","Measure Name","Category","Number of Hospitals"
"RI      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Number of Cases Too Small*",1
"RI      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Worse than U.S. National Rate",0
"RI      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Better than U.S. National Rate",0
"RI      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","No different than U.S. National Rate",10
"RI      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Number of Cases Too Small*",1
"RI      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Worse than U.S. National Rate",0
"RI      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Better than U.S. National Rate",1
"RI      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","No different than U.S. National Rate",8
"RI      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Number of Cases Too Small*",1
"RI      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Worse than U.S. National Rate",1
"SC      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Better than U.S. National Rate",0
"SC      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","No different than U.S. National Rate",45
"SC      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Number of Cases Too Small*",13
"SC      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Worse than U.S. National Rate",0
"SC      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Better than U.S. National Rate",1
"SC      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","No different than U.S. National Rate",35
"SC      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Number of Cases Too Small*",22
"SC      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Worse than U.S. National Rate",0
"SC      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Better than U.S. National Rate",1
"SC      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","No different than U.S. National Rate",51
"SC      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Number of Cases Too Small*",1
"SC      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Worse than U.S. National Rate",5
"SC      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Better than U.S. National Rate",5
"SC      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","No different than U.S. National Rate",50
"SC      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Number of Cases Too Small*",1
"SC      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Worse than U.S. National Rate",2
"SC      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Better than U.S. National Rate",2
"SC      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","No different than U.S. National Rate",48
"SC      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Number of Cases Too Small*",0
"SC      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Worse than U.S. National Rate",8
"SC      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Better than U.S. National Rate",1
"SC      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","No different than U.S. National Rate",56
"SC      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Number of Cases Too Small*",0
"SC      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Worse than U.S. National Rate",1
"SD      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Better than U.S. National Rate",1
"SD      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","No different than U.S. National Rate",10
"SD      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Number of Cases Too Small*",40
"SD      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Worse than U.S. National Rate",0
"SD      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Better than U.S. National Rate",2
"SD      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","No different than U.S. National Rate",7
"SD      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Number of Cases Too Small*",38
"SD      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Worse than U.S. National Rate",0
"SD      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Better than U.S. National Rate",0
"SD      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","No different than U.S. National Rate",29
"SD      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Number of Cases Too Small*",26
"SD      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Worse than U.S. National Rate",0
"SD      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Better than U.S. National Rate",2
"SD      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","No different than U.S. National Rate",29
"SD      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Number of Cases Too Small*",24
"SD      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Worse than U.S. National Rate",0
"SD      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Better than U.S. National Rate",2
"SD      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","No different than U.S. National Rate",45
"SD      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Number of Cases Too Small*",9
"SD      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Worse than U.S. National Rate",0
"SD      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Better than U.S. National Rate",1
"SD      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","No different than U.S. National Rate",48
"SD      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Number of Cases Too Small*",7
"SD      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Worse than U.S. National Rate",0
"TN      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Better than U.S. National Rate",0
"TN      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","No different than U.S. National Rate",75
"TN      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Number of Cases Too Small*",38
"TN      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Worse than U.S. National Rate",3
"TN      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Better than U.S. National Rate",0
"TN      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","No different than U.S. National Rate",64
"TN      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Number of Cases Too Small*",51
"TN      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Worse than U.S. National Rate",1
"TN      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Better than U.S. National Rate",0
"TN      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","No different than U.S. National Rate",109
"TN      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Number of Cases Too Small*",4
"TN      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Worse than U.S. National Rate",5
"TN      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Better than U.S. National Rate",2
"TN      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","No different than U.S. National Rate",109
"TN      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Number of Cases Too Small*",2
"TN      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Worse than U.S. National Rate",5
"TN      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Better than U.S. National Rate",1
"TN      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","No different than U.S. National Rate",101
"TN      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Number of Cases Too Small*",3
"TN      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Worse than U.S. National Rate",13
"TN      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Better than U.S. National Rate",0
"TN      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","No different than U.S. National Rate",109
"TN      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Number of Cases Too Small*",3
"TN      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Worse than U.S. National Rate",6
"TX      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Better than U.S. National Rate",5
"TX      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","No different than U.S. National Rate",207
"TX      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Number of Cases Too Small*",127
"TX      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Worse than U.S. National Rate",2
"TX      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Better than U.S. National Rate",2
"TX      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","No different than U.S. National Rate",187
"TX      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Number of Cases Too Small*",144
"TX      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Worse than U.S. National Rate",0
"TX      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Better than U.S. National Rate",14
"TX      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","No different than U.S. National Rate",282
"TX      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Number of Cases Too Small*",54
"TX      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Worse than U.S. National Rate",14
"TX      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Better than U.S. National Rate",15
"TX      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","No different than U.S. National Rate",295
"TX      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Number of Cases Too Small*",51
"TX      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Worse than U.S. National Rate",11
"TX      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Better than U.S. National Rate",22
"TX      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","No different than U.S. National Rate",291
"TX      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Number of Cases Too Small*",39
"TX      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Worse than U.S. National Rate",20
"TX      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Better than U.S. National Rate",8
"TX      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","No different than U.S. National Rate",322
"TX      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Number of Cases Too Small*",45
"TX      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Worse than U.S. National Rate",4
"UT      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Better than U.S. National Rate",1
"UT      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","No different than U.S. National Rate",15
"UT      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Number of Cases Too Small*",19
"UT      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Worse than U.S. National Rate",0
"UT      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Better than U.S. National Rate",0
"UT      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","No different than U.S. National Rate",15
"UT      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Number of Cases Too Small*",19
"UT      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Worse than U.S. National Rate",0
"UT      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Better than U.S. National Rate",0
"UT      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","No different than U.S. National Rate",26
"UT      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Number of Cases Too Small*",13
"UT      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Worse than U.S. National Rate",1
"UT      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Better than U.S. National Rate",7
"UT      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","No different than U.S. National Rate",21
"UT      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Number of Cases Too Small*",12
"UT      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Worse than U.S. National Rate",0
"UT      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Better than U.S. National Rate",1
"UT      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","No different than U.S. National Rate",34
"UT      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Number of Cases Too Small*",4
"UT      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Worse than U.S. National Rate",0
"UT      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Better than U.S. National Rate",6
"UT      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","No different than U.S. National Rate",29
"UT      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Number of Cases Too Small*",4
"UT      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Worse than U.S. National Rate",0
"VA      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Better than U.S. National Rate",3
"VA      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","No different than U.S. National Rate",71
"VA      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Number of Cases Too Small*",4
"VA      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Worse than U.S. National Rate",1
"VA      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Better than U.S. National Rate",1
"VA      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","No different than U.S. National Rate",69
"VA      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Number of Cases Too Small*",9
"VA      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Worse than U.S. National Rate",0
"VA      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Better than U.S. National Rate",2
"VA      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","No different than U.S. National Rate",72
"VA      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Number of Cases Too Small*",2
"VA      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Worse than U.S. National Rate",5
"VA      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Better than U.S. National Rate",6
"VA      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","No different than U.S. National Rate",70
"VA      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Number of Cases Too Small*",4
"VA      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Worse than U.S. National Rate",3
"VA      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Better than U.S. National Rate",3
"VA      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","No different than U.S. National Rate",68
"VA      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Number of Cases Too Small*",5
"VA      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Worse than U.S. National Rate",8
"VA      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Better than U.S. National Rate",2
"VA      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","No different than U.S. National Rate",76
"VA      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Number of Cases Too Small*",5
"VA      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Worse than U.S. National Rate",2
"VI      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Better than U.S. National Rate",0
"VI      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","No different than U.S. National Rate",1
"VI      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Number of Cases Too Small*",1
"VI      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Worse than U.S. National Rate",0
"VI      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Better than U.S. National Rate",0
"VI      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","No different than U.S. National Rate",1
"VI      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Number of Cases Too Small*",1
"VI      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Worse than U.S. National Rate",0
"VI      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Better than U.S. National Rate",0
"VI      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","No different than U.S. National Rate",2
"VI      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Number of Cases Too Small*",0
"VI      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Worse than U.S. National Rate",0
"VI      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Better than U.S. National Rate",0
"VI      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","No different than U.S. National Rate",2
"VI      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Number of Cases Too Small*",0
"VI      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Worse than U.S. National Rate",0
"VI      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Better than U.S. National Rate",0
"VI      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","No different than U.S. National Rate",1
"VI      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Number of Cases Too Small*",0
"VI      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Worse than U.S. National Rate",1
"VI      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Better than U.S. National Rate",0
"VI      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","No different than U.S. National Rate",2
"VI      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Number of Cases Too Small*",0
"VI      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Worse than U.S. National Rate",0
"VT      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Better than U.S. National Rate",0
"VT      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","No different than U.S. National Rate",12
"VT      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Number of Cases Too Small*",2
"VT      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Worse than U.S. National Rate",0
"VT      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Better than U.S. National Rate",0
"VT      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","No different than U.S. National Rate",10
"VT      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Number of Cases Too Small*",3
"VT      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Worse than U.S. National Rate",0
"VT      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Better than U.S. National Rate",0
"VT      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","No different than U.S. National Rate",10
"VT      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Number of Cases Too Small*",1
"VT      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Worse than U.S. National Rate",3
"VT      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Better than U.S. National Rate",0
"VT      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","No different than U.S. National Rate",13
"VT      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Number of Cases Too Small*",1
"VT      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Worse than U.S. National Rate",0
"VT      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Better than U.S. National Rate",0
"VT      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","No different than U.S. National Rate",11
"VT      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Number of Cases Too Small*",0
"VT      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Worse than U.S. National Rate",3
"VT      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Better than U.S. National Rate",0
"VT      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","No different than U.S. National Rate",14
"VT      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Number of Cases Too Small*",0
"VT      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Worse than U.S. National Rate",0
"WA      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Better than U.S. National Rate",1
"WA      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","No different than U.S. National Rate",42
"WA      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Number of Cases Too Small*",38
"WA      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Worse than U.S. National Rate",4
"WA      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Better than U.S. National Rate",2
"WA      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","No different than U.S. National Rate",42
"WA      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Number of Cases Too Small*",35
"WA      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Worse than U.S. National Rate",0
"WA      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Better than U.S. National Rate",0
"WA      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","No different than U.S. National Rate",61
"WA      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Number of Cases Too Small*",18
"WA      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Worse than U.S. National Rate",8
"WA      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Better than U.S. National Rate",7
"WA      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","No different than U.S. National Rate",64
"WA      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Number of Cases Too Small*",15
"WA      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Worse than U.S. National Rate",0
"WA      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Better than U.S. National Rate",5
"WA      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","No different than U.S. National Rate",65
"WA      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Number of Cases Too Small*",10
"WA      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Worse than U.S. National Rate",6
"WA      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Better than U.S. National Rate",5
"WA      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","No different than U.S. National Rate",71
"WA      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Number of Cases Too Small*",9
"WA      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Worse than U.S. National Rate",1
"WI      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Better than U.S. National Rate",4
"WI      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","No different than U.S. National Rate",71
"WI      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Number of Cases Too Small*",44
"WI      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Worse than U.S. National Rate",0
"WI      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Better than U.S. National Rate",1
"WI      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","No different than U.S. National Rate",59
"WI      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Number of Cases Too Small*",57
"WI      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Worse than U.S. National Rate",0
"WI      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Better than U.S. National Rate",0
"WI      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","No different than U.S. National Rate",114
"WI      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Number of Cases Too Small*",4
"WI      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Worse than U.S. National Rate",3
"WI      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Better than U.S. National Rate",4
"WI      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","No different than U.S. National Rate",113
"WI      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Number of Cases Too Small*",4
"WI      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Worse than U.S. National Rate",0
"WI      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Better than U.S. National Rate",3
"WI      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","No different than U.S. National Rate",112
"WI      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Number of Cases Too Small*",3
"WI      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Worse than U.S. National Rate",3
"WI      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Better than U.S. National Rate",1
"WI      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","No different than U.S. National Rate",117
"WI      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Number of Cases Too Small*",2
"WI      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Worse than U.S. National Rate",1
"WV      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Better than U.S. National Rate",0
"WV      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","No different than U.S. National Rate",37
"WV      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Number of Cases Too Small*",15
"WV      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Worse than U.S. National Rate",0
"WV      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Better than U.S. National Rate",1
"WV      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","No different than U.S. National Rate",26
"WV      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Number of Cases Too Small*",24
"WV      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Worse than U.S. National Rate",0
"WV      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Better than U.S. National Rate",1
"WV      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","No different than U.S. National Rate",47
"WV      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Number of Cases Too Small*",4
"WV      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Worse than U.S. National Rate",0
