"State","HCAHPS Measures","HCAHPS Measure Code","HCAHPS Response Categories","HCAHPS Response Category Percent"
"CT","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",6
"CT","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",20
"CT","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",59
"CT","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",13
"CT","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",28
"CT","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",57
"CT","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",24
"CT","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",19
"CT","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",68
"CT","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",8
"CT","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",24
"CT","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",48
"CT","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",17
"CT","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",35
"CT","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",69
"CT","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",9
"CT","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",22
"CT","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",20
"CT","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",80
"CT","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",5
"CT","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",71
"CT","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",24
"DC","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",15
"DC","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",29
"DC","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",56
"DC","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",73
"DC","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",9
"DC","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",18
"DC","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",65
"DC","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",12
"DC","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",23
"DC","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",49
"DC","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",24
"DC","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",27
"DC","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",50
"DC","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",31
"DC","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",19
"DC","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",61
"DC","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",14
"DC","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",25
"DC","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",54
"DC","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",18
"DC","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",28
"DC","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",61
"DC","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",16
"DC","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",23
"DC","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",28
"DC","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",72
"DC","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",9
"DC","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",61
"DC","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",30
"DE","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",12
"DE","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",30
"DE","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",58
"DE","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",78
"DE","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",5
"DE","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",17
"DE","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",73
"DE","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",7
"DE","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",20
"DE","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",60
"DE","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",13
"DE","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",27
"DE","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",56
"DE","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",24
"DE","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",20
"DE","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",67
"DE","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",9
"DE","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",24
"DE","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",47
"DE","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",18
"DE","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",35
"DE","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",62
"DE","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",14
"DE","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",24
"DE","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",19
