"State","Diagnosis Related Group ID","Diagnosis Related Group Name","Medicare Average Payment Range","Number Of Cases"
"CT","292","Heart failure and shock w CC","6639 - 7701","2357"
"CT","291","Heart failure and shock w MCC","9759 - 11749","3502"
"CT","192","Chronic obstructive pulmonary disease w/o CC/MCC","4906 - 5673","1092"
"CT","190","Chronic obstructive pulmonary disease w MCC","8095 - 9548","1898"
"DC","190","Chronic obstructive pulmonary disease w MCC","9484 - 10108","264"
"DC","192","Chronic obstructive pulmonary disease w/o CC/MCC","5635 - 6006","255"
"DC","291","Heart failure and shock w MCC","11473 - 11935","706"
"DC","292","Heart failure and shock w CC","7649 - 7957","564"
"DE","292","Heart failure and shock w CC","6162 - 6867","549"
"DE","291","Heart failure and shock w MCC","8886 - 10284","989"
"DE","192","Chronic obstructive pulmonary disease w/o CC/MCC","4724 - 5059","383"
"DE","190","Chronic obstructive pulmonary disease w MCC","7640 - 8514","643"
"FL","190","Chronic obstructive pulmonary disease w MCC","6586 - 7485","11986"
"FL","192","Chronic obstructive pulmonary disease w/o CC/MCC","3930 - 4499","9900"
"FL","291","Heart failure and shock w MCC","7986 - 9160","18508"
"FL","292","Heart failure and shock w CC","5324 - 6048","13290"
"GA","292","Heart failure and shock w CC","5471 - 6314","5174"
"GA","291","Heart failure and shock w MCC","8265 - 9818","8117"
"GA","192","Chronic obstructive pulmonary disease w/o CC/MCC","4006 - 4585","3665"
"GA","190","Chronic obstructive pulmonary disease w MCC","6926 - 7688","4554"
"GU","192","Chronic obstructive pulmonary disease w/o CC/MCC","2020 - 5050","21"
"GU","190","Chronic obstructive pulmonary disease w MCC","6818 - 20705","12"
"GU","292","Heart failure and shock w CC","3030 - 7070","22"
"GU","291","Heart failure and shock w MCC","2020 - 9090","77"
"HI","292","Heart failure and shock w CC","7110 - 8804","357"
"HI","291","Heart failure and shock w MCC","10665 - 12372","563"
"HI","192","Chronic obstructive pulmonary disease w/o CC/MCC","5280 - 6933","176"
"HI","190","Chronic obstructive pulmonary disease w MCC","9342 - 11696","220"
"IA","190","Chronic obstructive pulmonary disease w MCC","6590 - 7381","1318"
"IA","192","Chronic obstructive pulmonary disease w/o CC/MCC","3940 - 4422","955"
"IA","291","Heart failure and shock w MCC","7961 - 8929","1806"
"IA","292","Heart failure and shock w CC","5331 - 5964","1536"
"ID","292","Heart failure and shock w CC","5653 - 6032","364"
"ID","291","Heart failure and shock w MCC","8728 - 9346","446"
"ID","192","Chronic obstructive pulmonary disease w/o CC/MCC","4229 - 4444","211"
"ID","190","Chronic obstructive pulmonary disease w MCC","6919 - 7479","291"
"IL","190","Chronic obstructive pulmonary disease w MCC","7005 - 8066","7701"
"IL","192","Chronic obstructive pulmonary disease w/o CC/MCC","4165 - 5054","5992"
"IL","291","Heart failure and shock w MCC","8476 - 9982","12552"
"IL","292","Heart failure and shock w CC","5651 - 6904","8898"
"IN","292","Heart failure and shock w CC","5384 - 6089","5060"
"IN","291","Heart failure and shock w MCC","8059 - 9207","6413"
"IN","192","Chronic obstructive pulmonary disease w/o CC/MCC","4027 - 4425","3859"
"IN","190","Chronic obstructive pulmonary disease w MCC","6692 - 7341","4802"
"KS","190","Chronic obstructive pulmonary disease w MCC","6632 - 7449","1174"
"KS","192","Chronic obstructive pulmonary disease w/o CC/MCC","3954 - 4377","965"
"KS","291","Heart failure and shock w MCC","7868 - 8913","2013"
"KS","292","Heart failure and shock w CC","5344 - 5942","1495"
"KY","292","Heart failure and shock w CC","5380 - 6211","3726"
"KY","291","Heart failure and shock w MCC","8002 - 9331","5153"
"KY","192","Chronic obstructive pulmonary disease w/o CC/MCC","3970 - 4529","4645"
"KY","190","Chronic obstructive pulmonary disease w MCC","6681 - 7713","4315"
"LA","190","Chronic obstructive pulmonary disease w MCC","6598 - 7691","2428"
"LA","192","Chronic obstructive pulmonary disease w/o CC/MCC","3926 - 4518","2406"
"LA","291","Heart failure and shock w MCC","8084 - 9514","4631"
"LA","292","Heart failure and shock w CC","5374 - 6108","3806"
"MA","292","Heart failure and shock w CC","6371 - 7838","4871"
"MA","291","Heart failure and shock w MCC","9557 - 11745","6436"
"MA","192","Chronic obstructive pulmonary disease w/o CC/MCC","4701 - 5562","3459"
"MA","190","Chronic obstructive pulmonary disease w MCC","7894 - 9205","4323"
"MD","190","Chronic obstructive pulmonary disease w MCC","5832 - 12802","3181"
"MD","192","Chronic obstructive pulmonary disease w/o CC/MCC","4028 - 7711","2816"
"MD","292","Heart failure and shock w CC","4743 - 9436","4460"
"MD","291","Heart failure and shock w MCC","5919 - 13460","6087"
"ME","292","Heart failure and shock w CC","5803 - 6817","843"
"ME","291","Heart failure and shock w MCC","8710 - 10232","965"
"ME","192","Chronic obstructive pulmonary disease w/o CC/MCC","4199 - 5025","554"
"ME","190","Chronic obstructive pulmonary disease w MCC","7117 - 8458","739"
"MI","190","Chronic obstructive pulmonary disease w MCC","7192 - 8484","7509"
"MI","192","Chronic obstructive pulmonary disease w/o CC/MCC","4299 - 5018","4996"
"MI","291","Heart failure and shock w MCC","8760 - 10549","11825"
"MI","292","Heart failure and shock w CC","5836 - 6878","7374"
"MN","292","Heart failure and shock w CC","6093 - 6615","1998"
"MN","291","Heart failure and shock w MCC","9104 - 9828","2534"
"MN","192","Chronic obstructive pulmonary disease w/o CC/MCC","4488 - 4825","960"
"MN","190","Chronic obstructive pulmonary disease w MCC","7299 - 8042","1259"
"MO","190","Chronic obstructive pulmonary disease w MCC","6648 - 7939","3412"
"MO","192","Chronic obstructive pulmonary disease w/o CC/MCC","3981 - 4717","3011"
"MO","291","Heart failure and shock w MCC","8028 - 9210","5928"
"MO","292","Heart failure and shock w CC","5362 - 6230","4304"
"MP","291","Heart failure and shock w MCC","1354 - 2606","*"
"MP","292","Heart failure and shock w CC","3249","*"
"MP","192","Chronic obstructive pulmonary disease w/o CC/MCC","1303 - 3950","*"
"MP","190","Chronic obstructive pulmonary disease w MCC","948 - 2699","*"
"MS","190","Chronic obstructive pulmonary disease w MCC","6524 - 7405","2362"
"MS","192","Chronic obstructive pulmonary disease w/o CC/MCC","3891 - 4344","2371"
"MS","292","Heart failure and shock w CC","5262 - 6019","2982"
"MS","291","Heart failure and shock w MCC","7985 - 9096","3325"
"MT","291","Heart failure and shock w MCC","7819 - 9064","372"
"MT","292","Heart failure and shock w CC","5473 - 6043","331"
"MT","192","Chronic obstructive pulmonary disease w/o CC/MCC","4114 - 4462","215"
"MT","190","Chronic obstructive pulmonary disease w MCC","6796 - 7497","313"
"NC","291","Heart failure and shock w MCC","8550 - 9643","9345"
"NC","292","Heart failure and shock w CC","5691 - 6436","6173"
"NC","192","Chronic obstructive pulmonary disease w/o CC/MCC","4193 - 4673","3807"
"NC","190","Chronic obstructive pulmonary disease w MCC","7067 - 7812","5479"
"ND","190","Chronic obstructive pulmonary disease w MCC","6444 - 7214","222"
"ND","192","Chronic obstructive pulmonary disease w/o CC/MCC","3829 - 4498","129"
"ND","292","Heart failure and shock w CC","5255 - 5805","317"
"ND","291","Heart failure and shock w MCC","7795 - 8707","536"
"NE","291","Heart failure and shock w MCC","8208 - 10061","929"
"NE","292","Heart failure and shock w CC","5472 - 6627","907"
"NE","192","Chronic obstructive pulmonary disease w/o CC/MCC","4031 - 4894","610"
"NE","190","Chronic obstructive pulmonary disease w MCC","6834 - 8007","748"
"NH","190","Chronic obstructive pulmonary disease w MCC","7232 - 7676","719"
"NH","192","Chronic obstructive pulmonary disease w/o CC/MCC","4310 - 4554","496"
"NH","292","Heart failure and shock w CC","5844 - 6182","729"
"NH","291","Heart failure and shock w MCC","8736 - 9286","878"
"NJ","291","Heart failure and shock w MCC","9288 - 11293","9494"
"NJ","292","Heart failure and shock w CC","6202 - 7521","7418"
"NJ","192","Chronic obstructive pulmonary disease w/o CC/MCC","4585 - 5540","3983"
"NJ","190","Chronic obstructive pulmonary disease w MCC","7468 - 9183","5247"
"NM","190","Chronic obstructive pulmonary disease w MCC","7092 - 9335","581"
"NM","192","Chronic obstructive pulmonary disease w/o CC/MCC","4213 - 5253","574"
"NM","292","Heart failure and shock w CC","5711 - 7148","652"
"NM","291","Heart failure and shock w MCC","8529 - 10721","689"
"NV","291","Heart failure and shock w MCC","9298 - 11278","1207"
"NV","292","Heart failure and shock w CC","6315 - 7519","796"
"NV","192","Chronic obstructive pulmonary disease w/o CC/MCC","4751 - 5539","932"
"NV","190","Chronic obstructive pulmonary disease w MCC","7720 - 8868","931"
"NY","190","Chronic obstructive pulmonary disease w MCC","7416 - 11210","8226"
"NY","192","Chronic obstructive pulmonary disease w/o CC/MCC","4391 - 6872","6849"
"NY","292","Heart failure and shock w CC","6001 - 9469","10913"
"NY","291","Heart failure and shock w MCC","9216 - 14833","13361"
"OH","291","Heart failure and shock w MCC","7864 - 9203","11104"
"OH","292","Heart failure and shock w CC","5311 - 6136","7275"
"OH","192","Chronic obstructive pulmonary disease w/o CC/MCC","3966 - 4506","5588"
"OH","190","Chronic obstructive pulmonary disease w MCC","6574 - 7572","7797"
"OK","190","Chronic obstructive pulmonary disease w MCC","6524 - 7225","2631"
"OK","192","Chronic obstructive pulmonary disease w/o CC/MCC","3944 - 4232","2515"
"OK","292","Heart failure and shock w CC","5179 - 5745","2506"
"OK","291","Heart failure and shock w MCC","7890 - 8818","2516"
"OR","291","Heart failure and shock w MCC","9071 - 10274","1162"
"OR","292","Heart failure and shock w CC","6128 - 6834","973"
"OR","192","Chronic obstructive pulmonary disease w/o CC/MCC","4523 - 5048","519"
"OR","190","Chronic obstructive pulmonary disease w MCC","7597 - 8497","742"
"PA","190","Chronic obstructive pulmonary disease w MCC","6541 - 7974","6219"
"PA","192","Chronic obstructive pulmonary disease w/o CC/MCC","3988 - 4787","5343"
"PA","292","Heart failure and shock w CC","5367 - 6519","8960"
"PA","291","Heart failure and shock w MCC","7899 - 9770","11188"
"PR","291","Heart failure and shock w MCC","4985 - 5562","717"
"PR","292","Heart failure and shock w CC","3324 - 3708","561"
"PR","192","Chronic obstructive pulmonary disease w/o CC/MCC","2449 - 2732","735"
"PR","190","Chronic obstructive pulmonary disease w MCC","4121 - 4579","299"
"RI","190","Chronic obstructive pulmonary disease w MCC","7565 - 9771","660"
"RI","192","Chronic obstructive pulmonary disease w/o CC/MCC","4504 - 6138","553"
"RI","292","Heart failure and shock w CC","6102 - 7933","581"
"RI","291","Heart failure and shock w MCC","9158 - 12857","857"
"SC","291","Heart failure and shock w MCC","8138 - 9203","4188"
"SC","292","Heart failure and shock w CC","5417 - 6080","3088"
"SC","192","Chronic obstructive pulmonary disease w/o CC/MCC","4045 - 4455","2066"
"SC","190","Chronic obstructive pulmonary disease w MCC","6786 - 7539","2758"
"SD","190","Chronic obstructive pulmonary disease w MCC","7053 - 7780","260"
"SD","192","Chronic obstructive pulmonary disease w/o CC/MCC","4197 - 4916","233"
"SD","292","Heart failure and shock w CC","5689 - 6275","437"
"SD","291","Heart failure and shock w MCC","8532 - 9412","443"
"TN","291","Heart failure and shock w MCC","7931 - 9002","6311"
"TN","292","Heart failure and shock w CC","5299 - 6011","4717"
"TN","192","Chronic obstructive pulmonary disease w/o CC/MCC","3911 - 4381","4356"
"TN","190","Chronic obstructive pulmonary disease w MCC","6581 - 7388","5120"
"TX","190","Chronic obstructive pulmonary disease w MCC","6663 - 7868","11655"
"TX","192","Chronic obstructive pulmonary disease w/o CC/MCC","3986 - 4702","8650"
"TX","292","Heart failure and shock w CC","5381 - 6328","12057"
"TX","291","Heart failure and shock w MCC","8124 - 9757","17878"
"UT","291","Heart failure and shock w MCC","8257 - 9079","553"
"UT","292","Heart failure and shock w CC","5673 - 6039","419"
"UT","192","Chronic obstructive pulmonary disease w/o CC/MCC","4212 - 4419","195"
"UT","190","Chronic obstructive pulmonary disease w MCC","6951 - 7434","322"
"VA","190","Chronic obstructive pulmonary disease w MCC","6666 - 7585","3778"
"VA","192","Chronic obstructive pulmonary disease w/o CC/MCC","3965 - 4455","2946"
"VA","292","Heart failure and shock w CC","5380 - 6126","4767"
"VA","291","Heart failure and shock w MCC","8036 - 9190","7192"
"VI","291","Heart failure and shock w MCC","5949 - 13360","13"
"VI","292","Heart failure and shock w CC","4461 - 14871","21"
"VI","192","Chronic obstructive pulmonary disease w/o CC/MCC","5878 - 11897","*"
"VI","190","Chronic obstructive pulmonary disease w MCC","28298 - 60233","*"
"VT","190","Chronic obstructive pulmonary disease w MCC","7686 - 10498","231"
"VT","192","Chronic obstructive pulmonary disease w/o CC/MCC","5251 - 6170","182"
"VT","292","Heart failure and shock w CC","6681 - 8543","262"
"VT","291","Heart failure and shock w MCC","10251 - 12814","251"
"WA","291","Heart failure and shock w MCC","9349 - 10322","3385"
"WA","292","Heart failure and shock w CC","6421 - 6889","2284"
"WA","192","Chronic obstructive pulmonary disease w/o CC/MCC","4751 - 5069","1328"
"WA","190","Chronic obstructive pulmonary disease w MCC","7823 - 8539","1823"
"WI","190","Chronic obstructive pulmonary disease w MCC","6904 - 8058","1868"
"WI","192","Chronic obstructive pulmonary disease w/o CC/MCC","4109 - 4769","1266"
"WI","292","Heart failure and shock w CC","5563 - 6500","2791"
"WI","291","Heart failure and shock w MCC","8347 - 9753","3252"
"WV","291","Heart failure and shock w MCC","7752 - 9042","1917"
"WV","292","Heart failure and shock w CC","5167 - 5908","1512"
"WV","192","Chronic obstructive pulmonary disease w/o CC/MCC","3820 - 4300","1984"
"WV","190","Chronic obstructive pulmonary disease w MCC","6412 - 7341","1997"
"WY","190","Chronic obstructive pulmonary disease w MCC","8657 - 10342","185"
"WY","192","Chronic obstructive pulmonary disease w/o CC/MCC","5159 - 6145","181"
"WY","292","Heart failure and shock w CC","6989 - 8353","187"
"WY","291","Heart failure and shock w MCC","10505 - 12415","203"
"AK","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","41273 - 65208","19"
"AK","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","41342 - 41407","47"
"AK","226","Cardiac defibrillator implant w/o cardiac cath w MCC","53630 - 57028","16"
"AK","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","48091 - 90754","*"
"AK","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","62146 - 64881","*"
"AK","039","Extracranial procedures w/o CC/MCC","7541 - 8223","43"
"AK","038","Extracranial procedures w CC","11111 - 13172","19"
"AK","236","Coronary bypass w/o cardiac cath w/o MCC","27200 - 29922","28"
"AK","235","Coronary bypass w/o cardiac cath w MCC","46753 - 60487","15"
"AK","191","Chronic obstructive pulmonary disease w CC","7926 - 11864","120"
"AK","193","Simple pneumonia and pleurisy w MCC","11785 - 15495","142"
"AK","637","Diabetes w MCC","10891 - 12814","30"
"AK","313","Chest Pain","4459 - 6480","141"
"AK","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","32990 - 36003","*"
"AK","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","65027 - 120452","26"
"AK","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","42363 - 47126","24"
"AL","191","Chronic obstructive pulmonary disease w CC","5063 - 5542","3489"
"AL","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","22569 - 25056","90"
"AL","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","26779 - 33904","503"
"AL","226","Cardiac defibrillator implant w/o cardiac cath w MCC","35541 - 41039","95"
"AL","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","26910 - 31288","280"
"AL","236","Coronary bypass w/o cardiac cath w/o MCC","19214 - 21751","609"
"AL","038","Extracranial procedures w CC","7898 - 8774","308"
"AL","039","Extracranial procedures w/o CC/MCC","5315 - 6040","948"
"AL","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","31053 - 35112","70"
