"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Comparison to U S  Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Comparison to U S  Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Comparison to U S  Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Hospital 30-Day Readmission Rates from Heart Attack","Comparison to U S  Rate - Hospital 30-Day Readmission Rates from Heart Attack","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack","Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack","Footnote - Hospital 30-Day Readmission Rates from Heart Attack","Hospital 30-Day Readmission Rates from Heart Failure","Comparison to U S  Rate - Hospital 30-Day Readmission Rates from Heart Failure","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure","Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure","Footnote - Hospital 30-Day Readmission Rates from Heart Failure","Hospital 30-Day Readmission Rates from Pneumonia","Comparison to U S  Rate - Hospital 30-Day Readmission Rates from Pneumonia","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia","Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia","Footnote - Hospital 30-Day Readmission Rates from Pneumonia","Rate of readmission after hip or knee surgery","Footnote - Rate of readmission after hip or knee surgery ","Number of Patients - Rate of readmission after hip or knee surgery","RSRR - Rate of readmission after hip or knee surgery","Lower Readmission Estimate - Rate of readmission after hip or knee surgery","Upper Readmission Estimate - Rate of readmission after hip or knee surgery","All cause hospital-wide readmission","Footnote - All cause hospital-wide readmission","Number of Patients - All cause hospital-wide readmission","RSRR - All cause hospital-wide readmission","Lower Readmission Estimate - All cause hospital-wide readmission","Upper Readmission Estimate - All cause hospital-wide readmission","Complications and Deaths following hip/knee surgery","Footnote - Complications and Deaths following hip/knee surgery","Number of Patients - Complications and Deaths following hip/knee surgery","RSCR - Complications and Deaths following hip/knee surgery","Lower Readmission Estimate - Complications and Deaths following hip/knee surgery","Upper Readmission Estimate - Complications and Deaths following hip/knee surgery"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","","","DADEVILLE","AL","36853","TALLAPOOSA","2568257821","Not Available","Number of Cases Too Small","Not Available","Not Available","6","The number of cases/patients is too few to report","10.7","No Different than U.S. National Rate","7.5","15.1","37","","9.8","No Different than U.S. National Rate","6.8","14.2","87","","Not Available","Number of Cases Too Small","Not Available","Not Available","5","The number of cases/patients is too few to report","23.3","No Different than U.S. National Rate","18.8","28.5","46","","18.4","No Different than U.S. National Rate","14.8","22.5","94","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","292","17.1","14.9","19.4","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"010054","PARKWAY MEDICAL CENTER","1874 BELTLINE RD SW","","","DECATUR","AL","35601","MORGAN","2563502211","16.0","No Different than U.S. National Rate","12.3","20.5","33","","11.2","No Different than U.S. National Rate","8.4","14.8","189","","12.8","No Different than U.S. National Rate","9.7","16.4","210","","Not Available","Number of Cases Too Small","Not Available","Not Available","13","The number of cases/patients is too few to report","25.1","No Different than U.S. National Rate","21.3","29.0","238","","19.9","No Different than U.S. National Rate","16.8","23.4","250","","No Different than U.S. National Rate","","85","5.3","3.7","7.6","No Different than U.S. National Rate","","922","16.3","14.7","18.0","No Different than U.S. National Rate","","76","","1.8","5.1"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","","","DOTHAN","AL","36305","HOUSTON","3347935000","13.4","No Different than U.S. National Rate","10.7","16.8","320","","12.7","No Different than U.S. National Rate","10.3","15.7","500","","11.1","No Different than U.S. National Rate","8.8","13.9","437","","19.6","No Different than U.S. National Rate","16.6","23.2","326","","23.8","No Different than U.S. National Rate","20.9","27.1","591","","17.8","No Different than U.S. National Rate","15.0","20.9","462","","No Different than U.S. National Rate","","526","5.6","4.3","7.3","No Different than U.S. National Rate","","3663","15.5","14.4","16.6","No Different than U.S. National Rate","","485","","2.1","4.5"
"010056","ST VINCENT'S BIRMINGHAM","810 ST VINCENT'S DRIVE","","","BIRMINGHAM","AL","35205","JEFFERSON","2059397000","15.3","No Different than U.S. National Rate","12.4","18.7","268","","11.1","No Different than U.S. National Rate","9.0","13.8","477","","12.8","No Different than U.S. National Rate","10.3","15.6","515","","18.8","No Different than U.S. National Rate","15.9","22.3","278","","23.8","No Different than U.S. National Rate","20.8","27.1","550","","18.8","No Different than U.S. National Rate","16.1","22.0","494","","No Different than U.S. National Rate","","1193","6.6","5.4","8.0","No Different than U.S. National Rate","","5107","16.2","15.2","17.3","No Different than U.S. National Rate","","1084","","2.8","4.9"
"010058","BIBB MEDICAL CENTER","208 PIERSON AVE","","","CENTREVILLE","AL","35042","BIBB","2059264881","Not Available","Number of Cases Too Small","Not Available","Not Available","2","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","21","The number of cases/patients is too few to report","13.9","No Different than U.S. National Rate","9.9","19.5","52","","Not Available","Number of Cases Too Small","Not Available","Not Available","1","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","24","The number of cases/patients is too few to report","17.7","No Different than U.S. National Rate","13.9","22.2","47","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","79","15.5","13.1","18.1","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"010059","LAWRENCE MEDICAL CENTER","202 HOSPITAL STREET","","","MOULTON","AL","35650","LAWRENCE","2569742200","Not Available","Number of Cases Too Small","Not Available","Not Available","22","The number of cases/patients is too few to report","10.0","No Different than U.S. National Rate","7.1","14.0","75","","9.6","No Different than U.S. National Rate","6.9","13.0","141","","Not Available","Number of Cases Too Small","Not Available","Not Available","21","The number of cases/patients is too few to report","24.4","No Different than U.S. National Rate","20.2","29.3","93","","16.9","No Different than U.S. National Rate","13.8","20.5","148","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","389","15.0","13.3","16.9","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"010061","HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","","","SCOTTSBORO","AL","35768","JACKSON","2562594444","14.6","No Different than U.S. National Rate","10.8","18.7","26","","13.2","No Different than U.S. National Rate","9.9","17.3","127","","12.5","No Different than U.S. National Rate","9.9","15.7","361","","Not Available","Number of Cases Too Small","Not Available","Not Available","19","The number of cases/patients is too few to report","23.6","No Different than U.S. National Rate","19.7","28.1","146","","18.8","No Different than U.S. National Rate","16.1","22.1","390","","No Different than U.S. National Rate","","28","7.0","4.7","9.9","No Different than U.S. National Rate","","937","16.0","14.5","17.6","No Different than U.S. National Rate","","26","","2.3","6.9"
"010062","WIREGRASS MEDICAL CENTER","1200 W MAPLE AVENUE","","","GENEVA","AL","36340","GENEVA","3346843655","Not Available","Number of Cases Too Small","Not Available","Not Available","17","The number of cases/patients is too few to report","13.8","No Different than U.S. National Rate","10.4","18.1","100","","14.0","No Different than U.S. National Rate","10.7","18.0","194","","Not Available","Number of Cases Too Small","Not Available","Not Available","8","The number of cases/patients is too few to report","21.6","No Different than U.S. National Rate","17.7","26.1","113","","18.3","No Different than U.S. National Rate","15.0","21.8","210","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","440","15.5","13.7","17.3","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"010065","RUSSELL HOSPITAL","3316 HIGHWAY 280","","","ALEXANDER CITY","AL","35010","TALLAPOOSA","2563297100","17.2","No Different than U.S. National Rate","13.5","21.8","72","","12.3","No Different than U.S. National Rate","9.4","15.8","157","","16.2","Worse than U.S. National Rate","12.8","20.2","187","","19.0","No Different than U.S. National Rate","15.4","23.1","65","","21.9","No Different than U.S. National Rate","18.1","25.9","197","","17.4","No Different than U.S. National Rate","14.2","20.9","196","","No Different than U.S. National Rate","","101","6.1","4.3","8.7","No Different than U.S. National Rate","","1029","15.4","14.0","17.0","No Different than U.S. National Rate","","95","","2.2","6.2"
"010066","FLORALA MEMORIAL HOSPITAL","24273 FIFTH AVENUE","","","FLORALA","AL","36442","COVINGTON","3348583287","Not Available","Number of Cases Too Small","Not Available","Not Available","1","The number of cases/patients is too few to report","10.2","No Different than U.S. National Rate","7.0","14.7","41","","10.9","No Different than U.S. National Rate","7.6","15.8","79","","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","24.6","No Different than U.S. National Rate","19.6","30.1","63","","16.6","No Different than U.S. National Rate","12.9","21.0","80","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","89","15.6","13.4","18.3","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"010069","MEDICAL CENTER BARBOUR","820 W WASHINGTON ST","","","EUFAULA","AL","36027","BARBOUR","3346887271","Not Available","Number of Cases Too Small","Not Available","Not Available","10","The number of cases/patients is too few to report","14.9","No Different than U.S. National Rate","11.3","19.7","98","","15.8","No Different than U.S. National Rate","11.7","21.4","123","","Not Available","Number of Cases Too Small","Not Available","Not Available","3","The number of cases/patients is too few to report","23.4","No Different than U.S. National Rate","19.1","28.2","117","","18.6","No Different than U.S. National Rate","14.9","22.8","119","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","513","16.8","14.9","19.1","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"010073","CLAY COUNTY HOSPITAL","83825 HIGHWAY 9    P O BOX 1270","","","ASHLAND","AL","36251","CLAY","2563542131","Not Available","Number of Cases Too Small","Not Available","Not Available","21","The number of cases/patients is too few to report","14.3","No Different than U.S. National Rate","10.5","19.2","66","","12.4","No Different than U.S. National Rate","9.1","16.4","115","","Not Available","Number of Cases Too Small","Not Available","Not Available","17","The number of cases/patients is too few to report","25.3","No Different than U.S. National Rate","20.6","30.9","74","","16.3","No Different than U.S. National Rate","12.8","20.4","113","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","339","17.3","15.2","19.5","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","400 EAST 10TH STREET","","","ANNISTON","AL","36207","CALHOUN","2562355121","16.2","No Different than U.S. National Rate","13.7","19.2","438","","10.9","No Different than U.S. National Rate","9.0","13.2","603","","13.6","No Different than U.S. National Rate","11.2","16.5","398","","19.3","No Different than U.S. National Rate","16.7","22.1","448","","22.9","No Different than U.S. National Rate","20.6","25.5","712","","18.4","No Different than U.S. National Rate","15.8","21.2","425","","No Different than U.S. National Rate","","309","4.9","3.6","6.7","No Different than U.S. National Rate","","3426","17.0","15.8","18.1","No Different than U.S. National Rate","","290","","2.5","5.5"
"010079","ATHENS-LIMESTONE HOSPITAL","700 WEST MARKET STREET","","","ATHENS","AL","35611","LIMESTONE","2562339292","14.7","No Different than U.S. National Rate","11.3","18.9","33","","10.8","No Different than U.S. National Rate","8.2","14.2","181","","11.6","No Different than U.S. National Rate","8.7","15.2","231","","Not Available","Number of Cases Too Small","Not Available","Not Available","15","The number of cases/patients is too few to report","22.3","No Different than U.S. National Rate","18.7","26.3","201","","15.9","No Different than U.S. National Rate","13.1","19.1","237","","No Different than U.S. National Rate","","28","5.7","3.8","8.5","No Different than U.S. National Rate","","1059","15.1","13.7","16.7","Number of Cases Too Small","The number of cases/patients is too few to report","19","","Not Available","Not Available"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","1613 NORTH MCKENZIE STREET","","","FOLEY","AL","36535","BALDWIN","2519493400","15.9","No Different than U.S. National Rate","12.3","20.4","70","","14.3","No Different than U.S. National Rate","11.4","17.9","284","","10.5","No Different than U.S. National Rate","8.0","13.8","264","","17.8","No Different than U.S. National Rate","14.1","21.7","37","","23.4","No Different than U.S. National Rate","20.0","27.0","341","","14.8","No Different than U.S. National Rate","12.2","17.8","284","","No Different than U.S. National Rate","","107","6.4","4.5","9.0","No Different than U.S. National Rate","","1751","16.5","15.1","17.9","No Different than U.S. National Rate","","104","","2.3","6.1"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","","","DECATUR","AL","35601","MORGAN","2563412000","15.6","No Different than U.S. National Rate","12.3","19.9","68","","12.8","No Different than U.S. National Rate","10.4","15.5","394","","12.9","No Different than U.S. National Rate","10.2","15.9","346","","17.2","No Different than U.S. National Rate","14.0","20.8","45","","19.9","Better than U.S. National Rate","17.2","22.8","477","","17.7","No Different than U.S. National Rate","14.9","20.7","362","","No Different than U.S. National Rate","","301","6.0","4.5","8.0","No Different than U.S. National Rate","","2293","15.4","14.2","16.6","Worse than U.S. National Rate","","270","","3.5","7.4"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","","","WINFIELD","AL","35594","MARION","2054877736","14.1","No Different than U.S. National Rate","10.6","18.3","28","","11.5","No Different than U.S. National Rate","8.2","15.8","83","","13.3","No Different than U.S. National Rate","10.2","16.9","246","","Not Available","Number of Cases Too Small","Not Available","Not Available","17","The number of cases/patients is too few to report","21.8","No Different than U.S. National Rate","17.8","26.7","93","","18.7","No Different than U.S. National Rate","15.5","22.5","253","","No Different than U.S. National Rate","","42","5.8","3.9","8.5","No Different than U.S. National Rate","","768","15.9","14.2","17.5","No Different than U.S. National Rate","","41","","2.0","6.3"
"010087","UNIV OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","","","MOBILE","AL","36617","MOBILE","2514717110","Not Available","Number of Cases Too Small","Not Available","Not Available","10","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","22","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","22","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","11","The number of cases/patients is too few to report","22.2","No Different than U.S. National Rate","17.9","27.2","27","","Not Available","Number of Cases Too Small","Not Available","Not Available","23","The number of cases/patients is too few to report","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","317","16.3","14.6","18.1","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","","","JASPER","AL","35502","WALKER","2053874000","16.0","No Different than U.S. National Rate","12.7","20.1","66","","11.1","No Different than U.S. National Rate","8.6","14.0","224","","11.2","No Different than U.S. National Rate","8.6","14.2","276","","18.3","No Different than U.S. National Rate","14.9","22.5","48","","20.7","No Different than U.S. National Rate","17.4","24.5","245","","16.4","No Different than U.S. National Rate","13.7","19.6","299","","No Different than U.S. National Rate","","209","5.9","4.3","8.1","No Different than U.S. National Rate","","1382","15.7","14.4","17.1","No Different than U.S. National Rate","","194","","2.5","6.0"
