Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,Unweighted Normalized Clinical Process of Care Domain Score,Weighted Clinical Process of Care Domain Score,Unweighted Patient Experience of Care Domain Score,Weighted Patient Experience of Care Domain Score,Total Performance Score
"050008","CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP","45 CASTRO STREET","SAN FRANCISCO","CA","94114","SAN FRANCISCO","33.333333333333","23.333333333333","28.000000000000","8.400000000000","31.733333333333"
"050009","QUEEN OF THE VALLEY MEDICAL CENTER","1000 TRANCAS ST","NAPA","CA","94558","NAPA","62.727272727273","43.909090909091","25.000000000000","7.500000000000","51.409090909091"
"050013","ST HELENA HOSPITAL","10 WOODLAND ROAD","SAINT HELENA","CA","94574","NAPA","68.000000000000","47.600000000000","66.000000000000","19.800000000000","67.400000000000"
"050014","SUTTER AMADOR HOSPITAL","200 MISSION BLVD","JACKSON","CA","95642","AMADOR","63.333333333333","44.333333333333","42.000000000000","12.600000000000","56.933333333333"
"050016","ARROYO GRANDE COMMUNITY HOSPITAL","345 S HALCYON RD","ARROYO GRANDE","CA","93420","SAN LUIS OBISPO","45.555555555556","31.888888888889","35.000000000000","10.500000000000","42.388888888889"
"050017","MERCY GENERAL HOSPITAL","4001 J ST","SACRAMENTO","CA","95819","SACRAMENTO","74.545454545455","52.181818181818","26.000000000000","7.800000000000","59.981818181818"
"050018","PACIFIC ALLIANCE MEDICAL CENTER","531 W COLLEGE ST","LOS ANGELES","CA","90012","LOS ANGELES","57.777777777778","40.444444444444","14.000000000000","4.200000000000","44.644444444444"
"050022","RIVERSIDE COMMUNITY HOSPITAL","4445 MAGNOLIA AVENUE","RIVERSIDE","CA","92501","RIVERSIDE","77.272727272727","54.090909090909","12.000000000000","3.600000000000","57.690909090909"
"050024","PARADISE VALLEY HOSPITAL","2400 EAST FOURTH STREET","NATIONAL CITY","CA","91950","SAN DIEGO","90.000000000000","63.000000000000","45.000000000000","13.500000000000","76.500000000000"
"050025","UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER","200 WEST ARBOR DRIVE","SAN DIEGO","CA","92103","SAN DIEGO","50.000000000000","35.000000000000","38.000000000000","11.400000000000","46.400000000000"
"050026","GROSSMONT HOSPITAL","5555 GROSSMONT CENTER DRIVE BOX 58","LA MESA","CA","91942","SAN DIEGO","52.727272727273","36.909090909091","36.000000000000","10.800000000000","47.709090909091"
"050028","MAD RIVER COMMUNITY HOSPITAL","3800 JANES RD","ARCATA","CA","95521","HUMBOLDT","46.666666666667","32.666666666667","38.000000000000","11.400000000000","44.066666666667"
"050030","OROVILLE HOSPITAL","2767 OLIVE HIGHWAY","OROVILLE","CA","95966","BUTTE","51.111111111111","35.777777777778","7.000000000000","2.100000000000","37.877777777778"
"050036","BAKERSFIELD MEMORIAL HOSPITAL","420 34TH ST BOX 1888","BAKERSFIELD","CA","93301","KERN","49.090909090909","34.363636363636","34.000000000000","10.200000000000","44.563636363636"
"050038","SANTA CLARA VALLEY MEDICAL CENTER","751 SOUTH BASCOM AVENUE","SAN JOSE","CA","95128","SANTA CLARA","59.090909090909","41.363636363636","21.000000000000","6.300000000000","47.663636363636"
"050039","ENLOE MEDICAL CENTER","1531 ESPLANADE","CHICO","CA","95926","BUTTE","59.090909090909","41.363636363636","50.000000000000","15.000000000000","56.363636363636"
"050040","LAC/OLIVE VIEW-UCLA MEDICAL CENTER","14445 OLIVE VIEW DRIVE","SYLMAR","CA","91342","LOS ANGELES","77.777777777778","54.444444444444","14.000000000000","4.200000000000","58.644444444444"
"010001","SOUTHEAST ALABAMA MEDICAL CENTER","1108 ROSS CLARK CIRCLE","DOTHAN","AL","36301","HOUSTON","42.727272727273","29.909090909091","53.000000000000","15.900000000000","45.809090909091"
"010005","MARSHALL MEDICAL CENTER SOUTH","2505 U S HIGHWAY 431 NORTH","BOAZ","AL","35957","MARSHALL","58.888888888889","41.222222222222","73.000000000000","21.900000000000","63.122222222222"
"010006","ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","AL","35631","LAUDERDALE","60.000000000000","42.000000000000","21.000000000000","6.300000000000","48.300000000000"
"010007","MIZELL MEMORIAL HOSPITAL","702 N MAIN ST","OPP","AL","36467","COVINGTON","27.500000000000","19.250000000000","22.000000000000","6.600000000000","25.850000000000"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","57.272727272727","40.090909090909","33.000000000000","9.900000000000","49.990909090909"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","78.888888888889","55.222222222222","44.000000000000","13.200000000000","68.422222222222"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","92.727272727273","64.909090909091","35.000000000000","10.500000000000","75.409090909091"
"010019","HELEN KELLER MEMORIAL HOSPITAL","1300 SOUTH MONTGOMERY AVENUE","SHEFFIELD","AL","35660","COLBERT","78.888888888889","55.222222222222","57.000000000000","17.100000000000","72.322222222222"
"010021","DALE MEDICAL CENTER","126 HOSPITAL AVE","OZARK","AL","36360","DALE","30.000000000000","21.000000000000","43.000000000000","12.900000000000","33.900000000000"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","57.272727272727","40.090909090909","44.000000000000","13.200000000000","53.290909090909"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","87.272727272727","61.090909090909","62.000000000000","18.600000000000","79.690909090909"
"010025","GEORGE H. LANIER MEMORIAL HOSPITAL","4800 48TH ST","VALLEY","AL","36854","CHAMBERS","70.000000000000","49.000000000000","42.000000000000","12.600000000000","61.600000000000"
"010029","EAST ALABAMA MEDICAL CENTER AND SNF","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","81.818181818182","57.272727272727","73.000000000000","21.900000000000","79.172727272727"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","55.454545454545","38.818181818182","62.000000000000","18.600000000000","57.418181818182"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","AL","36078","ELMORE","26.000000000000","18.200000000000","60.000000000000","18.000000000000","36.200000000000"
"010035","CULLMAN REGIONAL MEDICAL CENTER","1912 ALABAMA HIGHWAY 157","CULLMAN","AL","35058","CULLMAN","97.777777777778","68.444444444444","56.000000000000","16.800000000000","85.244444444444"
"010036","ANDALUSIA REGIONAL HOSPITAL","849 SOUTH THREE NOTCH STREET","ANDALUSIA","AL","36420","COVINGTON","88.888888888889","62.222222222222","41.000000000000","12.300000000000","74.522222222222"
"010038","STRINGFELLOW MEMORIAL HOSPITAL","301 EAST 18TH ST","ANNISTON","AL","36201","CALHOUN","58.000000000000","40.600000000000","22.000000000000","6.600000000000","47.200000000000"
"010039","HUNTSVILLE HOSPITAL","101 SIVLEY RD","HUNTSVILLE","AL","35801","MADISON","61.818181818182","43.272727272727","42.000000000000","12.600000000000","55.872727272727"
"010040","GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE","GADSDEN","AL","35903","ETOWAH","70.909090909091","49.636363636364","40.000000000000","12.000000000000","61.636363636364"
"010045","FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL","35555","FAYETTE","56.000000000000","39.200000000000","95.000000000000","28.500000000000","67.700000000000"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","68.181818181818","47.727272727273","22.000000000000","6.600000000000","54.327272727273"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","92.222222222222","64.555555555556","58.000000000000","17.400000000000","81.955555555556"
"010050","ST VINCENTS BLOUNT","150 GILBREATH DRIVE","ONEONTA","AL","35121","BLOUNT","88.750000000000","62.125000000000","65.000000000000","19.500000000000","81.625000000000"
"010054","PARKWAY MEDICAL CENTER","1874 BELTLINE RD SW","DECATUR","AL","35601","MORGAN","26.666666666667","18.666666666667","45.000000000000","13.500000000000","32.166666666667"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL","36305","HOUSTON","95.454545454545","66.818181818182","72.000000000000","21.600000000000","88.418181818182"
"010056","ST VINCENT'S BIRMINGHAM","810 ST VINCENT'S DRIVE","BIRMINGHAM","AL","35205","JEFFERSON","66.363636363636","46.454545454545","47.000000000000","14.100000000000","60.554545454545"
"010061","HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","SCOTTSBORO","AL","35768","JACKSON","56.666666666667","39.666666666667","52.000000000000","15.600000000000","55.266666666667"
"010062","WIREGRASS MEDICAL CENTER","1200 W MAPLE AVENUE","GENEVA","AL","36340","GENEVA","12.500000000000","8.750000000000","16.000000000000","4.800000000000","13.550000000000"
"010065","RUSSELL HOSPITAL","3316 HIGHWAY 280","ALEXANDER CITY","AL","35010","TALLAPOOSA","23.333333333333","16.333333333333","78.000000000000","23.400000000000","39.733333333333"
"010069","MEDICAL CENTER BARBOUR","820 W WASHINGTON ST","EUFAULA","AL","36027","BARBOUR","77.500000000000","54.250000000000","41.000000000000","12.300000000000","66.550000000000"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","400 EAST 10TH STREET","ANNISTON","AL","36207","CALHOUN","49.090909090909","34.363636363636","24.000000000000","7.200000000000","41.563636363636"
"010079","ATHENS-LIMESTONE HOSPITAL","700 WEST MARKET STREET","ATHENS","AL","35611","LIMESTONE","60.000000000000","42.000000000000","50.000000000000","15.000000000000","57.000000000000"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","1613 NORTH MCKENZIE STREET","FOLEY","AL","36535","BALDWIN","92.222222222222","64.555555555556","36.000000000000","10.800000000000","75.355555555556"
"010085","DECATUR GENERAL HOSPITAL","1201 7TH STREET SE","DECATUR","AL","35609","MORGAN","53.333333333333","37.333333333333","57.000000000000","17.100000000000","54.433333333333"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","MARION","80.000000000000","56.000000000000","71.000000000000","21.300000000000","77.300000000000"
"010087","UNIV OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","64.444444444444","45.111111111111","50.000000000000","15.000000000000","60.111111111111"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","95.555555555556","66.888888888889","49.000000000000","14.700000000000","81.588888888889"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","86.363636363636","60.454545454545","33.000000000000","9.900000000000","70.354545454545"
"050042","ST ELIZABETH COMMUNITY HOSPITAL","2550 SISTER MARY COLUMBA DRIVE","RED BLUFF","CA","96080","TEHAMA","73.333333333333","51.333333333333","41.000000000000","12.300000000000","63.633333333333"
"050043","ALTA BATES SUMMIT MEDICAL CENTER","350 HAWTHORNE AVENUE","OAKLAND","CA","94609","ALAMEDA","85.454545454545","59.818181818182","18.000000000000","5.400000000000","65.218181818182"
"050045","EL CENTRO REGIONAL MEDICAL CENTER","1415 ROSS AVENUE","EL CENTRO","CA","92243","IMPERIAL","22.222222222222","15.555555555556","32.000000000000","9.600000000000","25.155555555556"
"050046","OJAI VALLEY COMMUNITY HOSPITAL","1306 MARICOPA HWY","OJAI","CA","93023","VENTURA","57.142857142857","40.000000000000","66.000000000000","19.800000000000","59.800000000000"
"050047","CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP","2333 BUCHANAN STREET","SAN FRANCISCO","CA","94115","SAN FRANCISCO","57.272727272727","40.090909090909","26.000000000000","7.800000000000","47.890909090909"
"050054","SAN GORGONIO MEMORIAL HOSPITAL","600 NORTH HIGHLAND SPRINGS AVENUE","BANNING","CA","92220","RIVERSIDE","73.750000000000","51.625000000000","10.000000000000","3.000000000000","54.625000000000"
"050055","CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS","3555 CESAR CHAVEZ STREET","SAN FRANCISCO","CA","94110","SAN FRANCISCO","84.444444444444","59.111111111111","27.000000000000","8.100000000000","67.211111111111"
"050056","ANTELOPE VALLEY HOSPITAL MED CENTER","1600 W AVE J","LANCASTER","CA","93534","LOS ANGELES","66.363636363636","46.454545454545","35.000000000000","10.500000000000","56.954545454545"
"050057","KAWEAH DELTA MEDICAL CENTER","400 W MINERAL KING AVE","VISALIA","CA","93291","TULARE","46.363636363636","32.454545454545","33.000000000000","9.900000000000","42.354545454545"
"050058","GLENDALE MEM HOSPITAL & HLTH CENTER","1420 S CENTRAL AVE","GLENDALE","CA","91204","LOS ANGELES","36.363636363636","25.454545454545","38.000000000000","11.400000000000","36.854545454545"
"050060","COMMUNITY REGIONAL MEDICAL CENTER","2823 FRESNO STREET","FRESNO","CA","93715","FRESNO","27.272727272727","19.090909090909","28.000000000000","8.400000000000","27.490909090909"
"050063","HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","1300 N VERMONT AVE","LOS ANGELES","CA","90028","LOS ANGELES","58.181818181818","40.727272727273","17.000000000000","5.100000000000","45.827272727273"
"050067","OAK VALLEY DISTRICT HOSPITAL","350 S OAK AVE","OAKDALE","CA","95361","STANISLAUS","76.250000000000","53.375000000000","23.000000000000","6.900000000000","60.275000000000"
"050069","ST JOSEPH HOSPITAL","1100 WEST STEWART DR","ORANGE","CA","92868","ORANGE","45.454545454545","31.818181818182","25.000000000000","7.500000000000","39.318181818182"
"050070","KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","1200 EL CAMINO REAL","SOUTH SAN FRANCISCO","CA","94080","SAN MATEO","85.555555555556","59.888888888889","45.000000000000","13.500000000000","73.388888888889"
"050071","KAISER FOUNDATION HOSPITAL-SANTA CLARA","700 LAWRENCE EXPRESSWAY","SANTA CLARA","CA","95051","SANTA CLARA","80.909090909091","56.636363636364","52.000000000000","15.600000000000","72.236363636364"
"050072","KAISER FOUNDATION HOSPITAL - WALNUT CREEK","1425 S MAIN ST","WALNUT CREEK","CA","94596","CONTRA COSTA","86.000000000000","60.200000000000","24.000000000000","7.200000000000","67.400000000000"
"050073","KAISER FOUNDATION HOSPITAL AND REHAB CENTER","975 SERENO DR","VALLEJO","CA","94589","SOLANO","76.666666666667","53.666666666667","49.000000000000","14.700000000000","68.366666666667"
"050075","KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND","280 W MAC ARTHUR BLVD","OAKLAND","CA","94611","ALAMEDA","76.666666666667","53.666666666667","31.000000000000","9.300000000000","62.966666666667"
"050076","KAISER FOUNDATION HOSPITAL - SAN FRANCISCO","2425 GEARY BLVD","SAN FRANCISCO","CA","94115","SAN FRANCISCO","84.000000000000","58.800000000000","47.000000000000","14.100000000000","72.900000000000"
"050077","SCRIPPS MERCY HOSPITAL","4077 5TH AVE","SAN DIEGO","CA","92103","SAN DIEGO","61.818181818182","43.272727272727","25.000000000000","7.500000000000","50.772727272727"
"050078","PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO","1300 W 7TH ST","SAN PEDRO","CA","90732","LOS ANGELES","61.111111111111","42.777777777778","27.000000000000","8.100000000000","50.877777777778"
"050079","DOCTORS MEDICAL CENTER-SAN PABLO","2000 VALE RD","SAN PABLO","CA","94806","CONTRA COSTA","69.000000000000","48.300000000000","15.000000000000","4.500000000000","52.800000000000"
"050082","ST JOHNS REGIONAL MEDICAL CENTER","1600 N ROSE AVE","OXNARD","CA","93030","VENTURA","57.272727272727","40.090909090909","29.000000000000","8.700000000000","48.790909090909"
"050084","ST JOSEPHS MED CENTER OF STOCKTON","1800 N CALIFORNIA ST","STOCKTON","CA","95204","SAN JOAQUIN","57.272727272727","40.090909090909","32.000000000000","9.600000000000","49.690909090909"
"050089","COMMUNITY HOSPITAL OF SAN BERNARDINO","1805 MEDICAL CENTER DRIVE","SAN BERNARDINO","CA","92411","SAN BERNARDINO","17.777777777778","12.444444444444","21.000000000000","6.300000000000","18.744444444444"
"050090","SONOMA VALLEY HOSPITAL","347 ANDRIEUX ST","SONOMA","CA","95476","SONOMA","71.111111111111","49.777777777778","60.000000000000","18.000000000000","67.777777777778"
"050091","COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSON AVE","HUNTINGTON PARK","CA","90255","LOS ANGELES","88.750000000000","62.125000000000","29.000000000000","8.700000000000","70.825000000000"
"050093","SAINT AGNES MEDICAL CENTER","1303 E HERNDON AVE","FRESNO","CA","93710","FRESNO","66.363636363636","46.454545454545","20.000000000000","6.000000000000","52.454545454545"
"050099","SAN ANTONIO COMMUNITY HOSPITAL","999 SAN BERNARDINO RD","UPLAND","CA","91786","SAN BERNARDINO","65.454545454545","45.818181818182","39.000000000000","11.700000000000","57.518181818182"
"050100","SHARP MEMORIAL HOSPITAL","7901 FROST ST","SAN DIEGO","CA","92123","SAN DIEGO","68.181818181818","47.727272727273","59.000000000000","17.700000000000","65.427272727273"
"050101","SUTTER SOLANO MEDICAL CENTER","300 HOSPITAL DR","VALLEJO","CA","94589","SOLANO","73.333333333333","51.333333333333","21.000000000000","6.300000000000","57.633333333333"
"050102","PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER","3865 JACKSON STREET","RIVERSIDE","CA","92503","RIVERSIDE","20.000000000000","14.000000000000","17.000000000000","5.100000000000","19.100000000000"
"050103","WHITE MEMORIAL MEDICAL CENTER","1720 E CESAR AVENUE","LOS ANGELES","CA","90033","LOS ANGELES","49.090909090909","34.363636363636","18.000000000000","5.400000000000","39.763636363636"
"050104","SAINT FRANCIS MEDICAL CENTER","3630 EAST IMPERIAL HIGHWAY","LYNWOOD","CA","90262","LOS ANGELES","47.000000000000","32.900000000000","19.000000000000","5.700000000000","38.600000000000"
"050107","MARIAN REGIONAL MEDICAL CENTER","1400 E CHURCH ST","SANTA MARIA","CA","93454","SANTA BARBARA","67.272727272727","47.090909090909","17.000000000000","5.100000000000","52.190909090909"
"050108","SUTTER GENERAL HOSPITAL","2801 L STREET","SACRAMENTO","CA","95816","SACRAMENTO","83.000000000000","58.100000000000","52.000000000000","15.600000000000","73.700000000000"
"050110","LOMPOC VALLEY MEDICAL CENTER","1515 E OCEAN AVENUE","LOMPOC","CA","93436","SANTA BARBARA","36.666666666667","25.666666666667","42.000000000000","12.600000000000","38.266666666667"
"050112","SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL","1250 16TH STREET","SANTA MONICA","CA","90404","LOS ANGELES","74.444444444444","52.111111111111","21.000000000000","6.300000000000","58.411111111111"
"050113","SAN MATEO MEDICAL CENTER","222 W 39TH AVE","SAN MATEO","CA","94403","SAN MATEO","28.888888888889","20.222222222222","35.000000000000","10.500000000000","30.722222222222"
"050115","PALOMAR HEALTH DOWNTOWN CAMPUS","555 E VALLEY PARKWAY","ESCONDIDO","CA","92025","SAN DIEGO","61.818181818182","43.272727272727","45.000000000000","13.500000000000","56.772727272727"
"050116","NORTHRIDGE HOSPITAL MEDICAL CENTER","18300 ROSCOE BLVD","NORTHRIDGE","CA","91325","LOS ANGELES","60.909090909091","42.636363636364","20.000000000000","6.000000000000","48.636363636364"
"050118","DOCTORS HOSPITAL OF MANTECA","1205 E NORTH ST","MANTECA","CA","95336","SAN JOAQUIN","64.444444444444","45.111111111111","44.000000000000","13.200000000000","58.311111111111"
