"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Percent of Pneumonia Patients Whose Initial ER Blood Culture Was Performed Prior To Administration Of First Dose Of Antibiotics","Number of Patients 2","Footnote 2","Percent of Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","Number of Patients 4","Footnote 4"
"030064","UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSITY, THE","1501 NORTH CAMPBELL AVENUE","","","TUCSON","AZ","85724","PIMA","5206940111","96","114","Data submitted were based on a sample of cases/patients","96","47","Data submitted were based on a sample of cases/patients"
"030065","BANNER DESERT MEDICAL CENTER","1400 SOUTH  DOBSON ROAD","","","MESA","AZ","85202","MARICOPA","4804123000","99","74","Data submitted were based on a sample of cases/patients","99","95","Data submitted were based on a sample of cases/patients"
"030067","LA PAZ REGIONAL HOSPITAL","1200 WEST MOHAVE ROAD","","","PARKER","AZ","85344","LA PAZ","9286697300","97","32","Data submitted were based on a sample of cases/patients","81","37","Data submitted were based on a sample of cases/patients"
"030068","MT GRAHAM REGIONAL MEDICAL CENTER","1600  SOUTH 20TH AVENUE","","","SAFFORD","AZ","85546","GRAHAM","9283484000","99","89","","82","73",""
"030069","HAVASU REGIONAL MEDICAL CENTER","101 CIVIC CENTER LANE","","","LAKE HAVASU CITY","AZ","86403","MOHAVE","9288558185","98","148","","96","92",""
"030071","FORT DEFIANCE INDIAN HOSPITAL","PO BOX 649","","","FORT DEFIANCE","AZ","86504","APACHE","9287298000","95","74","","85","66",""
"030073","TUBA CITY REGIONAL HEALTH CARE CORPORATION","PO BOX 600","","","TUBA CITY","AZ","86045","COCONINO","9282832501","82","60","Data submitted were based on a sample of cases/patients","71","48","Data submitted were based on a sample of cases/patients"
"030074","SELLS INDIAN HEALTH SERVICE HOSPITAL","PO BOX 548","","","SELLS","AZ","85634","PIMA","5203837200","100","16","The number of cases/patients is too few to report","94","16","The number of cases/patients is too few to report"
"030077","SAN CARLOS INDIAN HOSPITAL","223 CIBECUE CIRCLE ROAD","","","SAN CARLOS","AZ","85550","GILA","9284757347","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"030078","PHOENIX INDIAN MEDICAL CENTER","4212 NORTH 16TH STREET","","","PHOENIX","AZ","85016","MARICOPA","6022631200","91","46","Data submitted were based on a sample of cases/patients","100","44","Data submitted were based on a sample of cases/patients"
"030083","PARADISE VALLEY HOSPITAL","3929 EAST BELL ROAD","","","PHOENIX","AZ","85032","MARICOPA","6029235000","99","189","","99","134",""
"030084","CHINLE COMPREHENSIVE HEALTH CARE FACILITY","US HWY 191, HOSPITAL ROAD","","","CHINLE","AZ","86503","APACHE","9286747001","89","70","Data submitted were based on a sample of cases/patients","57","42","Data submitted were based on a sample of cases/patients"
"030085","NORTHWEST MEDICAL CENTER","6200 NORTH LA CHOLLA BOULEVARD","","","TUCSON","AZ","85741","PIMA","5207429000","100","310","Data submitted were based on a sample of cases/patients","97","274","Data submitted were based on a sample of cases/patients"
"030087","SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER","9003 EAST SHEA BOULEVARD","","","SCOTTSDALE","AZ","85260","MARICOPA","4803233000","100","161","Data submitted were based on a sample of cases/patients","94","79","Data submitted were based on a sample of cases/patients"
"030088","BANNER BAYWOOD MEDICAL CENTER","6644 EAST BAYWOOD AVENUE","","","MESA","AZ","85206","MARICOPA","4803212000","99","115","Data submitted were based on a sample of cases/patients","99","100","Data submitted were based on a sample of cases/patients"
"030089","BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","","","GLENDALE","AZ","85306","MARICOPA","6025885555","98","112","Data submitted were based on a sample of cases/patients","100","78","Data submitted were based on a sample of cases/patients"
"030092","JOHN C LINCOLN DEER VALLEY HOSPITAL","19829 NORTH 27TH AVENUE","","","PHOENIX","AZ","85027","MARICOPA","6238795574","100","144","Data submitted were based on a sample of cases/patients","99","107","Data submitted were based on a sample of cases/patients"
"030093","BANNER DEL E WEBB MEDICAL CENTER","14502 WEST MEEKER BOULEVARD","","","SUN CITY WEST","AZ","85375","MARICOPA","6232144000","100","100","Data submitted were based on a sample of cases/patients","100","80","Data submitted were based on a sample of cases/patients"
"030094","ARROWHEAD HOSPITAL","18701 NORTH 67TH AVENUE","","","GLENDALE","AZ","85308","MARICOPA","6235611000","99","247","","100","188",""
"030101","WESTERN ARIZONA REGIONAL MEDICAL CTR","2735 SILVER CREEK ROAD","","","BULLHEAD CITY","AZ","86442","MOHAVE","9287632273","98","162","Data submitted were based on a sample of cases/patients","100","98","Data submitted were based on a sample of cases/patients"
"030103","MAYO CLINIC HOSPITAL","5777 EAST MAYO BOULEVARD","","","PHOENIX","AZ","85054","MARICOPA","4805156296","99","173","","96","95",""
"030105","BANNER HEART HOSPITAL","6750 EAST BAYWOOD AVENUE","","","MESA","AZ","85206","MARICOPA","4808545050","Not Available","0","No cases met the criteria for this measure","Not Available","0","No cases met the criteria for this measure"
"030107","ARIZONA SPINE AND JOINT HOSPITAL","4620 EAST BASELINE ROAD","","","MESA","AZ","85206","MARICOPA","4808324770","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"030108","THE SURGICAL HOSPITAL OF PHOENIX","6501 NORTH 19TH AVENUE","","","PHOENIX","AZ","85015","MARICOPA","6027956020","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"030110","WEST VALLEY HOSPITAL","13677 WEST MCDOWELL ROAD","","","GOODYEAR","AZ","85395","MARICOPA","6238821500","99","390","","98","254",""
"030111","UNIVERSITY OF ARIZONA MEDICAL CTR- SOUTH CAM, THE","2800 EAST AJO WAY","","","TUCSON","AZ","85713","PIMA","5202944471","95","111","Data submitted were based on a sample of cases/patients","98","59","Data submitted were based on a sample of cases/patients"
"030112","ARIZONA ORTHOPEDIC SURGICAL HOSPITAL","2905 WEST WARNER ROAD","","","CHANDLER","AZ","85225","MARICOPA","4806039000","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"030113","WHITERIVER PHS INDIAN HOSPITAL","200 WEST HOSPITAL DRIVE  (PO BOX 860)","","","WHITERIVER","AZ","85941","NAVAJO","9283384911","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"030114","ORO VALLEY HOSPITAL","1551 EAST TANGERINE ROAD","","","ORO VALLEY","AZ","85755","PIMA","5209013500","99","133","Data submitted were based on a sample of cases/patients","99","103","Data submitted were based on a sample of cases/patients"
"030115","BANNER ESTRELLA MEDICAL CENTER","9201 WEST THOMAS ROAD","","","PHOENIX","AZ","85037","MARICOPA","6233274000","99","136","Data submitted were based on a sample of cases/patients","98","65","Data submitted were based on a sample of cases/patients"
"030117","VALLEY VIEW MEDICAL CENTER","5330 SOUTH HIGHWAY 95","","","FORT MOHAVE","AZ","86426","MOHAVE","9287882273","96","83","Data submitted were based on a sample of cases/patients","97","66","Data submitted were based on a sample of cases/patients"
"030118","YAVAPAI REGIONAL MEDICAL CENTER-EAST","7700 EAST FLORENTINE ROAD","","","PRESCOTT VALLEY","AZ","86314","YAVAPAI","9284428165","97","146","Data submitted were based on a sample of cases/patients","94","97","Data submitted were based on a sample of cases/patients"
"030119","MERCY GILBERT MEDICAL CENTER","3555 SOUTH VAL VISTA DRIVE","","","GILBERT","AZ","85296","MARICOPA","4807288327","99","177","Data submitted were based on a sample of cases/patients","96","113","Data submitted were based on a sample of cases/patients"
"030120","GILBERT HOSPITAL","5656 SOUTH POWER ROAD","","","GILBERT","AZ","85295","MARICOPA","4802795835","96","28","Data submitted were based on a sample of cases/patients","94","62","Data submitted were based on a sample of cases/patients"
"030121","MOUNTAIN VISTA MEDICAL CENTER, LP","1301 SOUTH CRISMON ROAD","","","MESA","AZ","85209","MARICOPA","4803586100","97","243","","96","220",""
"030122","BANNER GATEWAY MEDICAL CENTER","1900 NORTH HIGLEY ROAD","","","GILBERT","AZ","85234","MARICOPA","4805432000","98","129","Data submitted were based on a sample of cases/patients","99","101","Data submitted were based on a sample of cases/patients"
"030123","SCOTTSDALE HEALTHCARE-THOMPSON PEAK HOSPITAL","7400 EAST THOMPSON PEAK PARKWAY","","","SCOTTSDALE","AZ","85255","MARICOPA","4803247004","100","108","Data submitted were based on a sample of cases/patients","98","82","Data submitted were based on a sample of cases/patients"
"030126","ARIZONA REGIONAL MEDICAL CENTER","515 NORTH MESA DRIVE","","","MESA","AZ","85201","MARICOPA","4808983333","96","99","","89","74",""
"030130","BANNER IRONWOOD MEDICAL CENTER","37000 NORTH GANTZEL ROAD","","","SAN TAN VALLEY","AZ","85140","PINAL","4803944030","100","61","","100","51",""
"030131","OASIS HOSPITAL","750 NORTH 40TH STREET","","","PHOENIX","AZ","85008","MARICOPA","6027977700","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"030132","FLORENCE HOSPITAL AT ANTHEM, LLC","4545 NORTH HUNT HIGHWAY","","","FLORENCE","AZ","85132","PINAL","5208683333","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"031300","WICKENBURG COMMUNITY HOSPITAL","520 ROSE LANE","","","WICKENBURG","AZ","85390","MARICOPA","9286845421","96","23","The number of cases/patients is too few to report","90","20","The number of cases/patients is too few to report"
"031302","NORTHERN COCHISE COMMUNITY HOSPITAL","901 WEST REX ALLEN DRIVE","","","WILLCOX","AZ","85643","COCHISE","5203843541","92","25","Results are based on a shorter time period than required","76","25","Results are based on a shorter time period than required"
"031303","SOUTHEAST ARIZONA MEDICAL CENTER","2174 WEST OAK AVENUE","","","DOUGLAS","AZ","85607","COCHISE","5203647931","76","29","","77","26",""
"031305","HOPI HEALTH CARE CENTER","HIGHWAY 264, MILEPOST 388","","","POLACCA","AZ","86042","NAVAJO","9287376000","80","15","The number of cases/patients is too few to report","64","14","The number of cases/patients is too few to report"
"031311","LITTLE COLORADO MEDICAL CENTER","1501 NORTH WILLIAMSON AVENUE","","","WINSLOW","AZ","86047","NAVAJO","9282894691","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"031312","COPPER QUEEN COMMUNITY HOSPITAL","101 COLE AVENUE","","","BISBEE","AZ","85603","COCHISE","5204325383","83","24","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"031313","CARONDELET HOLY CROSS HOSPITAL","1171 WEST TARGET RANGE ROAD","","","NOGALES","AZ","85621","SANTA CRUZ","5202853000","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"031314","COBRE VALLEY REGIONAL MEDICAL CENTER","5880 SOUTH HOSPITAL DRIVE","","","GLOBE","AZ","85501","GILA","9284253261","85","73","","97","64",""
"031315","WHITE MOUNTAIN REGIONAL MEDICAL CENTER","118 SOUTH MOUNTAIN AVENUE","","","SPRINGERVILLE","AZ","85938","APACHE","9283334368","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"033302","PHOENIX CHILDREN'S HOSPITAL","1919 EAST THOMAS ROAD","","","PHOENIX","AZ","85016","MARICOPA","6029330400","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"040002","JOHNSON REGIONAL MEDICAL CENTER","1100 EAST POPLAR STREET","","","CLARKSVILLE","AR","72830","JOHNSON","4797545454","99","82","","92","89",""
"040004","WASHINGTON REGIONAL MED CTR AT NORTH HILLS","3215 N NORTH HILLS BLVD","","","FAYETTEVILLE","AR","72703","WASHINGTON","4794635113","100","151","Data submitted were based on a sample of cases/patients","99","92","Data submitted were based on a sample of cases/patients"
"040007","ST VINCENT INFIRMARY MEDICAL CENTER","TWO ST VINCENT CIRCLE","","","LITTLE ROCK","AR","72205","PULASKI","5015523000","100","217","","95","148",""
"040010","MERCY HOSPITAL NORTHWEST ARKANSAS","2710 RIFE MEDICAL LANE","","","ROGERS","AR","72758","BENTON","4793388000","97","117","Data submitted were based on a sample of cases/patients","97","63","Data submitted were based on a sample of cases/patients"
"040014","WHITE COUNTY MEDICAL CENTER","3214 EAST RACE AVENUE","","","SEARCY","AR","72143","WHITE","5012783100","100","142","Data submitted were based on a sample of cases/patients","100","75","Data submitted were based on a sample of cases/patients"
"040015","MENA REGIONAL HEALTH SYSTEM","311 NORTH MORROW STREET","","","MENA","AR","71953","POLK","4793946100","93","60","Data submitted were based on a sample of cases/patients","92","50","Data submitted were based on a sample of cases/patients"
"040018","SUMMIT MEDICAL CENTER","EAST MAIN AND SOUTH 20TH STREET","","","VAN BUREN","AR","72956","CRAWFORD","4794714300","100","92","","100","67",""
"040019","FORREST CITY MEDICAL CENTER","1601 NEWCASTLE ROAD","","","FORREST CITY","AR","72335","SAINT FRANCIS","8702610000","100","42","Data submitted were based on a sample of cases/patients","96","27","Data submitted were based on a sample of cases/patients"
"040020","ST BERNARDS MEDICAL CENTER","225 E JACKSON","","","JONESBORO","AR","72401","CRAIGHEAD","8709724100","98","123","Data submitted were based on a sample of cases/patients","97","90","Data submitted were based on a sample of cases/patients"
"040022","NW ARKANSAS HOSPITALS, LLC","609 WEST MAPLE AVENUE","","","SPRINGDALE","AR","72764","WASHINGTON","4797515711","100","248","Data submitted were based on a sample of cases/patients","96","159","Data submitted were based on a sample of cases/patients"
"040026","ST JOSEPHS MERCY HEALTH CENTER INC","300 WERNER STREET","","","HOT SPRINGS","AR","71903","GARLAND","5016221000","99","111","Data submitted were based on a sample of cases/patients","98","56","Data submitted were based on a sample of cases/patients"
