Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,AMI-7a Performance Rate,AMI-7a Achievement Points,AMI-7a Improvement Points,AMI-7a Measure Score, AMI-8a Performance Rate,AMI-8a Achievement Points,AMI-8a Improvement Points,AMI-8a Measure Score,AMI Condition/Procedure Score
"050013","ST HELENA HOSPITAL","10 WOODLAND ROAD","SAINT HELENA","CA","94574","NAPA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050014","SUTTER AMADOR HOSPITAL","200 MISSION BLVD","JACKSON","CA","95642","AMADOR","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050016","ARROYO GRANDE COMMUNITY HOSPITAL","345 S HALCYON RD","ARROYO GRANDE","CA","93420","SAN LUIS OBISPO","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050017","MERCY GENERAL HOSPITAL","4001 J ST","SACRAMENTO","CA","95819","SACRAMENTO","N/A","N/A","N/A","N/A","0.9016","0 out of 10","3 out of 9","3 out of 10","3"
"050018","PACIFIC ALLIANCE MEDICAL CENTER","531 W COLLEGE ST","LOS ANGELES","CA","90012","LOS ANGELES","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050022","RIVERSIDE COMMUNITY HOSPITAL","4445 MAGNOLIA AVENUE","RIVERSIDE","CA","92501","RIVERSIDE","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"050024","PARADISE VALLEY HOSPITAL","2400 EAST FOURTH STREET","NATIONAL CITY","CA","91950","SAN DIEGO","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050025","UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER","200 WEST ARBOR DRIVE","SAN DIEGO","CA","92103","SAN DIEGO","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"050026","GROSSMONT HOSPITAL","5555 GROSSMONT CENTER DRIVE BOX 58","LA MESA","CA","91942","SAN DIEGO","N/A","N/A","N/A","N/A","0.9878","8 out of 10","0 out of 9","8 out of 10","8"
"050028","MAD RIVER COMMUNITY HOSPITAL","3800 JANES RD","ARCATA","CA","95521","HUMBOLDT","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050030","OROVILLE HOSPITAL","2767 OLIVE HIGHWAY","OROVILLE","CA","95966","BUTTE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050036","BAKERSFIELD MEMORIAL HOSPITAL","420 34TH ST BOX 1888","BAKERSFIELD","CA","93301","KERN","N/A","N/A","N/A","N/A","0.7778","0 out of 10","0 out of 9","0 out of 10","0"
"050038","SANTA CLARA VALLEY MEDICAL CENTER","751 SOUTH BASCOM AVENUE","SAN JOSE","CA","95128","SANTA CLARA","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"050039","ENLOE MEDICAL CENTER","1531 ESPLANADE","CHICO","CA","95926","BUTTE","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"050040","LAC/OLIVE VIEW-UCLA MEDICAL CENTER","14445 OLIVE VIEW DRIVE","SYLMAR","CA","91342","LOS ANGELES","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050042","ST ELIZABETH COMMUNITY HOSPITAL","2550 SISTER MARY COLUMBA DRIVE","RED BLUFF","CA","96080","TEHAMA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050043","ALTA BATES SUMMIT MEDICAL CENTER","350 HAWTHORNE AVENUE","OAKLAND","CA","94609","ALAMEDA","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"050045","EL CENTRO REGIONAL MEDICAL CENTER","1415 ROSS AVENUE","EL CENTRO","CA","92243","IMPERIAL","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050046","OJAI VALLEY COMMUNITY HOSPITAL","1306 MARICOPA HWY","OJAI","CA","93023","VENTURA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050047","CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP","2333 BUCHANAN STREET","SAN FRANCISCO","CA","94115","SAN FRANCISCO","N/A","N/A","N/A","N/A","0.9583","5 out of 10","0 out of 9","5 out of 10","5"
"050054","SAN GORGONIO MEMORIAL HOSPITAL","600 NORTH HIGHLAND SPRINGS AVENUE","BANNING","CA","92220","RIVERSIDE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050055","CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS","3555 CESAR CHAVEZ STREET","SAN FRANCISCO","CA","94110","SAN FRANCISCO","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050056","ANTELOPE VALLEY HOSPITAL MED CENTER","1600 W AVE J","LANCASTER","CA","93534","LOS ANGELES","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"050057","KAWEAH DELTA MEDICAL CENTER","400 W MINERAL KING AVE","VISALIA","CA","93291","TULARE","N/A","N/A","N/A","N/A","0.9149","0 out of 10","4 out of 9","4 out of 10","4"
"050058","GLENDALE MEM HOSPITAL & HLTH CENTER","1420 S CENTRAL AVE","GLENDALE","CA","91204","LOS ANGELES","N/A","N/A","N/A","N/A","0.9231","1 out of 10","1 out of 9","1 out of 10","1"
"050060","COMMUNITY REGIONAL MEDICAL CENTER","2823 FRESNO STREET","FRESNO","CA","93715","FRESNO","N/A","N/A","N/A","N/A","0.8298","0 out of 10","0 out of 9","0 out of 10","0"
"050063","HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","1300 N VERMONT AVE","LOS ANGELES","CA","90028","LOS ANGELES","N/A","N/A","N/A","N/A","0.8000","0 out of 10","N/A","0 out of 10","0"
"050067","OAK VALLEY DISTRICT HOSPITAL","350 S OAK AVE","OAKDALE","CA","95361","STANISLAUS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050069","ST JOSEPH HOSPITAL","1100 WEST STEWART DR","ORANGE","CA","92868","ORANGE","N/A","N/A","N/A","N/A","0.9211","1 out of 10","0 out of 9","1 out of 10","1"
"050070","KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","1200 EL CAMINO REAL","SOUTH SAN FRANCISCO","CA","94080","SAN MATEO","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050071","KAISER FOUNDATION HOSPITAL-SANTA CLARA","700 LAWRENCE EXPRESSWAY","SANTA CLARA","CA","95051","SANTA CLARA","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"050072","KAISER FOUNDATION HOSPITAL - WALNUT CREEK","1425 S MAIN ST","WALNUT CREEK","CA","94596","CONTRA COSTA","N/A","N/A","N/A","N/A","0.7778","0 out of 10","0 out of 9","0 out of 10","0"
"050073","KAISER FOUNDATION HOSPITAL AND REHAB CENTER","975 SERENO DR","VALLEJO","CA","94589","SOLANO","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050075","KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND","280 W MAC ARTHUR BLVD","OAKLAND","CA","94611","ALAMEDA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050076","KAISER FOUNDATION HOSPITAL - SAN FRANCISCO","2425 GEARY BLVD","SAN FRANCISCO","CA","94115","SAN FRANCISCO","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050077","SCRIPPS MERCY HOSPITAL","4077 5TH AVE","SAN DIEGO","CA","92103","SAN DIEGO","N/A","N/A","N/A","N/A","0.9455","3 out of 10","7 out of 9","7 out of 10","7"
"050078","PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO","1300 W 7TH ST","SAN PEDRO","CA","90732","LOS ANGELES","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050079","DOCTORS MEDICAL CENTER-SAN PABLO","2000 VALE RD","SAN PABLO","CA","94806","CONTRA COSTA","N/A","N/A","N/A","N/A","0.8824","0 out of 10","0 out of 9","0 out of 10","0"
"050082","ST JOHNS REGIONAL MEDICAL CENTER","1600 N ROSE AVE","OXNARD","CA","93030","VENTURA","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"050084","ST JOSEPHS MED CENTER OF STOCKTON","1800 N CALIFORNIA ST","STOCKTON","CA","95204","SAN JOAQUIN","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"050089","COMMUNITY HOSPITAL OF SAN BERNARDINO","1805 MEDICAL CENTER DRIVE","SAN BERNARDINO","CA","92411","SAN BERNARDINO","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050090","SONOMA VALLEY HOSPITAL","347 ANDRIEUX ST","SONOMA","CA","95476","SONOMA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050091","COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSON AVE","HUNTINGTON PARK","CA","90255","LOS ANGELES","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050093","SAINT AGNES MEDICAL CENTER","1303 E HERNDON AVE","FRESNO","CA","93710","FRESNO","N/A","N/A","N/A","N/A","0.9286","2 out of 10","0 out of 9","2 out of 10","2"
"050099","SAN ANTONIO COMMUNITY HOSPITAL","999 SAN BERNARDINO RD","UPLAND","CA","91786","SAN BERNARDINO","N/A","N/A","N/A","N/A","0.9688","6 out of 10","8 out of 9","8 out of 10","8"
"050100","SHARP MEMORIAL HOSPITAL","7901 FROST ST","SAN DIEGO","CA","92123","SAN DIEGO","N/A","N/A","N/A","N/A","0.9744","7 out of 10","6 out of 9","7 out of 10","7"
"050101","SUTTER SOLANO MEDICAL CENTER","300 HOSPITAL DR","VALLEJO","CA","94589","SOLANO","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050102","PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER","3865 JACKSON STREET","RIVERSIDE","CA","92503","RIVERSIDE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050103","WHITE MEMORIAL MEDICAL CENTER","1720 E CESAR AVENUE","LOS ANGELES","CA","90033","LOS ANGELES","N/A","N/A","N/A","N/A","0.8261","0 out of 10","1 out of 9","1 out of 10","1"
"050104","SAINT FRANCIS MEDICAL CENTER","3630 EAST IMPERIAL HIGHWAY","LYNWOOD","CA","90262","LOS ANGELES","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050107","MARIAN REGIONAL MEDICAL CENTER","1400 E CHURCH ST","SANTA MARIA","CA","93454","SANTA BARBARA","N/A","N/A","N/A","N/A","0.9524","4 out of 10","6 out of 9","6 out of 10","6"
"050108","SUTTER GENERAL HOSPITAL","2801 L STREET","SACRAMENTO","CA","95816","SACRAMENTO","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050110","LOMPOC VALLEY MEDICAL CENTER","1515 E OCEAN AVENUE","LOMPOC","CA","93436","SANTA BARBARA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010001","SOUTHEAST ALABAMA MEDICAL CENTER","1108 ROSS CLARK CIRCLE","DOTHAN","AL","36301","HOUSTON","N/A","N/A","N/A","N/A","0.8966","0 out of 10","3 out of 9","3 out of 10","3"
"010005","MARSHALL MEDICAL CENTER SOUTH","2505 U S HIGHWAY 431 NORTH","BOAZ","AL","35957","MARSHALL","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010006","ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","AL","35631","LAUDERDALE","N/A","N/A","N/A","N/A","0.9697","6 out of 10","6 out of 9","6 out of 10","6"
"010007","MIZELL MEMORIAL HOSPITAL","702 N MAIN ST","OPP","AL","36467","COVINGTON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","N/A","N/A","N/A","N/A","0.9796","7 out of 10","7 out of 9","7 out of 10","7"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"010019","HELEN KELLER MEMORIAL HOSPITAL","1300 SOUTH MONTGOMERY AVENUE","SHEFFIELD","AL","35660","COLBERT","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010021","DALE MEDICAL CENTER","126 HOSPITAL AVE","OZARK","AL","36360","DALE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","N/A","N/A","N/A","N/A","0.8947","0 out of 10","0 out of 9","0 out of 10","0"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"010025","GEORGE H. LANIER MEMORIAL HOSPITAL","4800 48TH ST","VALLEY","AL","36854","CHAMBERS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010029","EAST ALABAMA MEDICAL CENTER AND SNF","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","N/A","N/A","N/A","N/A","0.8571","0 out of 10","0 out of 9","0 out of 10","0"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","AL","36078","ELMORE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010035","CULLMAN REGIONAL MEDICAL CENTER","1912 ALABAMA HIGHWAY 157","CULLMAN","AL","35058","CULLMAN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010036","ANDALUSIA REGIONAL HOSPITAL","849 SOUTH THREE NOTCH STREET","ANDALUSIA","AL","36420","COVINGTON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010038","STRINGFELLOW MEMORIAL HOSPITAL","301 EAST 18TH ST","ANNISTON","AL","36201","CALHOUN","N/A","N/A","N/A","N/A","0.9000","0 out of 10","0 out of 9","0 out of 10","0"
"010039","HUNTSVILLE HOSPITAL","101 SIVLEY RD","HUNTSVILLE","AL","35801","MADISON","N/A","N/A","N/A","N/A","0.9706","6 out of 10","6 out of 9","6 out of 10","6"
"010040","GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE","GADSDEN","AL","35903","ETOWAH","N/A","N/A","N/A","N/A","0.9630","5 out of 10","N/A","5 out of 10","5"
"010045","FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL","35555","FAYETTE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010050","ST VINCENTS BLOUNT","150 GILBREATH DRIVE","ONEONTA","AL","35121","BLOUNT","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010054","PARKWAY MEDICAL CENTER","1874 BELTLINE RD SW","DECATUR","AL","35601","MORGAN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL","36305","HOUSTON","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"010056","ST VINCENT'S BIRMINGHAM","810 ST VINCENT'S DRIVE","BIRMINGHAM","AL","35205","JEFFERSON","N/A","N/A","N/A","N/A","0.9459","4 out of 10","0 out of 9","4 out of 10","4"
"010061","HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","SCOTTSBORO","AL","35768","JACKSON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010062","WIREGRASS MEDICAL CENTER","1200 W MAPLE AVENUE","GENEVA","AL","36340","GENEVA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010065","RUSSELL HOSPITAL","3316 HIGHWAY 280","ALEXANDER CITY","AL","35010","TALLAPOOSA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010069","MEDICAL CENTER BARBOUR","820 W WASHINGTON ST","EUFAULA","AL","36027","BARBOUR","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","400 EAST 10TH STREET","ANNISTON","AL","36207","CALHOUN","N/A","N/A","N/A","N/A","0.8947","0 out of 10","1 out of 9","1 out of 10","1"
"010079","ATHENS-LIMESTONE HOSPITAL","700 WEST MARKET STREET","ATHENS","AL","35611","LIMESTONE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","1613 NORTH MCKENZIE STREET","FOLEY","AL","36535","BALDWIN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010085","DECATUR GENERAL HOSPITAL","1201 7TH STREET SE","DECATUR","AL","35609","MORGAN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","MARION","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010087","UNIV OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"010092","D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST","TUSCALOOSA","AL","35401","TUSCALOOSA","N/A","N/A","N/A","N/A","0.9706","6 out of 10","3 out of 9","6 out of 10","6"
"010099","D W MCMILLAN MEMORIAL HOSPITAL","1301 BELLEVILLE AVENUE","BREWTON","AL","36426","ESCAMBIA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010100","THOMAS HOSPITAL","750 MORPHY AVENUE","FAIRHOPE","AL","36532","BALDWIN","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"010101","CITIZENS BAPTIST MEDICAL CENTER","604 STONE AVENUE","TALLADEGA","AL","35161","TALLADEGA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010103","BAPTIST MEDICAL CENTER-PRINCETON","701 PRINCETON AVENUE SOUTHWEST","BIRMINGHAM","AL","35211","JEFFERSON","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"010104","TRINITY MEDICAL CENTER","800 MONTCLAIR RD","BIRMINGHAM","AL","35213","JEFFERSON","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"010108","PRATTVILLE BAPTIST HOSPITAL","124 S MEMORIAL DR","PRATTVILLE","AL","36067","AUTAUGA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010109","PICKENS COUNTY MEDICAL CENTER","241 ROBERT K WILSON","CARROLLTON","AL","35447","PICKENS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"010112","BRYAN W WHITFIELD MEM HOSP INC","105 HIGHWAY 80 EAST","DEMOPOLIS","AL","36732","MARENGO","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050112","SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL","1250 16TH STREET","SANTA MONICA","CA","90404","LOS ANGELES","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050113","SAN MATEO MEDICAL CENTER","222 W 39TH AVE","SAN MATEO","CA","94403","SAN MATEO","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050115","PALOMAR HEALTH DOWNTOWN CAMPUS","555 E VALLEY PARKWAY","ESCONDIDO","CA","92025","SAN DIEGO","N/A","N/A","N/A","N/A","0.9737","7 out of 10","0 out of 9","7 out of 10","7"
"050116","NORTHRIDGE HOSPITAL MEDICAL CENTER","18300 ROSCOE BLVD","NORTHRIDGE","CA","91325","LOS ANGELES","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"050118","DOCTORS HOSPITAL OF MANTECA","1205 E NORTH ST","MANTECA","CA","95336","SAN JOAQUIN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050121","ADVENTIST MEDICAL CENTER","115 MALL DRIVE","HANFORD","CA","93230","KINGS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050122","DAMERON HOSPITAL","525 WEST ACACIA STREET","STOCKTON","CA","95203","SAN JOAQUIN","N/A","N/A","N/A","N/A","1.0000","10 out of 10","N/A","10 out of 10","10"
"050124","VERDUGO HILLS HOSPITAL","1812 VERDUGO BLVD","GLENDALE","CA","91209","LOS ANGELES","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050125","REGIONAL MEDICAL CENTER OF SAN JOSE","225 N JACKSON AVENUE","SAN JOSE","CA","95116","SANTA CLARA","N/A","N/A","N/A","N/A","0.9744","7 out of 10","2 out of 9","7 out of 10","7"
"050126","VALLEY PRESBYTERIAN HOSPITAL","15107 VANOWEN ST","VAN NUYS","CA","91406","LOS ANGELES","N/A","N/A","N/A","N/A","0.9000","0 out of 10","0 out of 9","0 out of 10","0"
"050127","WOODLAND MEMORIAL HOSPITAL","1325 COTTONWOOD STREET","WOODLAND","CA","95695","YOLO","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050128","TRI-CITY MEDICAL CENTER","4002 VISTA WAY","OCEANSIDE","CA","92056","SAN DIEGO","N/A","N/A","N/A","N/A","0.9815","7 out of 10","2 out of 9","7 out of 10","7"
"050129","ST BERNARDINE MEDICAL CENTER","2101 N WATERMAN AVE","SAN BERNARDINO","CA","92404","SAN BERNARDINO","N/A","N/A","N/A","N/A","0.7857","0 out of 10","0 out of 9","0 out of 10","0"
"050131","NOVATO COMMUNITY HOSPITAL","180 ROWLAND WAY","NOVATO","CA","94945","MARIN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050132","SAN GABRIEL VALLEY MEDICAL CENTER","438 W LAS TUNAS DRIVE","SAN GABRIEL","CA","91776","LOS ANGELES","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050133","RIDEOUT MEMORIAL HOSPITAL","726 4TH ST","MARYSVILLE","CA","95901","YUBA","N/A","N/A","N/A","N/A","0.9677","6 out of 10","8 out of 9","8 out of 10","8"
"050136","PETALUMA VALLEY HOSPITAL","400 N MCDOWELL BLVD","PETALUMA","CA","94954","SONOMA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050137","KAISER FOUNDATION HOSPITAL - PANORAMA CITY","13652 CANTARA ST","PANORAMA CITY","CA","91402","LOS ANGELES","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050138","KAISER FOUNDATION HOSPITAL - LOS ANGELES","4867 SUNSET BLVD","LOS ANGELES","CA","90027","LOS ANGELES","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050139","KAISER FOUNDATION HOSPITAL - DOWNEY","9333 IMPERIAL HIGHWAY","DOWNEY","CA","90242","LOS ANGELES","1.0000","10 out of 10","9 out of 9","10 out of 10","N/A","N/A","N/A","N/A","10"
"050140","KAISER FOUNDATION HOSPITAL FONTANA","9961 SIERRA AVE","FONTANA","CA","92335","SAN BERNARDINO","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050145","COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA","23625 W R HOLMAN HIGHWAY","MONTEREY","CA","93940","MONTEREY","N/A","N/A","N/A","N/A","0.9630","5 out of 10","7 out of 9","7 out of 10","7"
"050149","CALIFORNIA HOSPITAL MEDICAL CENTER LA","1401 SOUTH GRAND AVENUE","LOS ANGELES","CA","90015","LOS ANGELES","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050150","SIERRA NEVADA MEMORIAL HOSPITAL","155 GLASSON WAY","GRASS VALLEY","CA","95945","NEVADA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050152","SAINT FRANCIS MEMORIAL HOSPITAL","900 HYDE ST","SAN FRANCISCO","CA","94109","SAN FRANCISCO","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050153","O'CONNOR HOSPITAL","2105 FOREST AVENUE","SAN JOSE","CA","95128","SANTA CLARA","N/A","N/A","N/A","N/A","0.8846","0 out of 10","0 out of 9","0 out of 10","0"
"050159","VENTURA COUNTY MEDICAL CENTER","3291 LOMA VISTA RD","VENTURA","CA","93003","VENTURA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050167","SAN JOAQUIN GENERAL HOSPITAL","500 W HOSPITAL ROAD","FRENCH CAMP","CA","95231","SAN JOAQUIN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"050168","ST JUDE MEDICAL CENTER","101 E VALENCIA MESA DRIVE","FULLERTON","CA","92835","ORANGE","N/A","N/A","N/A","N/A","0.9697","6 out of 10","1 out of 9","6 out of 10","6"
"050169","PRESBYTERIAN INTERCOMMUNITY HOSPITAL","12401 E WASHINGTON BLVD","WHITTIER","CA","90602","LOS ANGELES","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"050174","SANTA ROSA MEMORIAL HOSPITAL","1165 MONTGOMERY DR","SANTA ROSA","CA","95405","SONOMA","N/A","N/A","N/A","N/A","0.9063","0 out of 10","0 out of 9","0 out of 10","0"
"050179","EMANUEL MEDICAL CENTER INC","825 DELBON AVE","TURLOCK","CA","95382","STANISLAUS","N/A","N/A","N/A","N/A","0.9630","5 out of 10","N/A","5 out of 10","5"
