Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,HF-1 Performance Rate,HF-1 Achievement Points,HF-1 Improvement Points,HF-1 Measure Score,HF Condition/Procedure Score
"050054","SAN GORGONIO MEMORIAL HOSPITAL","600 NORTH HIGHLAND SPRINGS AVENUE","BANNING","CA","92220","RIVERSIDE","0.8444","0 out of 10","6 out of 9","6 out of 10","6"
"050055","CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS","3555 CESAR CHAVEZ STREET","SAN FRANCISCO","CA","94110","SAN FRANCISCO","0.9318","3 out of 10","5 out of 9","5 out of 10","5"
"050056","ANTELOPE VALLEY HOSPITAL MED CENTER","1600 W AVE J","LANCASTER","CA","93534","LOS ANGELES","0.9918","9 out of 10","1 out of 9","9 out of 10","9"
"050057","KAWEAH DELTA MEDICAL CENTER","400 W MINERAL KING AVE","VISALIA","CA","93291","TULARE","0.8658","0 out of 10","2 out of 9","2 out of 10","2"
"050058","GLENDALE MEM HOSPITAL & HLTH CENTER","1420 S CENTRAL AVE","GLENDALE","CA","91204","LOS ANGELES","0.8359","0 out of 10","5 out of 9","5 out of 10","5"
"050060","COMMUNITY REGIONAL MEDICAL CENTER","2823 FRESNO STREET","FRESNO","CA","93715","FRESNO","0.7352","0 out of 10","0 out of 9","0 out of 10","0"
"050063","HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","1300 N VERMONT AVE","LOS ANGELES","CA","90028","LOS ANGELES","0.9844","8 out of 10","7 out of 9","8 out of 10","8"
"050067","OAK VALLEY DISTRICT HOSPITAL","350 S OAK AVE","OAKDALE","CA","95361","STANISLAUS","0.8889","0 out of 10","7 out of 9","7 out of 10","7"
"050069","ST JOSEPH HOSPITAL","1100 WEST STEWART DR","ORANGE","CA","92868","ORANGE","0.9652","6 out of 10","4 out of 9","6 out of 10","6"
"050070","KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","1200 EL CAMINO REAL","SOUTH SAN FRANCISCO","CA","94080","SAN MATEO","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"050071","KAISER FOUNDATION HOSPITAL-SANTA CLARA","700 LAWRENCE EXPRESSWAY","SANTA CLARA","CA","95051","SANTA CLARA","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"050072","KAISER FOUNDATION HOSPITAL - WALNUT CREEK","1425 S MAIN ST","WALNUT CREEK","CA","94596","CONTRA COSTA","0.9947","9 out of 10","8 out of 9","9 out of 10","9"
"050073","KAISER FOUNDATION HOSPITAL AND REHAB CENTER","975 SERENO DR","VALLEJO","CA","94589","SOLANO","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"050075","KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND","280 W MAC ARTHUR BLVD","OAKLAND","CA","94611","ALAMEDA","0.9857","8 out of 10","8 out of 9","8 out of 10","8"
"050076","KAISER FOUNDATION HOSPITAL - SAN FRANCISCO","2425 GEARY BLVD","SAN FRANCISCO","CA","94115","SAN FRANCISCO","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"050077","SCRIPPS MERCY HOSPITAL","4077 5TH AVE","SAN DIEGO","CA","92103","SAN DIEGO","0.9825","8 out of 10","8 out of 9","8 out of 10","8"
"050078","PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO","1300 W 7TH ST","SAN PEDRO","CA","90732","LOS ANGELES","0.9811","8 out of 10","4 out of 9","8 out of 10","8"
"050079","DOCTORS MEDICAL CENTER-SAN PABLO","2000 VALE RD","SAN PABLO","CA","94806","CONTRA COSTA","0.8519","0 out of 10","5 out of 9","5 out of 10","5"
"050082","ST JOHNS REGIONAL MEDICAL CENTER","1600 N ROSE AVE","OXNARD","CA","93030","VENTURA","0.9535","5 out of 10","2 out of 9","5 out of 10","5"
"050084","ST JOSEPHS MED CENTER OF STOCKTON","1800 N CALIFORNIA ST","STOCKTON","CA","95204","SAN JOAQUIN","0.9450","4 out of 10","5 out of 9","5 out of 10","5"
"050089","COMMUNITY HOSPITAL OF SAN BERNARDINO","1805 MEDICAL CENTER DRIVE","SAN BERNARDINO","CA","92411","SAN BERNARDINO","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"050090","SONOMA VALLEY HOSPITAL","347 ANDRIEUX ST","SONOMA","CA","95476","SONOMA","0.9444","4 out of 10","0 out of 9","4 out of 10","4"
"050091","COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSON AVE","HUNTINGTON PARK","CA","90255","LOS ANGELES","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"050093","SAINT AGNES MEDICAL CENTER","1303 E HERNDON AVE","FRESNO","CA","93710","FRESNO","0.9700","7 out of 10","6 out of 9","7 out of 10","7"
"050099","SAN ANTONIO COMMUNITY HOSPITAL","999 SAN BERNARDINO RD","UPLAND","CA","91786","SAN BERNARDINO","0.9600","6 out of 10","6 out of 9","6 out of 10","6"
"050100","SHARP MEMORIAL HOSPITAL","7901 FROST ST","SAN DIEGO","CA","92123","SAN DIEGO","0.9147","1 out of 10","4 out of 9","4 out of 10","4"
"050101","SUTTER SOLANO MEDICAL CENTER","300 HOSPITAL DR","VALLEJO","CA","94589","SOLANO","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"050102","PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER","3865 JACKSON STREET","RIVERSIDE","CA","92503","RIVERSIDE","0.3077","0 out of 10","0 out of 9","0 out of 10","0"
"050103","WHITE MEMORIAL MEDICAL CENTER","1720 E CESAR AVENUE","LOS ANGELES","CA","90033","LOS ANGELES","0.9732","7 out of 10","4 out of 9","7 out of 10","7"
"050104","SAINT FRANCIS MEDICAL CENTER","3630 EAST IMPERIAL HIGHWAY","LYNWOOD","CA","90262","LOS ANGELES","0.9726","7 out of 10","4 out of 9","7 out of 10","7"
"050107","MARIAN REGIONAL MEDICAL CENTER","1400 E CHURCH ST","SANTA MARIA","CA","93454","SANTA BARBARA","0.9615","6 out of 10","2 out of 9","6 out of 10","6"
"050108","SUTTER GENERAL HOSPITAL","2801 L STREET","SACRAMENTO","CA","95816","SACRAMENTO","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"050110","LOMPOC VALLEY MEDICAL CENTER","1515 E OCEAN AVENUE","LOMPOC","CA","93436","SANTA BARBARA","0.9032","0 out of 10","6 out of 9","6 out of 10","6"
"050112","SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL","1250 16TH STREET","SANTA MONICA","CA","90404","LOS ANGELES","0.7754","0 out of 10","3 out of 9","3 out of 10","3"
"050113","SAN MATEO MEDICAL CENTER","222 W 39TH AVE","SAN MATEO","CA","94403","SAN MATEO","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"050115","PALOMAR HEALTH DOWNTOWN CAMPUS","555 E VALLEY PARKWAY","ESCONDIDO","CA","92025","SAN DIEGO","0.9882","8 out of 10","8 out of 9","8 out of 10","8"
"050116","NORTHRIDGE HOSPITAL MEDICAL CENTER","18300 ROSCOE BLVD","NORTHRIDGE","CA","91325","LOS ANGELES","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"050118","DOCTORS HOSPITAL OF MANTECA","1205 E NORTH ST","MANTECA","CA","95336","SAN JOAQUIN","0.9583","5 out of 10","0 out of 9","5 out of 10","5"
"050121","ADVENTIST MEDICAL CENTER","115 MALL DRIVE","HANFORD","CA","93230","KINGS","0.9310","3 out of 10","0 out of 9","3 out of 10","3"
"050122","DAMERON HOSPITAL","525 WEST ACACIA STREET","STOCKTON","CA","95203","SAN JOAQUIN","0.9823","8 out of 10","0 out of 9","8 out of 10","8"
"050124","VERDUGO HILLS HOSPITAL","1812 VERDUGO BLVD","GLENDALE","CA","91209","LOS ANGELES","0.7222","0 out of 10","0 out of 9","0 out of 10","0"
"050125","REGIONAL MEDICAL CENTER OF SAN JOSE","225 N JACKSON AVENUE","SAN JOSE","CA","95116","SANTA CLARA","0.9872","8 out of 10","6 out of 9","8 out of 10","8"
"010001","SOUTHEAST ALABAMA MEDICAL CENTER","1108 ROSS CLARK CIRCLE","DOTHAN","AL","36301","HOUSTON","0.8971","0 out of 10","3 out of 9","3 out of 10","3"
"010005","MARSHALL MEDICAL CENTER SOUTH","2505 U S HIGHWAY 431 NORTH","BOAZ","AL","35957","MARSHALL","0.8675","0 out of 10","5 out of 9","5 out of 10","5"
"010006","ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","AL","35631","LAUDERDALE","0.8667","0 out of 10","0 out of 9","0 out of 10","0"
"010007","MIZELL MEMORIAL HOSPITAL","702 N MAIN ST","OPP","AL","36467","COVINGTON","0.7143","0 out of 10","0 out of 9","0 out of 10","0"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","0.9951","9 out of 10","9 out of 9","9 out of 10","9"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"010019","HELEN KELLER MEMORIAL HOSPITAL","1300 SOUTH MONTGOMERY AVENUE","SHEFFIELD","AL","35660","COLBERT","0.9455","4 out of 10","0 out of 9","4 out of 10","4"
"010021","DALE MEDICAL CENTER","126 HOSPITAL AVE","OZARK","AL","36360","DALE","0.9545","5 out of 10","7 out of 9","7 out of 10","7"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","0.9912","9 out of 10","0 out of 9","9 out of 10","9"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","0.9331","3 out of 10","7 out of 9","7 out of 10","7"
"010025","GEORGE H. LANIER MEMORIAL HOSPITAL","4800 48TH ST","VALLEY","AL","36854","CHAMBERS","0.7283","0 out of 10","4 out of 9","4 out of 10","4"
"010029","EAST ALABAMA MEDICAL CENTER AND SNF","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","0.9487","4 out of 10","2 out of 9","4 out of 10","4"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","0.8828","0 out of 10","6 out of 9","6 out of 10","6"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","AL","36078","ELMORE","0.9032","0 out of 10","0 out of 9","0 out of 10","0"
"010035","CULLMAN REGIONAL MEDICAL CENTER","1912 ALABAMA HIGHWAY 157","CULLMAN","AL","35058","CULLMAN","0.9847","8 out of 10","7 out of 9","8 out of 10","8"
"010036","ANDALUSIA REGIONAL HOSPITAL","849 SOUTH THREE NOTCH STREET","ANDALUSIA","AL","36420","COVINGTON","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"010038","STRINGFELLOW MEMORIAL HOSPITAL","301 EAST 18TH ST","ANNISTON","AL","36201","CALHOUN","0.9438","4 out of 10","3 out of 9","4 out of 10","4"
"010039","HUNTSVILLE HOSPITAL","101 SIVLEY RD","HUNTSVILLE","AL","35801","MADISON","0.9289","3 out of 10","3 out of 9","3 out of 10","3"
"010040","GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE","GADSDEN","AL","35903","ETOWAH","0.8528","0 out of 10","4 out of 9","4 out of 10","4"
"010045","FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL","35555","FAYETTE","0.9600","6 out of 10","5 out of 9","6 out of 10","6"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","0.9714","7 out of 10","1 out of 9","7 out of 10","7"
"010050","ST VINCENTS BLOUNT","150 GILBREATH DRIVE","ONEONTA","AL","35121","BLOUNT","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"010054","PARKWAY MEDICAL CENTER","1874 BELTLINE RD SW","DECATUR","AL","35601","MORGAN","0.9697","7 out of 10","0 out of 9","7 out of 10","7"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL","36305","HOUSTON","0.9944","9 out of 10","8 out of 9","9 out of 10","9"
"010056","ST VINCENT'S BIRMINGHAM","810 ST VINCENT'S DRIVE","BIRMINGHAM","AL","35205","JEFFERSON","0.9728","7 out of 10","7 out of 9","7 out of 10","7"
"010061","HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","SCOTTSBORO","AL","35768","JACKSON","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"010062","WIREGRASS MEDICAL CENTER","1200 W MAPLE AVENUE","GENEVA","AL","36340","GENEVA","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"010065","RUSSELL HOSPITAL","3316 HIGHWAY 280","ALEXANDER CITY","AL","35010","TALLAPOOSA","0.9524","5 out of 10","2 out of 9","5 out of 10","5"
"010069","MEDICAL CENTER BARBOUR","820 W WASHINGTON ST","EUFAULA","AL","36027","BARBOUR","0.9070","0 out of 10","8 out of 9","8 out of 10","8"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","400 EAST 10TH STREET","ANNISTON","AL","36207","CALHOUN","0.9051","0 out of 10","0 out of 9","0 out of 10","0"
"010079","ATHENS-LIMESTONE HOSPITAL","700 WEST MARKET STREET","ATHENS","AL","35611","LIMESTONE","0.8305","0 out of 10","4 out of 9","4 out of 10","4"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","1613 NORTH MCKENZIE STREET","FOLEY","AL","36535","BALDWIN","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"010085","DECATUR GENERAL HOSPITAL","1201 7TH STREET SE","DECATUR","AL","35609","MORGAN","0.9826","8 out of 10","0 out of 9","8 out of 10","8"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","MARION","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"010087","UNIV OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","0.9542","5 out of 10","7 out of 9","7 out of 10","7"
"010092","D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST","TUSCALOOSA","AL","35401","TUSCALOOSA","0.9337","3 out of 10","5 out of 9","5 out of 10","5"
"010099","D W MCMILLAN MEMORIAL HOSPITAL","1301 BELLEVILLE AVENUE","BREWTON","AL","36426","ESCAMBIA","0.7931","0 out of 10","0 out of 9","0 out of 10","0"
"010100","THOMAS HOSPITAL","750 MORPHY AVENUE","FAIRHOPE","AL","36532","BALDWIN","0.9857","8 out of 10","8 out of 9","8 out of 10","8"
"010101","CITIZENS BAPTIST MEDICAL CENTER","604 STONE AVENUE","TALLADEGA","AL","35161","TALLADEGA","0.9286","3 out of 10","0 out of 9","3 out of 10","3"
"010103","BAPTIST MEDICAL CENTER-PRINCETON","701 PRINCETON AVENUE SOUTHWEST","BIRMINGHAM","AL","35211","JEFFERSON","0.8693","0 out of 10","0 out of 9","0 out of 10","0"
"010104","TRINITY MEDICAL CENTER","800 MONTCLAIR RD","BIRMINGHAM","AL","35213","JEFFERSON","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"010108","PRATTVILLE BAPTIST HOSPITAL","124 S MEMORIAL DR","PRATTVILLE","AL","36067","AUTAUGA","0.9855","8 out of 10","8 out of 9","8 out of 10","8"
"010109","PICKENS COUNTY MEDICAL CENTER","241 ROBERT K WILSON","CARROLLTON","AL","35447","PICKENS","0.9231","2 out of 10","0 out of 9","2 out of 10","2"
"010112","BRYAN W WHITFIELD MEM HOSP INC","105 HIGHWAY 80 EAST","DEMOPOLIS","AL","36732","MARENGO","0.8364","0 out of 10","2 out of 9","2 out of 10","2"
"010113","MOBILE INFIRMARY","5 MOBILE INFIRMARY CIRCLE","MOBILE","AL","36652","MOBILE","0.8906","0 out of 10","6 out of 9","6 out of 10","6"
"050126","VALLEY PRESBYTERIAN HOSPITAL","15107 VANOWEN ST","VAN NUYS","CA","91406","LOS ANGELES","0.9293","3 out of 10","8 out of 9","8 out of 10","8"
"050127","WOODLAND MEMORIAL HOSPITAL","1325 COTTONWOOD STREET","WOODLAND","CA","95695","YOLO","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"050128","TRI-CITY MEDICAL CENTER","4002 VISTA WAY","OCEANSIDE","CA","92056","SAN DIEGO","0.9657","6 out of 10","0 out of 9","6 out of 10","6"
"050129","ST BERNARDINE MEDICAL CENTER","2101 N WATERMAN AVE","SAN BERNARDINO","CA","92404","SAN BERNARDINO","0.9358","3 out of 10","5 out of 9","5 out of 10","5"
"050131","NOVATO COMMUNITY HOSPITAL","180 ROWLAND WAY","NOVATO","CA","94945","MARIN","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"050132","SAN GABRIEL VALLEY MEDICAL CENTER","438 W LAS TUNAS DRIVE","SAN GABRIEL","CA","91776","LOS ANGELES","0.9923","9 out of 10","0 out of 9","9 out of 10","9"
"050133","RIDEOUT MEMORIAL HOSPITAL","726 4TH ST","MARYSVILLE","CA","95901","YUBA","0.7424","0 out of 10","0 out of 9","0 out of 10","0"
"050136","PETALUMA VALLEY HOSPITAL","400 N MCDOWELL BLVD","PETALUMA","CA","94954","SONOMA","0.9750","7 out of 10","0 out of 9","7 out of 10","7"
"050137","KAISER FOUNDATION HOSPITAL - PANORAMA CITY","13652 CANTARA ST","PANORAMA CITY","CA","91402","LOS ANGELES","0.9786","7 out of 10","0 out of 9","7 out of 10","7"
"050138","KAISER FOUNDATION HOSPITAL - LOS ANGELES","4867 SUNSET BLVD","LOS ANGELES","CA","90027","LOS ANGELES","0.9697","7 out of 10","3 out of 9","7 out of 10","7"
"050139","KAISER FOUNDATION HOSPITAL - DOWNEY","9333 IMPERIAL HIGHWAY","DOWNEY","CA","90242","LOS ANGELES","0.9859","8 out of 10","6 out of 9","8 out of 10","8"
"050140","KAISER FOUNDATION HOSPITAL FONTANA","9961 SIERRA AVE","FONTANA","CA","92335","SAN BERNARDINO","0.9913","9 out of 10","8 out of 9","9 out of 10","9"
"050145","COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA","23625 W R HOLMAN HIGHWAY","MONTEREY","CA","93940","MONTEREY","0.8741","0 out of 10","0 out of 9","0 out of 10","0"
"050149","CALIFORNIA HOSPITAL MEDICAL CENTER LA","1401 SOUTH GRAND AVENUE","LOS ANGELES","CA","90015","LOS ANGELES","0.9507","5 out of 10","0 out of 9","5 out of 10","5"
"050150","SIERRA NEVADA MEMORIAL HOSPITAL","155 GLASSON WAY","GRASS VALLEY","CA","95945","NEVADA","0.9836","8 out of 10","0 out of 9","8 out of 10","8"
"050152","SAINT FRANCIS MEMORIAL HOSPITAL","900 HYDE ST","SAN FRANCISCO","CA","94109","SAN FRANCISCO","0.9123","1 out of 10","0 out of 9","1 out of 10","1"
"050153","O'CONNOR HOSPITAL","2105 FOREST AVENUE","SAN JOSE","CA","95128","SANTA CLARA","0.9769","7 out of 10","0 out of 9","7 out of 10","7"
"050159","VENTURA COUNTY MEDICAL CENTER","3291 LOMA VISTA RD","VENTURA","CA","93003","VENTURA","0.9492","5 out of 10","0 out of 9","5 out of 10","5"
"050167","SAN JOAQUIN GENERAL HOSPITAL","500 W HOSPITAL ROAD","FRENCH CAMP","CA","95231","SAN JOAQUIN","0.9583","5 out of 10","6 out of 9","6 out of 10","6"
"050168","ST JUDE MEDICAL CENTER","101 E VALENCIA MESA DRIVE","FULLERTON","CA","92835","ORANGE","0.9481","4 out of 10","0 out of 9","4 out of 10","4"
"050169","PRESBYTERIAN INTERCOMMUNITY HOSPITAL","12401 E WASHINGTON BLVD","WHITTIER","CA","90602","LOS ANGELES","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"050174","SANTA ROSA MEMORIAL HOSPITAL","1165 MONTGOMERY DR","SANTA ROSA","CA","95405","SONOMA","0.9868","8 out of 10","8 out of 9","8 out of 10","8"
"050179","EMANUEL MEDICAL CENTER INC","825 DELBON AVE","TURLOCK","CA","95382","STANISLAUS","0.9583","5 out of 10","3 out of 9","5 out of 10","5"
"050180","JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS","1601 YGNACIO VALLEY RD","WALNUT CREEK","CA","94598","CONTRA COSTA","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"050189","GEORGE L MEE MEMORIAL HOSPITAL","300 CANAL STREET","KING CITY","CA","93930","MONTEREY","0.1429","0 out of 10","0 out of 9","0 out of 10","0"
"050191","ST MARY MEDICAL CENTER","1050 LINDEN AVE","LONG BEACH","CA","90813","LOS ANGELES","0.9804","8 out of 10","0 out of 9","8 out of 10","8"
"050192","ADVENTIST MEDICAL CENTER - REEDLEY","372 W CYPRESS AVE","REEDLEY","CA","93654","FRESNO","0.4545","0 out of 10","4 out of 9","4 out of 10","4"
"050194","WATSONVILLE COMMUNITY HOSPITAL","75 NIELSON STREET","WATSONVILLE","CA","95076","SANTA CRUZ","0.9884","8 out of 10","0 out of 9","8 out of 10","8"
"050195","WASHINGTON HOSPITAL","2000 MOWRY AVE","FREMONT","CA","94538","ALAMEDA","0.9871","8 out of 10","8 out of 9","8 out of 10","8"
"050197","SEQUOIA HOSPITAL","170 ALAMEDA DE LAS PULGAS","REDWOOD CITY","CA","94062","SAN MATEO","0.9556","5 out of 10","0 out of 9","5 out of 10","5"
"050204","PALMDALE REGIONAL MEDICAL CENTER","38600 MEDICAL CENTER DRIVE","PALMDALE","CA","93552","LOS ANGELES","0.9915","9 out of 10","7 out of 9","9 out of 10","9"
"050211","ALAMEDA HOSPITAL","2070 CLINTON AVE","ALAMEDA","CA","94501","ALAMEDA","0.7385","0 out of 10","0 out of 9","0 out of 10","0"
"050222","SHARP CHULA VISTA MEDICAL CENTER","751 MEDICAL CENTER COURT","CHULA VISTA","CA","91911","SAN DIEGO","0.9688","6 out of 10","4 out of 9","6 out of 10","6"
"050224","HOAG MEMORIAL HOSPITAL PRESBYTERIAN","ONE HOAG DRIVE","NEWPORT BEACH","CA","92663","ORANGE","0.9438","4 out of 10","0 out of 9","4 out of 10","4"
"050225","FEATHER RIVER HOSPITAL","5974 PENTZ ROAD","PARADISE","CA","95969","BUTTE","0.8939","0 out of 10","3 out of 9","3 out of 10","3"
"050226","AHMC ANAHEIM REGIONAL MEDICAL CENTER","1111 W LA PALMA AVENUE","ANAHEIM","CA","92801","ORANGE","0.8125","0 out of 10","0 out of 9","0 out of 10","0"
"050228","SAN FRANCISCO GENERAL HOSPITAL","1001 POTRERO AVENUE","SAN FRANCISCO","CA","94110","SAN FRANCISCO","0.9162","1 out of 10","0 out of 9","1 out of 10","1"
"050230","GARDEN GROVE HOSPITAL & MEDICAL CENTER","12601 GARDEN GROVE BLVD","GARDEN GROVE","CA","92843","ORANGE","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"050231","POMONA VALLEY HOSPITAL MEDICAL CENTER","1798 N GAREY AVE","POMONA","CA","91767","LOS ANGELES","0.9043","0 out of 10","0 out of 9","0 out of 10","0"
"050232","FRENCH HOSPITAL MEDICAL CENTER","1911 JOHNSON AVE","SAN LUIS OBISPO","CA","93401","SAN LUIS OBISPO","0.9324","3 out of 10","0 out of 9","3 out of 10","3"
"050234","SHARP CORONADO HOSPITAL AND HLTHCR CTR","250 PROSPECT PLACE","CORONADO","CA","92118","SAN DIEGO","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"050235","PROVIDENCE SAINT JOSEPH MEDICAL CTR","501 SOUTH BUENA VISTA","BURBANK","CA","91505","LOS ANGELES","0.9218","2 out of 10","0 out of 9","2 out of 10","2"
"050236","SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES","2975 N SYCAMORE DR","SIMI VALLEY","CA","93065","VENTURA","0.8961","0 out of 10","6 out of 9","6 out of 10","6"
"050238","METHODIST HOSPITAL OF SOUTHERN CA","300 W HUNTINGTON DR","ARCADIA","CA","91006","LOS ANGELES","0.9916","9 out of 10","8 out of 9","9 out of 10","9"
"050239","GLENDALE ADVENTIST MEDICAL CENTER","1509 E WILSON TERRACE","GLENDALE","CA","91206","LOS ANGELES","0.9464","4 out of 10","0 out of 9","4 out of 10","4"
"050242","DOMINICAN HOSPITAL","1555 SOQUEL DRIVE","SANTA CRUZ","CA","95065","SANTA CRUZ","0.9360","3 out of 10","4 out of 9","4 out of 10","4"
"050243","DESERT REGIONAL MEDICAL CENTER","1150 NORTH INDIAN CANYON DRIVE","PALM SPRINGS","CA","92262","RIVERSIDE","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"050245","ARROWHEAD REGIONAL MEDICAL CENTER","400 NORTH PEPPER AVENUE","COLTON","CA","92324","SAN BERNARDINO","0.8357","0 out of 10","0 out of 9","0 out of 10","0"
"050248","NATIVIDAD MEDICAL CENTER","1441 CONSTITUTION BOULEVARD","SALINAS","CA","93906","MONTEREY","0.6066","0 out of 10","0 out of 9","0 out of 10","0"
"050254","MARSHALL MEDICAL CENTER (1-RH)","1100 MARSHALL WAY","PLACERVILLE","CA","95667","ELDORADO","0.9419","4 out of 10","3 out of 9","4 out of 10","4"
"050261","SIERRA VIEW DISTRICT HOSPITAL","465 W PUTNAM AVE","PORTERVILLE","CA","93257","TULARE","0.9211","2 out of 10","3 out of 9","3 out of 10","3"
