"ID","Provider Number","Hospital Name","Address","City","County Name","State","ZIP Code","Unweighted Normalized Clinical Process of Care Domain Score","Weighted Clinical Process of Care Domain Score","Unweighted Patient Experience of Care Domain Score","Weighted Patient Experience of Care Domain Score","Total Performance Score"
135,"050002","ST ROSE HOSPITAL","27200 CALAROGA AVE","HAYWARD","ALAMEDA","CA","94545","57.000000000000","39.900000000000","24.000000000000","7.200000000000","47.100000000000"
136,"050006","ST JOSEPH HOSPITAL","2700 DOLBEER ST","EUREKA","HUMBOLDT","CA","95501","77.000000000000","53.900000000000","18.000000000000","5.400000000000","59.300000000000"
137,"050007","PENINSULA MEDICAL CENTER","1501 TROUSDALE DRIVE","BURLINGAME","SAN MATEO","CA","94010","65.454545454545","45.818181818182","48.000000000000","14.400000000000","60.218181818182"
138,"050008","CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP","45 CASTRO STREET","SAN FRANCISCO","SAN FRANCISCO","CA","94114","33.333333333333","23.333333333333","28.000000000000","8.400000000000","31.733333333333"
139,"050009","QUEEN OF THE VALLEY MEDICAL CENTER","1000 TRANCAS ST","NAPA","NAPA","CA","94558","62.727272727273","43.909090909091","25.000000000000","7.500000000000","51.409090909091"
140,"050013","ST HELENA HOSPITAL","10 WOODLAND ROAD","SAINT HELENA","NAPA","CA","94574","68.000000000000","47.600000000000","66.000000000000","19.800000000000","67.400000000000"
141,"050014","SUTTER AMADOR HOSPITAL","200 MISSION BLVD","JACKSON","AMADOR","CA","95642","63.333333333333","44.333333333333","42.000000000000","12.600000000000","56.933333333333"
142,"050016","ARROYO GRANDE COMMUNITY HOSPITAL","345 S HALCYON RD","ARROYO GRANDE","SAN LUIS OBISPO","CA","93420","45.555555555556","31.888888888889","35.000000000000","10.500000000000","42.388888888889"
143,"050017","MERCY GENERAL HOSPITAL","4001 J ST","SACRAMENTO","SACRAMENTO","CA","95819","74.545454545455","52.181818181818","26.000000000000","7.800000000000","59.981818181818"
144,"050018","PACIFIC ALLIANCE MEDICAL CENTER","531 W COLLEGE ST","LOS ANGELES","LOS ANGELES","CA","90012","57.777777777778","40.444444444444","14.000000000000","4.200000000000","44.644444444444"
145,"050022","RIVERSIDE COMMUNITY HOSPITAL","4445 MAGNOLIA AVENUE","RIVERSIDE","RIVERSIDE","CA","92501","77.272727272727","54.090909090909","12.000000000000","3.600000000000","57.690909090909"
146,"050024","PARADISE VALLEY HOSPITAL","2400 EAST FOURTH STREET","NATIONAL CITY","SAN DIEGO","CA","91950","90.000000000000","63.000000000000","45.000000000000","13.500000000000","76.500000000000"
147,"050025","UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER","200 WEST ARBOR DRIVE","SAN DIEGO","SAN DIEGO","CA","92103","50.000000000000","35.000000000000","38.000000000000","11.400000000000","46.400000000000"
148,"050026","GROSSMONT HOSPITAL","5555 GROSSMONT CENTER DRIVE BOX 58","LA MESA","SAN DIEGO","CA","91942","52.727272727273","36.909090909091","36.000000000000","10.800000000000","47.709090909091"
149,"050028","MAD RIVER COMMUNITY HOSPITAL","3800 JANES RD","ARCATA","HUMBOLDT","CA","95521","46.666666666667","32.666666666667","38.000000000000","11.400000000000","44.066666666667"
150,"050030","OROVILLE HOSPITAL","2767 OLIVE HIGHWAY","OROVILLE","BUTTE","CA","95966","51.111111111111","35.777777777778","7.000000000000","2.100000000000","37.877777777778"
151,"050036","BAKERSFIELD MEMORIAL HOSPITAL","420 34TH ST BOX 1888","BAKERSFIELD","KERN","CA","93301","49.090909090909","34.363636363636","34.000000000000","10.200000000000","44.563636363636"
152,"050038","SANTA CLARA VALLEY MEDICAL CENTER","751 SOUTH BASCOM AVENUE","SAN JOSE","SANTA CLARA","CA","95128","59.090909090909","41.363636363636","21.000000000000","6.300000000000","47.663636363636"
153,"050039","ENLOE MEDICAL CENTER","1531 ESPLANADE","CHICO","BUTTE","CA","95926","59.090909090909","41.363636363636","50.000000000000","15.000000000000","56.363636363636"
154,"050040","LAC/OLIVE VIEW-UCLA MEDICAL CENTER","14445 OLIVE VIEW DRIVE","SYLMAR","LOS ANGELES","CA","91342","77.777777777778","54.444444444444","14.000000000000","4.200000000000","58.644444444444"
155,"010001","SOUTHEAST ALABAMA MEDICAL CENTER","1108 ROSS CLARK CIRCLE","DOTHAN","HOUSTON","AL","36301","42.727272727273","29.909090909091","53.000000000000","15.900000000000","45.809090909091"
156,"010005","MARSHALL MEDICAL CENTER SOUTH","2505 U S HIGHWAY 431 NORTH","BOAZ","MARSHALL","AL","35957","58.888888888889","41.222222222222","73.000000000000","21.900000000000","63.122222222222"
157,"010006","ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","LAUDERDALE","AL","35631","60.000000000000","42.000000000000","21.000000000000","6.300000000000","48.300000000000"
158,"010007","MIZELL MEMORIAL HOSPITAL","702 N MAIN ST","OPP","COVINGTON","AL","36467","27.500000000000","19.250000000000","22.000000000000","6.600000000000","25.850000000000"
159,"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","JEFFERSON","AL","35235","57.272727272727","40.090909090909","33.000000000000","9.900000000000","49.990909090909"
160,"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","DE KALB","AL","35968","78.888888888889","55.222222222222","44.000000000000","13.200000000000","68.422222222222"
161,"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","SHELBY","AL","35007","92.727272727273","64.909090909091","35.000000000000","10.500000000000","75.409090909091"
162,"010019","HELEN KELLER MEMORIAL HOSPITAL","1300 SOUTH MONTGOMERY AVENUE","SHEFFIELD","COLBERT","AL","35660","78.888888888889","55.222222222222","57.000000000000","17.100000000000","72.322222222222"
163,"010021","DALE MEDICAL CENTER","126 HOSPITAL AVE","OZARK","DALE","AL","36360","30.000000000000","21.000000000000","43.000000000000","12.900000000000","33.900000000000"
164,"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","MONTGOMERY","AL","36116","57.272727272727","40.090909090909","44.000000000000","13.200000000000","53.290909090909"
165,"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","MONTGOMERY","AL","36106","87.272727272727","61.090909090909","62.000000000000","18.600000000000","79.690909090909"
166,"010025","GEORGE H. LANIER MEMORIAL HOSPITAL","4800 48TH ST","VALLEY","CHAMBERS","AL","36854","70.000000000000","49.000000000000","42.000000000000","12.600000000000","61.600000000000"
167,"010029","EAST ALABAMA MEDICAL CENTER AND SNF","2000 PEPPERELL PARKWAY","OPELIKA","LEE","AL","36801","81.818181818182","57.272727272727","73.000000000000","21.900000000000","79.172727272727"
168,"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","JEFFERSON","AL","35233","55.454545454545","38.818181818182","62.000000000000","18.600000000000","57.418181818182"
169,"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","ELMORE","AL","36078","26.000000000000","18.200000000000","60.000000000000","18.000000000000","36.200000000000"
170,"010035","CULLMAN REGIONAL MEDICAL CENTER","1912 ALABAMA HIGHWAY 157","CULLMAN","CULLMAN","AL","35058","97.777777777778","68.444444444444","56.000000000000","16.800000000000","85.244444444444"
171,"010036","ANDALUSIA REGIONAL HOSPITAL","849 SOUTH THREE NOTCH STREET","ANDALUSIA","COVINGTON","AL","36420","88.888888888889","62.222222222222","41.000000000000","12.300000000000","74.522222222222"
172,"010038","STRINGFELLOW MEMORIAL HOSPITAL","301 EAST 18TH ST","ANNISTON","CALHOUN","AL","36201","58.000000000000","40.600000000000","22.000000000000","6.600000000000","47.200000000000"
173,"010039","HUNTSVILLE HOSPITAL","101 SIVLEY RD","HUNTSVILLE","MADISON","AL","35801","61.818181818182","43.272727272727","42.000000000000","12.600000000000","55.872727272727"
174,"010040","GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE","GADSDEN","ETOWAH","AL","35903","70.909090909091","49.636363636364","40.000000000000","12.000000000000","61.636363636364"
175,"010045","FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","FAYETTE","AL","35555","56.000000000000","39.200000000000","95.000000000000","28.500000000000","67.700000000000"
176,"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","ETOWAH","AL","35901","68.181818181818","47.727272727273","22.000000000000","6.600000000000","54.327272727273"
177,"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","COFFEE","AL","36330","92.222222222222","64.555555555556","58.000000000000","17.400000000000","81.955555555556"
178,"010050","ST VINCENTS BLOUNT","150 GILBREATH DRIVE","ONEONTA","BLOUNT","AL","35121","88.750000000000","62.125000000000","65.000000000000","19.500000000000","81.625000000000"
179,"010054","PARKWAY MEDICAL CENTER","1874 BELTLINE RD SW","DECATUR","MORGAN","AL","35601","26.666666666667","18.666666666667","45.000000000000","13.500000000000","32.166666666667"
180,"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","HOUSTON","AL","36305","95.454545454545","66.818181818182","72.000000000000","21.600000000000","88.418181818182"
181,"010056","ST VINCENT'S BIRMINGHAM","810 ST VINCENT'S DRIVE","BIRMINGHAM","JEFFERSON","AL","35205","66.363636363636","46.454545454545","47.000000000000","14.100000000000","60.554545454545"
182,"010061","HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","SCOTTSBORO","JACKSON","AL","35768","56.666666666667","39.666666666667","52.000000000000","15.600000000000","55.266666666667"
183,"010062","WIREGRASS MEDICAL CENTER","1200 W MAPLE AVENUE","GENEVA","GENEVA","AL","36340","12.500000000000","8.750000000000","16.000000000000","4.800000000000","13.550000000000"
184,"010065","RUSSELL HOSPITAL","3316 HIGHWAY 280","ALEXANDER CITY","TALLAPOOSA","AL","35010","23.333333333333","16.333333333333","78.000000000000","23.400000000000","39.733333333333"
185,"010069","MEDICAL CENTER BARBOUR","820 W WASHINGTON ST","EUFAULA","BARBOUR","AL","36027","77.500000000000","54.250000000000","41.000000000000","12.300000000000","66.550000000000"
186,"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","400 EAST 10TH STREET","ANNISTON","CALHOUN","AL","36207","49.090909090909","34.363636363636","24.000000000000","7.200000000000","41.563636363636"
187,"010079","ATHENS-LIMESTONE HOSPITAL","700 WEST MARKET STREET","ATHENS","LIMESTONE","AL","35611","60.000000000000","42.000000000000","50.000000000000","15.000000000000","57.000000000000"
188,"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","1613 NORTH MCKENZIE STREET","FOLEY","BALDWIN","AL","36535","92.222222222222","64.555555555556","36.000000000000","10.800000000000","75.355555555556"
189,"010085","DECATUR GENERAL HOSPITAL","1201 7TH STREET SE","DECATUR","MORGAN","AL","35609","53.333333333333","37.333333333333","57.000000000000","17.100000000000","54.433333333333"
190,"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","MARION","AL","35594","80.000000000000","56.000000000000","71.000000000000","21.300000000000","77.300000000000"
191,"010087","UNIV OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","MOBILE","AL","36617","64.444444444444","45.111111111111","50.000000000000","15.000000000000","60.111111111111"
192,"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","WALKER","AL","35502","95.555555555556","66.888888888889","49.000000000000","14.700000000000","81.588888888889"
193,"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","MOBILE","AL","36608","86.363636363636","60.454545454545","33.000000000000","9.900000000000","70.354545454545"
194,"050042","ST ELIZABETH COMMUNITY HOSPITAL","2550 SISTER MARY COLUMBA DRIVE","RED BLUFF","TEHAMA","CA","96080","73.333333333333","51.333333333333","41.000000000000","12.300000000000","63.633333333333"
195,"050043","ALTA BATES SUMMIT MEDICAL CENTER","350 HAWTHORNE AVENUE","OAKLAND","ALAMEDA","CA","94609","85.454545454545","59.818181818182","18.000000000000","5.400000000000","65.218181818182"
196,"050045","EL CENTRO REGIONAL MEDICAL CENTER","1415 ROSS AVENUE","EL CENTRO","IMPERIAL","CA","92243","22.222222222222","15.555555555556","32.000000000000","9.600000000000","25.155555555556"
197,"050046","OJAI VALLEY COMMUNITY HOSPITAL","1306 MARICOPA HWY","OJAI","VENTURA","CA","93023","57.142857142857","40.000000000000","66.000000000000","19.800000000000","59.800000000000"
198,"050047","CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP","2333 BUCHANAN STREET","SAN FRANCISCO","SAN FRANCISCO","CA","94115","57.272727272727","40.090909090909","26.000000000000","7.800000000000","47.890909090909"
199,"050054","SAN GORGONIO MEMORIAL HOSPITAL","600 NORTH HIGHLAND SPRINGS AVENUE","BANNING","RIVERSIDE","CA","92220","73.750000000000","51.625000000000","10.000000000000","3.000000000000","54.625000000000"
200,"050055","CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS","3555 CESAR CHAVEZ STREET","SAN FRANCISCO","SAN FRANCISCO","CA","94110","84.444444444444","59.111111111111","27.000000000000","8.100000000000","67.211111111111"
201,"050056","ANTELOPE VALLEY HOSPITAL MED CENTER","1600 W AVE J","LANCASTER","LOS ANGELES","CA","93534","66.363636363636","46.454545454545","35.000000000000","10.500000000000","56.954545454545"
202,"050057","KAWEAH DELTA MEDICAL CENTER","400 W MINERAL KING AVE","VISALIA","TULARE","CA","93291","46.363636363636","32.454545454545","33.000000000000","9.900000000000","42.354545454545"
203,"050058","GLENDALE MEM HOSPITAL & HLTH CENTER","1420 S CENTRAL AVE","GLENDALE","LOS ANGELES","CA","91204","36.363636363636","25.454545454545","38.000000000000","11.400000000000","36.854545454545"
204,"050060","COMMUNITY REGIONAL MEDICAL CENTER","2823 FRESNO STREET","FRESNO","FRESNO","CA","93715","27.272727272727","19.090909090909","28.000000000000","8.400000000000","27.490909090909"
205,"050063","HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","1300 N VERMONT AVE","LOS ANGELES","LOS ANGELES","CA","90028","58.181818181818","40.727272727273","17.000000000000","5.100000000000","45.827272727273"
206,"050067","OAK VALLEY DISTRICT HOSPITAL","350 S OAK AVE","OAKDALE","STANISLAUS","CA","95361","76.250000000000","53.375000000000","23.000000000000","6.900000000000","60.275000000000"
207,"050069","ST JOSEPH HOSPITAL","1100 WEST STEWART DR","ORANGE","ORANGE","CA","92868","45.454545454545","31.818181818182","25.000000000000","7.500000000000","39.318181818182"
208,"050070","KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","1200 EL CAMINO REAL","SOUTH SAN FRANCISCO","SAN MATEO","CA","94080","85.555555555556","59.888888888889","45.000000000000","13.500000000000","73.388888888889"
209,"050071","KAISER FOUNDATION HOSPITAL-SANTA CLARA","700 LAWRENCE EXPRESSWAY","SANTA CLARA","SANTA CLARA","CA","95051","80.909090909091","56.636363636364","52.000000000000","15.600000000000","72.236363636364"
210,"050072","KAISER FOUNDATION HOSPITAL - WALNUT CREEK","1425 S MAIN ST","WALNUT CREEK","CONTRA COSTA","CA","94596","86.000000000000","60.200000000000","24.000000000000","7.200000000000","67.400000000000"
211,"050073","KAISER FOUNDATION HOSPITAL AND REHAB CENTER","975 SERENO DR","VALLEJO","SOLANO","CA","94589","76.666666666667","53.666666666667","49.000000000000","14.700000000000","68.366666666667"
212,"050075","KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND","280 W MAC ARTHUR BLVD","OAKLAND","ALAMEDA","CA","94611","76.666666666667","53.666666666667","31.000000000000","9.300000000000","62.966666666667"
213,"050076","KAISER FOUNDATION HOSPITAL - SAN FRANCISCO","2425 GEARY BLVD","SAN FRANCISCO","SAN FRANCISCO","CA","94115","84.000000000000","58.800000000000","47.000000000000","14.100000000000","72.900000000000"
214,"050077","SCRIPPS MERCY HOSPITAL","4077 5TH AVE","SAN DIEGO","SAN DIEGO","CA","92103","61.818181818182","43.272727272727","25.000000000000","7.500000000000","50.772727272727"
215,"050078","PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO","1300 W 7TH ST","SAN PEDRO","LOS ANGELES","CA","90732","61.111111111111","42.777777777778","27.000000000000","8.100000000000","50.877777777778"
216,"050079","DOCTORS MEDICAL CENTER-SAN PABLO","2000 VALE RD","SAN PABLO","CONTRA COSTA","CA","94806","69.000000000000","48.300000000000","15.000000000000","4.500000000000","52.800000000000"
217,"050082","ST JOHNS REGIONAL MEDICAL CENTER","1600 N ROSE AVE","OXNARD","VENTURA","CA","93030","57.272727272727","40.090909090909","29.000000000000","8.700000000000","48.790909090909"
218,"050084","ST JOSEPHS MED CENTER OF STOCKTON","1800 N CALIFORNIA ST","STOCKTON","SAN JOAQUIN","CA","95204","57.272727272727","40.090909090909","32.000000000000","9.600000000000","49.690909090909"
219,"050089","COMMUNITY HOSPITAL OF SAN BERNARDINO","1805 MEDICAL CENTER DRIVE","SAN BERNARDINO","SAN BERNARDINO","CA","92411","17.777777777778","12.444444444444","21.000000000000","6.300000000000","18.744444444444"
220,"050090","SONOMA VALLEY HOSPITAL","347 ANDRIEUX ST","SONOMA","SONOMA","CA","95476","71.111111111111","49.777777777778","60.000000000000","18.000000000000","67.777777777778"
221,"050091","COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSON AVE","HUNTINGTON PARK","LOS ANGELES","CA","90255","88.750000000000","62.125000000000","29.000000000000","8.700000000000","70.825000000000"
222,"050093","SAINT AGNES MEDICAL CENTER","1303 E HERNDON AVE","FRESNO","FRESNO","CA","93710","66.363636363636","46.454545454545","20.000000000000","6.000000000000","52.454545454545"
223,"050099","SAN ANTONIO COMMUNITY HOSPITAL","999 SAN BERNARDINO RD","UPLAND","SAN BERNARDINO","CA","91786","65.454545454545","45.818181818182","39.000000000000","11.700000000000","57.518181818182"
224,"050100","SHARP MEMORIAL HOSPITAL","7901 FROST ST","SAN DIEGO","SAN DIEGO","CA","92123","68.181818181818","47.727272727273","59.000000000000","17.700000000000","65.427272727273"
225,"050101","SUTTER SOLANO MEDICAL CENTER","300 HOSPITAL DR","VALLEJO","SOLANO","CA","94589","73.333333333333","51.333333333333","21.000000000000","6.300000000000","57.633333333333"
226,"050102","PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER","3865 JACKSON STREET","RIVERSIDE","RIVERSIDE","CA","92503","20.000000000000","14.000000000000","17.000000000000","5.100000000000","19.100000000000"
227,"050103","WHITE MEMORIAL MEDICAL CENTER","1720 E CESAR AVENUE","LOS ANGELES","LOS ANGELES","CA","90033","49.090909090909","34.363636363636","18.000000000000","5.400000000000","39.763636363636"
228,"050104","SAINT FRANCIS MEDICAL CENTER","3630 EAST IMPERIAL HIGHWAY","LYNWOOD","LOS ANGELES","CA","90262","47.000000000000","32.900000000000","19.000000000000","5.700000000000","38.600000000000"
229,"050107","MARIAN REGIONAL MEDICAL CENTER","1400 E CHURCH ST","SANTA MARIA","SANTA BARBARA","CA","93454","67.272727272727","47.090909090909","17.000000000000","5.100000000000","52.190909090909"
230,"050108","SUTTER GENERAL HOSPITAL","2801 L STREET","SACRAMENTO","SACRAMENTO","CA","95816","83.000000000000","58.100000000000","52.000000000000","15.600000000000","73.700000000000"
231,"050110","LOMPOC VALLEY MEDICAL CENTER","1515 E OCEAN AVENUE","LOMPOC","SANTA BARBARA","CA","93436","36.666666666667","25.666666666667","42.000000000000","12.600000000000","38.266666666667"
