"ID","Provider Number","Hospital Name","Address","City","County Name","State","ZIP Code","AMI-7a Performance Rate","AMI-7a Achievement Points","AMI-7a Improvement Points","AMI-7a Measure Score","AMI-8a Performance Rate","AMI-8a Achievement Points","AMI Condition/Procedure Score","AMI-8a Improvement Points","AMI-8a Measure Score"
129,"050008","CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP","45 CASTRO STREET","SAN FRANCISCO","SAN FRANCISCO","CA","94114","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
130,"050009","QUEEN OF THE VALLEY MEDICAL CENTER","1000 TRANCAS ST","NAPA","NAPA","CA","94558","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
131,"050013","ST HELENA HOSPITAL","10 WOODLAND ROAD","SAINT HELENA","NAPA","CA","94574","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
132,"050014","SUTTER AMADOR HOSPITAL","200 MISSION BLVD","JACKSON","AMADOR","CA","95642","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
133,"050016","ARROYO GRANDE COMMUNITY HOSPITAL","345 S HALCYON RD","ARROYO GRANDE","SAN LUIS OBISPO","CA","93420","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
134,"050017","MERCY GENERAL HOSPITAL","4001 J ST","SACRAMENTO","SACRAMENTO","CA","95819","N/A","N/A","N/A","N/A","0.9016","0 out of 10","3","3 out of 9","3 out of 10"
135,"050018","PACIFIC ALLIANCE MEDICAL CENTER","531 W COLLEGE ST","LOS ANGELES","LOS ANGELES","CA","90012","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
136,"050022","RIVERSIDE COMMUNITY HOSPITAL","4445 MAGNOLIA AVENUE","RIVERSIDE","RIVERSIDE","CA","92501","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
137,"050024","PARADISE VALLEY HOSPITAL","2400 EAST FOURTH STREET","NATIONAL CITY","SAN DIEGO","CA","91950","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
138,"050025","UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER","200 WEST ARBOR DRIVE","SAN DIEGO","SAN DIEGO","CA","92103","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
139,"050026","GROSSMONT HOSPITAL","5555 GROSSMONT CENTER DRIVE BOX 58","LA MESA","SAN DIEGO","CA","91942","N/A","N/A","N/A","N/A","0.9878","8 out of 10","8","0 out of 9","8 out of 10"
140,"050028","MAD RIVER COMMUNITY HOSPITAL","3800 JANES RD","ARCATA","HUMBOLDT","CA","95521","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
141,"050030","OROVILLE HOSPITAL","2767 OLIVE HIGHWAY","OROVILLE","BUTTE","CA","95966","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
142,"050036","BAKERSFIELD MEMORIAL HOSPITAL","420 34TH ST BOX 1888","BAKERSFIELD","KERN","CA","93301","N/A","N/A","N/A","N/A","0.7778","0 out of 10","0","0 out of 9","0 out of 10"
143,"050038","SANTA CLARA VALLEY MEDICAL CENTER","751 SOUTH BASCOM AVENUE","SAN JOSE","SANTA CLARA","CA","95128","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
144,"050039","ENLOE MEDICAL CENTER","1531 ESPLANADE","CHICO","BUTTE","CA","95926","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
145,"050040","LAC/OLIVE VIEW-UCLA MEDICAL CENTER","14445 OLIVE VIEW DRIVE","SYLMAR","LOS ANGELES","CA","91342","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
146,"050042","ST ELIZABETH COMMUNITY HOSPITAL","2550 SISTER MARY COLUMBA DRIVE","RED BLUFF","TEHAMA","CA","96080","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
147,"050043","ALTA BATES SUMMIT MEDICAL CENTER","350 HAWTHORNE AVENUE","OAKLAND","ALAMEDA","CA","94609","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
148,"050045","EL CENTRO REGIONAL MEDICAL CENTER","1415 ROSS AVENUE","EL CENTRO","IMPERIAL","CA","92243","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
149,"050046","OJAI VALLEY COMMUNITY HOSPITAL","1306 MARICOPA HWY","OJAI","VENTURA","CA","93023","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
150,"050047","CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP","2333 BUCHANAN STREET","SAN FRANCISCO","SAN FRANCISCO","CA","94115","N/A","N/A","N/A","N/A","0.9583","5 out of 10","5","0 out of 9","5 out of 10"
151,"050054","SAN GORGONIO MEMORIAL HOSPITAL","600 NORTH HIGHLAND SPRINGS AVENUE","BANNING","RIVERSIDE","CA","92220","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
152,"050055","CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS","3555 CESAR CHAVEZ STREET","SAN FRANCISCO","SAN FRANCISCO","CA","94110","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
153,"050056","ANTELOPE VALLEY HOSPITAL MED CENTER","1600 W AVE J","LANCASTER","LOS ANGELES","CA","93534","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
154,"050057","KAWEAH DELTA MEDICAL CENTER","400 W MINERAL KING AVE","VISALIA","TULARE","CA","93291","N/A","N/A","N/A","N/A","0.9149","0 out of 10","4","4 out of 9","4 out of 10"
155,"050058","GLENDALE MEM HOSPITAL & HLTH CENTER","1420 S CENTRAL AVE","GLENDALE","LOS ANGELES","CA","91204","N/A","N/A","N/A","N/A","0.9231","1 out of 10","1","1 out of 9","1 out of 10"
156,"050060","COMMUNITY REGIONAL MEDICAL CENTER","2823 FRESNO STREET","FRESNO","FRESNO","CA","93715","N/A","N/A","N/A","N/A","0.8298","0 out of 10","0","0 out of 9","0 out of 10"
157,"050063","HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","1300 N VERMONT AVE","LOS ANGELES","LOS ANGELES","CA","90028","N/A","N/A","N/A","N/A","0.8000","0 out of 10","0","N/A","0 out of 10"
158,"050067","OAK VALLEY DISTRICT HOSPITAL","350 S OAK AVE","OAKDALE","STANISLAUS","CA","95361","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
159,"050069","ST JOSEPH HOSPITAL","1100 WEST STEWART DR","ORANGE","ORANGE","CA","92868","N/A","N/A","N/A","N/A","0.9211","1 out of 10","1","0 out of 9","1 out of 10"
160,"050070","KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","1200 EL CAMINO REAL","SOUTH SAN FRANCISCO","SAN MATEO","CA","94080","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
161,"050071","KAISER FOUNDATION HOSPITAL-SANTA CLARA","700 LAWRENCE EXPRESSWAY","SANTA CLARA","SANTA CLARA","CA","95051","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
162,"050072","KAISER FOUNDATION HOSPITAL - WALNUT CREEK","1425 S MAIN ST","WALNUT CREEK","CONTRA COSTA","CA","94596","N/A","N/A","N/A","N/A","0.7778","0 out of 10","0","0 out of 9","0 out of 10"
163,"050073","KAISER FOUNDATION HOSPITAL AND REHAB CENTER","975 SERENO DR","VALLEJO","SOLANO","CA","94589","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
164,"050075","KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND","280 W MAC ARTHUR BLVD","OAKLAND","ALAMEDA","CA","94611","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
165,"050076","KAISER FOUNDATION HOSPITAL - SAN FRANCISCO","2425 GEARY BLVD","SAN FRANCISCO","SAN FRANCISCO","CA","94115","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
166,"050077","SCRIPPS MERCY HOSPITAL","4077 5TH AVE","SAN DIEGO","SAN DIEGO","CA","92103","N/A","N/A","N/A","N/A","0.9455","3 out of 10","7","7 out of 9","7 out of 10"
167,"050078","PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO","1300 W 7TH ST","SAN PEDRO","LOS ANGELES","CA","90732","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
168,"050079","DOCTORS MEDICAL CENTER-SAN PABLO","2000 VALE RD","SAN PABLO","CONTRA COSTA","CA","94806","N/A","N/A","N/A","N/A","0.8824","0 out of 10","0","0 out of 9","0 out of 10"
169,"050082","ST JOHNS REGIONAL MEDICAL CENTER","1600 N ROSE AVE","OXNARD","VENTURA","CA","93030","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
170,"050084","ST JOSEPHS MED CENTER OF STOCKTON","1800 N CALIFORNIA ST","STOCKTON","SAN JOAQUIN","CA","95204","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
171,"050089","COMMUNITY HOSPITAL OF SAN BERNARDINO","1805 MEDICAL CENTER DRIVE","SAN BERNARDINO","SAN BERNARDINO","CA","92411","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
172,"050090","SONOMA VALLEY HOSPITAL","347 ANDRIEUX ST","SONOMA","SONOMA","CA","95476","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
173,"050091","COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSON AVE","HUNTINGTON PARK","LOS ANGELES","CA","90255","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
174,"050093","SAINT AGNES MEDICAL CENTER","1303 E HERNDON AVE","FRESNO","FRESNO","CA","93710","N/A","N/A","N/A","N/A","0.9286","2 out of 10","2","0 out of 9","2 out of 10"
175,"050099","SAN ANTONIO COMMUNITY HOSPITAL","999 SAN BERNARDINO RD","UPLAND","SAN BERNARDINO","CA","91786","N/A","N/A","N/A","N/A","0.9688","6 out of 10","8","8 out of 9","8 out of 10"
176,"050100","SHARP MEMORIAL HOSPITAL","7901 FROST ST","SAN DIEGO","SAN DIEGO","CA","92123","N/A","N/A","N/A","N/A","0.9744","7 out of 10","7","6 out of 9","7 out of 10"
177,"050101","SUTTER SOLANO MEDICAL CENTER","300 HOSPITAL DR","VALLEJO","SOLANO","CA","94589","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
178,"050102","PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER","3865 JACKSON STREET","RIVERSIDE","RIVERSIDE","CA","92503","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
179,"050103","WHITE MEMORIAL MEDICAL CENTER","1720 E CESAR AVENUE","LOS ANGELES","LOS ANGELES","CA","90033","N/A","N/A","N/A","N/A","0.8261","0 out of 10","1","1 out of 9","1 out of 10"
180,"050104","SAINT FRANCIS MEDICAL CENTER","3630 EAST IMPERIAL HIGHWAY","LYNWOOD","LOS ANGELES","CA","90262","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
181,"050107","MARIAN REGIONAL MEDICAL CENTER","1400 E CHURCH ST","SANTA MARIA","SANTA BARBARA","CA","93454","N/A","N/A","N/A","N/A","0.9524","4 out of 10","6","6 out of 9","6 out of 10"
182,"050108","SUTTER GENERAL HOSPITAL","2801 L STREET","SACRAMENTO","SACRAMENTO","CA","95816","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
183,"050110","LOMPOC VALLEY MEDICAL CENTER","1515 E OCEAN AVENUE","LOMPOC","SANTA BARBARA","CA","93436","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
184,"010001","SOUTHEAST ALABAMA MEDICAL CENTER","1108 ROSS CLARK CIRCLE","DOTHAN","HOUSTON","AL","36301","N/A","N/A","N/A","N/A","0.8966","0 out of 10","3","3 out of 9","3 out of 10"
185,"010005","MARSHALL MEDICAL CENTER SOUTH","2505 U S HIGHWAY 431 NORTH","BOAZ","MARSHALL","AL","35957","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
186,"010006","ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","LAUDERDALE","AL","35631","N/A","N/A","N/A","N/A","0.9697","6 out of 10","6","6 out of 9","6 out of 10"
187,"010007","MIZELL MEMORIAL HOSPITAL","702 N MAIN ST","OPP","COVINGTON","AL","36467","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
188,"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","JEFFERSON","AL","35235","N/A","N/A","N/A","N/A","0.9796","7 out of 10","7","7 out of 9","7 out of 10"
189,"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","DE KALB","AL","35968","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
190,"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","SHELBY","AL","35007","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
191,"010019","HELEN KELLER MEMORIAL HOSPITAL","1300 SOUTH MONTGOMERY AVENUE","SHEFFIELD","COLBERT","AL","35660","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
192,"010021","DALE MEDICAL CENTER","126 HOSPITAL AVE","OZARK","DALE","AL","36360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
193,"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","MONTGOMERY","AL","36116","N/A","N/A","N/A","N/A","0.8947","0 out of 10","0","0 out of 9","0 out of 10"
194,"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","MONTGOMERY","AL","36106","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
195,"010025","GEORGE H. LANIER MEMORIAL HOSPITAL","4800 48TH ST","VALLEY","CHAMBERS","AL","36854","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
196,"010029","EAST ALABAMA MEDICAL CENTER AND SNF","2000 PEPPERELL PARKWAY","OPELIKA","LEE","AL","36801","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
197,"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","JEFFERSON","AL","35233","N/A","N/A","N/A","N/A","0.8571","0 out of 10","0","0 out of 9","0 out of 10"
198,"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","ELMORE","AL","36078","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
199,"010035","CULLMAN REGIONAL MEDICAL CENTER","1912 ALABAMA HIGHWAY 157","CULLMAN","CULLMAN","AL","35058","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
200,"010036","ANDALUSIA REGIONAL HOSPITAL","849 SOUTH THREE NOTCH STREET","ANDALUSIA","COVINGTON","AL","36420","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
201,"010038","STRINGFELLOW MEMORIAL HOSPITAL","301 EAST 18TH ST","ANNISTON","CALHOUN","AL","36201","N/A","N/A","N/A","N/A","0.9000","0 out of 10","0","0 out of 9","0 out of 10"
202,"010039","HUNTSVILLE HOSPITAL","101 SIVLEY RD","HUNTSVILLE","MADISON","AL","35801","N/A","N/A","N/A","N/A","0.9706","6 out of 10","6","6 out of 9","6 out of 10"
203,"010040","GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE","GADSDEN","ETOWAH","AL","35903","N/A","N/A","N/A","N/A","0.9630","5 out of 10","5","N/A","5 out of 10"
204,"010045","FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","FAYETTE","AL","35555","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
205,"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","ETOWAH","AL","35901","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
206,"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","COFFEE","AL","36330","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
207,"010050","ST VINCENTS BLOUNT","150 GILBREATH DRIVE","ONEONTA","BLOUNT","AL","35121","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
208,"010054","PARKWAY MEDICAL CENTER","1874 BELTLINE RD SW","DECATUR","MORGAN","AL","35601","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
209,"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","HOUSTON","AL","36305","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
210,"010056","ST VINCENT'S BIRMINGHAM","810 ST VINCENT'S DRIVE","BIRMINGHAM","JEFFERSON","AL","35205","N/A","N/A","N/A","N/A","0.9459","4 out of 10","4","0 out of 9","4 out of 10"
211,"010061","HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","SCOTTSBORO","JACKSON","AL","35768","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
212,"010062","WIREGRASS MEDICAL CENTER","1200 W MAPLE AVENUE","GENEVA","GENEVA","AL","36340","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
213,"010065","RUSSELL HOSPITAL","3316 HIGHWAY 280","ALEXANDER CITY","TALLAPOOSA","AL","35010","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
214,"010069","MEDICAL CENTER BARBOUR","820 W WASHINGTON ST","EUFAULA","BARBOUR","AL","36027","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
215,"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","400 EAST 10TH STREET","ANNISTON","CALHOUN","AL","36207","N/A","N/A","N/A","N/A","0.8947","0 out of 10","1","1 out of 9","1 out of 10"
216,"010079","ATHENS-LIMESTONE HOSPITAL","700 WEST MARKET STREET","ATHENS","LIMESTONE","AL","35611","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
217,"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","1613 NORTH MCKENZIE STREET","FOLEY","BALDWIN","AL","36535","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
218,"010085","DECATUR GENERAL HOSPITAL","1201 7TH STREET SE","DECATUR","MORGAN","AL","35609","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
219,"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","MARION","AL","35594","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
220,"010087","UNIV OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","MOBILE","AL","36617","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
221,"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","WALKER","AL","35502","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
222,"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","MOBILE","AL","36608","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
223,"010092","D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST","TUSCALOOSA","TUSCALOOSA","AL","35401","N/A","N/A","N/A","N/A","0.9706","6 out of 10","6","3 out of 9","6 out of 10"
224,"010099","D W MCMILLAN MEMORIAL HOSPITAL","1301 BELLEVILLE AVENUE","BREWTON","ESCAMBIA","AL","36426","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
225,"010100","THOMAS HOSPITAL","750 MORPHY AVENUE","FAIRHOPE","BALDWIN","AL","36532","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
226,"010101","CITIZENS BAPTIST MEDICAL CENTER","604 STONE AVENUE","TALLADEGA","TALLADEGA","AL","35161","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
227,"010103","BAPTIST MEDICAL CENTER-PRINCETON","701 PRINCETON AVENUE SOUTHWEST","BIRMINGHAM","JEFFERSON","AL","35211","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
228,"010104","TRINITY MEDICAL CENTER","800 MONTCLAIR RD","BIRMINGHAM","JEFFERSON","AL","35213","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
229,"010108","PRATTVILLE BAPTIST HOSPITAL","124 S MEMORIAL DR","PRATTVILLE","AUTAUGA","AL","36067","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
230,"010109","PICKENS COUNTY MEDICAL CENTER","241 ROBERT K WILSON","CARROLLTON","PICKENS","AL","35447","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
231,"010112","BRYAN W WHITFIELD MEM HOSP INC","105 HIGHWAY 80 EAST","DEMOPOLIS","MARENGO","AL","36732","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
232,"050112","SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL","1250 16TH STREET","SANTA MONICA","LOS ANGELES","CA","90404","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
233,"050113","SAN MATEO MEDICAL CENTER","222 W 39TH AVE","SAN MATEO","SAN MATEO","CA","94403","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
234,"050115","PALOMAR HEALTH DOWNTOWN CAMPUS","555 E VALLEY PARKWAY","ESCONDIDO","SAN DIEGO","CA","92025","N/A","N/A","N/A","N/A","0.9737","7 out of 10","7","0 out of 9","7 out of 10"
235,"050116","NORTHRIDGE HOSPITAL MEDICAL CENTER","18300 ROSCOE BLVD","NORTHRIDGE","LOS ANGELES","CA","91325","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
236,"050118","DOCTORS HOSPITAL OF MANTECA","1205 E NORTH ST","MANTECA","SAN JOAQUIN","CA","95336","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
237,"050121","ADVENTIST MEDICAL CENTER","115 MALL DRIVE","HANFORD","KINGS","CA","93230","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
238,"050122","DAMERON HOSPITAL","525 WEST ACACIA STREET","STOCKTON","SAN JOAQUIN","CA","95203","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","N/A","10 out of 10"
239,"050124","VERDUGO HILLS HOSPITAL","1812 VERDUGO BLVD","GLENDALE","LOS ANGELES","CA","91209","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
240,"050125","REGIONAL MEDICAL CENTER OF SAN JOSE","225 N JACKSON AVENUE","SAN JOSE","SANTA CLARA","CA","95116","N/A","N/A","N/A","N/A","0.9744","7 out of 10","7","2 out of 9","7 out of 10"
241,"050126","VALLEY PRESBYTERIAN HOSPITAL","15107 VANOWEN ST","VAN NUYS","LOS ANGELES","CA","91406","N/A","N/A","N/A","N/A","0.9000","0 out of 10","0","0 out of 9","0 out of 10"
242,"050127","WOODLAND MEMORIAL HOSPITAL","1325 COTTONWOOD STREET","WOODLAND","YOLO","CA","95695","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
243,"050128","TRI-CITY MEDICAL CENTER","4002 VISTA WAY","OCEANSIDE","SAN DIEGO","CA","92056","N/A","N/A","N/A","N/A","0.9815","7 out of 10","7","2 out of 9","7 out of 10"
244,"050129","ST BERNARDINE MEDICAL CENTER","2101 N WATERMAN AVE","SAN BERNARDINO","SAN BERNARDINO","CA","92404","N/A","N/A","N/A","N/A","0.7857","0 out of 10","0","0 out of 9","0 out of 10"
245,"050131","NOVATO COMMUNITY HOSPITAL","180 ROWLAND WAY","NOVATO","MARIN","CA","94945","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
246,"050132","SAN GABRIEL VALLEY MEDICAL CENTER","438 W LAS TUNAS DRIVE","SAN GABRIEL","LOS ANGELES","CA","91776","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
247,"050133","RIDEOUT MEMORIAL HOSPITAL","726 4TH ST","MARYSVILLE","YUBA","CA","95901","N/A","N/A","N/A","N/A","0.9677","6 out of 10","8","8 out of 9","8 out of 10"
248,"050136","PETALUMA VALLEY HOSPITAL","400 N MCDOWELL BLVD","PETALUMA","SONOMA","CA","94954","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
249,"050137","KAISER FOUNDATION HOSPITAL - PANORAMA CITY","13652 CANTARA ST","PANORAMA CITY","LOS ANGELES","CA","91402","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
250,"050138","KAISER FOUNDATION HOSPITAL - LOS ANGELES","4867 SUNSET BLVD","LOS ANGELES","LOS ANGELES","CA","90027","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
251,"050139","KAISER FOUNDATION HOSPITAL - DOWNEY","9333 IMPERIAL HIGHWAY","DOWNEY","LOS ANGELES","CA","90242","1.0000","10 out of 10","9 out of 9","10 out of 10","N/A","N/A","10","N/A","N/A"
252,"050140","KAISER FOUNDATION HOSPITAL FONTANA","9961 SIERRA AVE","FONTANA","SAN BERNARDINO","CA","92335","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
253,"050145","COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA","23625 W R HOLMAN HIGHWAY","MONTEREY","MONTEREY","CA","93940","N/A","N/A","N/A","N/A","0.9630","5 out of 10","7","7 out of 9","7 out of 10"
254,"050149","CALIFORNIA HOSPITAL MEDICAL CENTER LA","1401 SOUTH GRAND AVENUE","LOS ANGELES","LOS ANGELES","CA","90015","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
255,"050150","SIERRA NEVADA MEMORIAL HOSPITAL","155 GLASSON WAY","GRASS VALLEY","NEVADA","CA","95945","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
256,"050152","SAINT FRANCIS MEMORIAL HOSPITAL","900 HYDE ST","SAN FRANCISCO","SAN FRANCISCO","CA","94109","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
257,"050153","O'CONNOR HOSPITAL","2105 FOREST AVENUE","SAN JOSE","SANTA CLARA","CA","95128","N/A","N/A","N/A","N/A","0.8846","0 out of 10","0","0 out of 9","0 out of 10"
258,"050159","VENTURA COUNTY MEDICAL CENTER","3291 LOMA VISTA RD","VENTURA","VENTURA","CA","93003","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
259,"050167","SAN JOAQUIN GENERAL HOSPITAL","500 W HOSPITAL ROAD","FRENCH CAMP","SAN JOAQUIN","CA","95231","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
