"ID","Provider Number","Hospital Name","Address","City","County Name","State","ZIP Code","HF-1 Performance Rate","HF-1 Achievement Points","HF Condition/Procedure Score","HF-1 Improvement Points","HF-1 Measure Score"
147,"050045","EL CENTRO REGIONAL MEDICAL CENTER","1415 ROSS AVENUE","EL CENTRO","IMPERIAL","CA","92243","0.9557","5 out of 10","5","0 out of 9","5 out of 10"
148,"050046","OJAI VALLEY COMMUNITY HOSPITAL","1306 MARICOPA HWY","OJAI","VENTURA","CA","93023","N/A","N/A","N/A","N/A","N/A"
149,"050047","CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP","2333 BUCHANAN STREET","SAN FRANCISCO","SAN FRANCISCO","CA","94115","0.8813","0 out of 10","2","2 out of 9","2 out of 10"
150,"050054","SAN GORGONIO MEMORIAL HOSPITAL","600 NORTH HIGHLAND SPRINGS AVENUE","BANNING","RIVERSIDE","CA","92220","0.8444","0 out of 10","6","6 out of 9","6 out of 10"
151,"050055","CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS","3555 CESAR CHAVEZ STREET","SAN FRANCISCO","SAN FRANCISCO","CA","94110","0.9318","3 out of 10","5","5 out of 9","5 out of 10"
152,"050056","ANTELOPE VALLEY HOSPITAL MED CENTER","1600 W AVE J","LANCASTER","LOS ANGELES","CA","93534","0.9918","9 out of 10","9","1 out of 9","9 out of 10"
153,"050057","KAWEAH DELTA MEDICAL CENTER","400 W MINERAL KING AVE","VISALIA","TULARE","CA","93291","0.8658","0 out of 10","2","2 out of 9","2 out of 10"
154,"050058","GLENDALE MEM HOSPITAL & HLTH CENTER","1420 S CENTRAL AVE","GLENDALE","LOS ANGELES","CA","91204","0.8359","0 out of 10","5","5 out of 9","5 out of 10"
155,"050060","COMMUNITY REGIONAL MEDICAL CENTER","2823 FRESNO STREET","FRESNO","FRESNO","CA","93715","0.7352","0 out of 10","0","0 out of 9","0 out of 10"
156,"050063","HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","1300 N VERMONT AVE","LOS ANGELES","LOS ANGELES","CA","90028","0.9844","8 out of 10","8","7 out of 9","8 out of 10"
157,"050067","OAK VALLEY DISTRICT HOSPITAL","350 S OAK AVE","OAKDALE","STANISLAUS","CA","95361","0.8889","0 out of 10","7","7 out of 9","7 out of 10"
158,"050069","ST JOSEPH HOSPITAL","1100 WEST STEWART DR","ORANGE","ORANGE","CA","92868","0.9652","6 out of 10","6","4 out of 9","6 out of 10"
159,"050070","KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","1200 EL CAMINO REAL","SOUTH SAN FRANCISCO","SAN MATEO","CA","94080","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
160,"050071","KAISER FOUNDATION HOSPITAL-SANTA CLARA","700 LAWRENCE EXPRESSWAY","SANTA CLARA","SANTA CLARA","CA","95051","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
161,"050072","KAISER FOUNDATION HOSPITAL - WALNUT CREEK","1425 S MAIN ST","WALNUT CREEK","CONTRA COSTA","CA","94596","0.9947","9 out of 10","9","8 out of 9","9 out of 10"
162,"050073","KAISER FOUNDATION HOSPITAL AND REHAB CENTER","975 SERENO DR","VALLEJO","SOLANO","CA","94589","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
163,"050075","KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND","280 W MAC ARTHUR BLVD","OAKLAND","ALAMEDA","CA","94611","0.9857","8 out of 10","8","8 out of 9","8 out of 10"
164,"050076","KAISER FOUNDATION HOSPITAL - SAN FRANCISCO","2425 GEARY BLVD","SAN FRANCISCO","SAN FRANCISCO","CA","94115","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
165,"050077","SCRIPPS MERCY HOSPITAL","4077 5TH AVE","SAN DIEGO","SAN DIEGO","CA","92103","0.9825","8 out of 10","8","8 out of 9","8 out of 10"
166,"050078","PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO","1300 W 7TH ST","SAN PEDRO","LOS ANGELES","CA","90732","0.9811","8 out of 10","8","4 out of 9","8 out of 10"
167,"050079","DOCTORS MEDICAL CENTER-SAN PABLO","2000 VALE RD","SAN PABLO","CONTRA COSTA","CA","94806","0.8519","0 out of 10","5","5 out of 9","5 out of 10"
168,"050082","ST JOHNS REGIONAL MEDICAL CENTER","1600 N ROSE AVE","OXNARD","VENTURA","CA","93030","0.9535","5 out of 10","5","2 out of 9","5 out of 10"
169,"050084","ST JOSEPHS MED CENTER OF STOCKTON","1800 N CALIFORNIA ST","STOCKTON","SAN JOAQUIN","CA","95204","0.9450","4 out of 10","5","5 out of 9","5 out of 10"
170,"050089","COMMUNITY HOSPITAL OF SAN BERNARDINO","1805 MEDICAL CENTER DRIVE","SAN BERNARDINO","SAN BERNARDINO","CA","92411","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
171,"050090","SONOMA VALLEY HOSPITAL","347 ANDRIEUX ST","SONOMA","SONOMA","CA","95476","0.9444","4 out of 10","4","0 out of 9","4 out of 10"
172,"050091","COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSON AVE","HUNTINGTON PARK","LOS ANGELES","CA","90255","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
173,"050093","SAINT AGNES MEDICAL CENTER","1303 E HERNDON AVE","FRESNO","FRESNO","CA","93710","0.9700","7 out of 10","7","6 out of 9","7 out of 10"
174,"050099","SAN ANTONIO COMMUNITY HOSPITAL","999 SAN BERNARDINO RD","UPLAND","SAN BERNARDINO","CA","91786","0.9600","6 out of 10","6","6 out of 9","6 out of 10"
175,"050100","SHARP MEMORIAL HOSPITAL","7901 FROST ST","SAN DIEGO","SAN DIEGO","CA","92123","0.9147","1 out of 10","4","4 out of 9","4 out of 10"
176,"050101","SUTTER SOLANO MEDICAL CENTER","300 HOSPITAL DR","VALLEJO","SOLANO","CA","94589","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
177,"050102","PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER","3865 JACKSON STREET","RIVERSIDE","RIVERSIDE","CA","92503","0.3077","0 out of 10","0","0 out of 9","0 out of 10"
178,"050103","WHITE MEMORIAL MEDICAL CENTER","1720 E CESAR AVENUE","LOS ANGELES","LOS ANGELES","CA","90033","0.9732","7 out of 10","7","4 out of 9","7 out of 10"
179,"050104","SAINT FRANCIS MEDICAL CENTER","3630 EAST IMPERIAL HIGHWAY","LYNWOOD","LOS ANGELES","CA","90262","0.9726","7 out of 10","7","4 out of 9","7 out of 10"
180,"050107","MARIAN REGIONAL MEDICAL CENTER","1400 E CHURCH ST","SANTA MARIA","SANTA BARBARA","CA","93454","0.9615","6 out of 10","6","2 out of 9","6 out of 10"
181,"050108","SUTTER GENERAL HOSPITAL","2801 L STREET","SACRAMENTO","SACRAMENTO","CA","95816","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
182,"050110","LOMPOC VALLEY MEDICAL CENTER","1515 E OCEAN AVENUE","LOMPOC","SANTA BARBARA","CA","93436","0.9032","0 out of 10","6","6 out of 9","6 out of 10"
183,"050112","SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL","1250 16TH STREET","SANTA MONICA","LOS ANGELES","CA","90404","0.7754","0 out of 10","3","3 out of 9","3 out of 10"
184,"050113","SAN MATEO MEDICAL CENTER","222 W 39TH AVE","SAN MATEO","SAN MATEO","CA","94403","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
185,"050115","PALOMAR HEALTH DOWNTOWN CAMPUS","555 E VALLEY PARKWAY","ESCONDIDO","SAN DIEGO","CA","92025","0.9882","8 out of 10","8","8 out of 9","8 out of 10"
186,"050116","NORTHRIDGE HOSPITAL MEDICAL CENTER","18300 ROSCOE BLVD","NORTHRIDGE","LOS ANGELES","CA","91325","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
187,"050118","DOCTORS HOSPITAL OF MANTECA","1205 E NORTH ST","MANTECA","SAN JOAQUIN","CA","95336","0.9583","5 out of 10","5","0 out of 9","5 out of 10"
188,"050121","ADVENTIST MEDICAL CENTER","115 MALL DRIVE","HANFORD","KINGS","CA","93230","0.9310","3 out of 10","3","0 out of 9","3 out of 10"
189,"050122","DAMERON HOSPITAL","525 WEST ACACIA STREET","STOCKTON","SAN JOAQUIN","CA","95203","0.9823","8 out of 10","8","0 out of 9","8 out of 10"
190,"050124","VERDUGO HILLS HOSPITAL","1812 VERDUGO BLVD","GLENDALE","LOS ANGELES","CA","91209","0.7222","0 out of 10","0","0 out of 9","0 out of 10"
191,"050125","REGIONAL MEDICAL CENTER OF SAN JOSE","225 N JACKSON AVENUE","SAN JOSE","SANTA CLARA","CA","95116","0.9872","8 out of 10","8","6 out of 9","8 out of 10"
192,"010001","SOUTHEAST ALABAMA MEDICAL CENTER","1108 ROSS CLARK CIRCLE","DOTHAN","HOUSTON","AL","36301","0.8971","0 out of 10","3","3 out of 9","3 out of 10"
193,"010005","MARSHALL MEDICAL CENTER SOUTH","2505 U S HIGHWAY 431 NORTH","BOAZ","MARSHALL","AL","35957","0.8675","0 out of 10","5","5 out of 9","5 out of 10"
194,"010006","ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","LAUDERDALE","AL","35631","0.8667","0 out of 10","0","0 out of 9","0 out of 10"
195,"010007","MIZELL MEMORIAL HOSPITAL","702 N MAIN ST","OPP","COVINGTON","AL","36467","0.7143","0 out of 10","0","0 out of 9","0 out of 10"
196,"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","JEFFERSON","AL","35235","0.9951","9 out of 10","9","9 out of 9","9 out of 10"
197,"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","DE KALB","AL","35968","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
198,"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","SHELBY","AL","35007","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
199,"010019","HELEN KELLER MEMORIAL HOSPITAL","1300 SOUTH MONTGOMERY AVENUE","SHEFFIELD","COLBERT","AL","35660","0.9455","4 out of 10","4","0 out of 9","4 out of 10"
200,"010021","DALE MEDICAL CENTER","126 HOSPITAL AVE","OZARK","DALE","AL","36360","0.9545","5 out of 10","7","7 out of 9","7 out of 10"
201,"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","MONTGOMERY","AL","36116","0.9912","9 out of 10","9","0 out of 9","9 out of 10"
202,"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","MONTGOMERY","AL","36106","0.9331","3 out of 10","7","7 out of 9","7 out of 10"
203,"010025","GEORGE H. LANIER MEMORIAL HOSPITAL","4800 48TH ST","VALLEY","CHAMBERS","AL","36854","0.7283","0 out of 10","4","4 out of 9","4 out of 10"
204,"010029","EAST ALABAMA MEDICAL CENTER AND SNF","2000 PEPPERELL PARKWAY","OPELIKA","LEE","AL","36801","0.9487","4 out of 10","4","2 out of 9","4 out of 10"
205,"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","JEFFERSON","AL","35233","0.8828","0 out of 10","6","6 out of 9","6 out of 10"
206,"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","ELMORE","AL","36078","0.9032","0 out of 10","0","0 out of 9","0 out of 10"
207,"010035","CULLMAN REGIONAL MEDICAL CENTER","1912 ALABAMA HIGHWAY 157","CULLMAN","CULLMAN","AL","35058","0.9847","8 out of 10","8","7 out of 9","8 out of 10"
208,"010036","ANDALUSIA REGIONAL HOSPITAL","849 SOUTH THREE NOTCH STREET","ANDALUSIA","COVINGTON","AL","36420","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
209,"010038","STRINGFELLOW MEMORIAL HOSPITAL","301 EAST 18TH ST","ANNISTON","CALHOUN","AL","36201","0.9438","4 out of 10","4","3 out of 9","4 out of 10"
210,"010039","HUNTSVILLE HOSPITAL","101 SIVLEY RD","HUNTSVILLE","MADISON","AL","35801","0.9289","3 out of 10","3","3 out of 9","3 out of 10"
211,"010040","GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE","GADSDEN","ETOWAH","AL","35903","0.8528","0 out of 10","4","4 out of 9","4 out of 10"
212,"010045","FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","FAYETTE","AL","35555","0.9600","6 out of 10","6","5 out of 9","6 out of 10"
213,"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","ETOWAH","AL","35901","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
214,"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","COFFEE","AL","36330","0.9714","7 out of 10","7","1 out of 9","7 out of 10"
215,"010050","ST VINCENTS BLOUNT","150 GILBREATH DRIVE","ONEONTA","BLOUNT","AL","35121","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
216,"010054","PARKWAY MEDICAL CENTER","1874 BELTLINE RD SW","DECATUR","MORGAN","AL","35601","0.9697","7 out of 10","7","0 out of 9","7 out of 10"
217,"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","HOUSTON","AL","36305","0.9944","9 out of 10","9","8 out of 9","9 out of 10"
218,"010056","ST VINCENT'S BIRMINGHAM","810 ST VINCENT'S DRIVE","BIRMINGHAM","JEFFERSON","AL","35205","0.9728","7 out of 10","7","7 out of 9","7 out of 10"
219,"010061","HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","SCOTTSBORO","JACKSON","AL","35768","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
220,"010062","WIREGRASS MEDICAL CENTER","1200 W MAPLE AVENUE","GENEVA","GENEVA","AL","36340","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
221,"010065","RUSSELL HOSPITAL","3316 HIGHWAY 280","ALEXANDER CITY","TALLAPOOSA","AL","35010","0.9524","5 out of 10","5","2 out of 9","5 out of 10"
222,"010069","MEDICAL CENTER BARBOUR","820 W WASHINGTON ST","EUFAULA","BARBOUR","AL","36027","0.9070","0 out of 10","8","8 out of 9","8 out of 10"
223,"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","400 EAST 10TH STREET","ANNISTON","CALHOUN","AL","36207","0.9051","0 out of 10","0","0 out of 9","0 out of 10"
224,"010079","ATHENS-LIMESTONE HOSPITAL","700 WEST MARKET STREET","ATHENS","LIMESTONE","AL","35611","0.8305","0 out of 10","4","4 out of 9","4 out of 10"
225,"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","1613 NORTH MCKENZIE STREET","FOLEY","BALDWIN","AL","36535","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
226,"010085","DECATUR GENERAL HOSPITAL","1201 7TH STREET SE","DECATUR","MORGAN","AL","35609","0.9826","8 out of 10","8","0 out of 9","8 out of 10"
227,"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","MARION","AL","35594","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
228,"010087","UNIV OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","MOBILE","AL","36617","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
229,"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","WALKER","AL","35502","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
230,"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","MOBILE","AL","36608","0.9542","5 out of 10","7","7 out of 9","7 out of 10"
231,"010092","D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST","TUSCALOOSA","TUSCALOOSA","AL","35401","0.9337","3 out of 10","5","5 out of 9","5 out of 10"
232,"010099","D W MCMILLAN MEMORIAL HOSPITAL","1301 BELLEVILLE AVENUE","BREWTON","ESCAMBIA","AL","36426","0.7931","0 out of 10","0","0 out of 9","0 out of 10"
233,"010100","THOMAS HOSPITAL","750 MORPHY AVENUE","FAIRHOPE","BALDWIN","AL","36532","0.9857","8 out of 10","8","8 out of 9","8 out of 10"
234,"010101","CITIZENS BAPTIST MEDICAL CENTER","604 STONE AVENUE","TALLADEGA","TALLADEGA","AL","35161","0.9286","3 out of 10","3","0 out of 9","3 out of 10"
235,"010103","BAPTIST MEDICAL CENTER-PRINCETON","701 PRINCETON AVENUE SOUTHWEST","BIRMINGHAM","JEFFERSON","AL","35211","0.8693","0 out of 10","0","0 out of 9","0 out of 10"
236,"010104","TRINITY MEDICAL CENTER","800 MONTCLAIR RD","BIRMINGHAM","JEFFERSON","AL","35213","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
237,"010108","PRATTVILLE BAPTIST HOSPITAL","124 S MEMORIAL DR","PRATTVILLE","AUTAUGA","AL","36067","0.9855","8 out of 10","8","8 out of 9","8 out of 10"
238,"010109","PICKENS COUNTY MEDICAL CENTER","241 ROBERT K WILSON","CARROLLTON","PICKENS","AL","35447","0.9231","2 out of 10","2","0 out of 9","2 out of 10"
239,"010112","BRYAN W WHITFIELD MEM HOSP INC","105 HIGHWAY 80 EAST","DEMOPOLIS","MARENGO","AL","36732","0.8364","0 out of 10","2","2 out of 9","2 out of 10"
240,"010113","MOBILE INFIRMARY","5 MOBILE INFIRMARY CIRCLE","MOBILE","MOBILE","AL","36652","0.8906","0 out of 10","6","6 out of 9","6 out of 10"
241,"050126","VALLEY PRESBYTERIAN HOSPITAL","15107 VANOWEN ST","VAN NUYS","LOS ANGELES","CA","91406","0.9293","3 out of 10","8","8 out of 9","8 out of 10"
242,"050127","WOODLAND MEMORIAL HOSPITAL","1325 COTTONWOOD STREET","WOODLAND","YOLO","CA","95695","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
243,"050128","TRI-CITY MEDICAL CENTER","4002 VISTA WAY","OCEANSIDE","SAN DIEGO","CA","92056","0.9657","6 out of 10","6","0 out of 9","6 out of 10"
244,"050129","ST BERNARDINE MEDICAL CENTER","2101 N WATERMAN AVE","SAN BERNARDINO","SAN BERNARDINO","CA","92404","0.9358","3 out of 10","5","5 out of 9","5 out of 10"
245,"050131","NOVATO COMMUNITY HOSPITAL","180 ROWLAND WAY","NOVATO","MARIN","CA","94945","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
246,"050132","SAN GABRIEL VALLEY MEDICAL CENTER","438 W LAS TUNAS DRIVE","SAN GABRIEL","LOS ANGELES","CA","91776","0.9923","9 out of 10","9","0 out of 9","9 out of 10"
247,"050133","RIDEOUT MEMORIAL HOSPITAL","726 4TH ST","MARYSVILLE","YUBA","CA","95901","0.7424","0 out of 10","0","0 out of 9","0 out of 10"
248,"050136","PETALUMA VALLEY HOSPITAL","400 N MCDOWELL BLVD","PETALUMA","SONOMA","CA","94954","0.9750","7 out of 10","7","0 out of 9","7 out of 10"
249,"050137","KAISER FOUNDATION HOSPITAL - PANORAMA CITY","13652 CANTARA ST","PANORAMA CITY","LOS ANGELES","CA","91402","0.9786","7 out of 10","7","0 out of 9","7 out of 10"
250,"050138","KAISER FOUNDATION HOSPITAL - LOS ANGELES","4867 SUNSET BLVD","LOS ANGELES","LOS ANGELES","CA","90027","0.9697","7 out of 10","7","3 out of 9","7 out of 10"
251,"050139","KAISER FOUNDATION HOSPITAL - DOWNEY","9333 IMPERIAL HIGHWAY","DOWNEY","LOS ANGELES","CA","90242","0.9859","8 out of 10","8","6 out of 9","8 out of 10"
252,"050140","KAISER FOUNDATION HOSPITAL FONTANA","9961 SIERRA AVE","FONTANA","SAN BERNARDINO","CA","92335","0.9913","9 out of 10","9","8 out of 9","9 out of 10"
253,"050145","COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA","23625 W R HOLMAN HIGHWAY","MONTEREY","MONTEREY","CA","93940","0.8741","0 out of 10","0","0 out of 9","0 out of 10"
254,"050149","CALIFORNIA HOSPITAL MEDICAL CENTER LA","1401 SOUTH GRAND AVENUE","LOS ANGELES","LOS ANGELES","CA","90015","0.9507","5 out of 10","5","0 out of 9","5 out of 10"
255,"050150","SIERRA NEVADA MEMORIAL HOSPITAL","155 GLASSON WAY","GRASS VALLEY","NEVADA","CA","95945","0.9836","8 out of 10","8","0 out of 9","8 out of 10"
256,"050152","SAINT FRANCIS MEMORIAL HOSPITAL","900 HYDE ST","SAN FRANCISCO","SAN FRANCISCO","CA","94109","0.9123","1 out of 10","1","0 out of 9","1 out of 10"
257,"050153","O'CONNOR HOSPITAL","2105 FOREST AVENUE","SAN JOSE","SANTA CLARA","CA","95128","0.9769","7 out of 10","7","0 out of 9","7 out of 10"
258,"050159","VENTURA COUNTY MEDICAL CENTER","3291 LOMA VISTA RD","VENTURA","VENTURA","CA","93003","0.9492","5 out of 10","5","0 out of 9","5 out of 10"
259,"050167","SAN JOAQUIN GENERAL HOSPITAL","500 W HOSPITAL ROAD","FRENCH CAMP","SAN JOAQUIN","CA","95231","0.9583","5 out of 10","6","6 out of 9","6 out of 10"
260,"050168","ST JUDE MEDICAL CENTER","101 E VALENCIA MESA DRIVE","FULLERTON","ORANGE","CA","92835","0.9481","4 out of 10","4","0 out of 9","4 out of 10"
261,"050169","PRESBYTERIAN INTERCOMMUNITY HOSPITAL","12401 E WASHINGTON BLVD","WHITTIER","LOS ANGELES","CA","90602","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
262,"050174","SANTA ROSA MEMORIAL HOSPITAL","1165 MONTGOMERY DR","SANTA ROSA","SONOMA","CA","95405","0.9868","8 out of 10","8","8 out of 9","8 out of 10"
263,"050179","EMANUEL MEDICAL CENTER INC","825 DELBON AVE","TURLOCK","STANISLAUS","CA","95382","0.9583","5 out of 10","5","3 out of 9","5 out of 10"
264,"050180","JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS","1601 YGNACIO VALLEY RD","WALNUT CREEK","CONTRA COSTA","CA","94598","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
265,"050189","GEORGE L MEE MEMORIAL HOSPITAL","300 CANAL STREET","KING CITY","MONTEREY","CA","93930","0.1429","0 out of 10","0","0 out of 9","0 out of 10"
266,"050191","ST MARY MEDICAL CENTER","1050 LINDEN AVE","LONG BEACH","LOS ANGELES","CA","90813","0.9804","8 out of 10","8","0 out of 9","8 out of 10"
267,"050192","ADVENTIST MEDICAL CENTER - REEDLEY","372 W CYPRESS AVE","REEDLEY","FRESNO","CA","93654","0.4545","0 out of 10","4","4 out of 9","4 out of 10"
268,"050194","WATSONVILLE COMMUNITY HOSPITAL","75 NIELSON STREET","WATSONVILLE","SANTA CRUZ","CA","95076","0.9884","8 out of 10","8","0 out of 9","8 out of 10"
269,"050195","WASHINGTON HOSPITAL","2000 MOWRY AVE","FREMONT","ALAMEDA","CA","94538","0.9871","8 out of 10","8","8 out of 9","8 out of 10"
270,"050197","SEQUOIA HOSPITAL","170 ALAMEDA DE LAS PULGAS","REDWOOD CITY","SAN MATEO","CA","94062","0.9556","5 out of 10","5","0 out of 9","5 out of 10"
271,"050204","PALMDALE REGIONAL MEDICAL CENTER","38600 MEDICAL CENTER DRIVE","PALMDALE","LOS ANGELES","CA","93552","0.9915","9 out of 10","9","7 out of 9","9 out of 10"
272,"050211","ALAMEDA HOSPITAL","2070 CLINTON AVE","ALAMEDA","ALAMEDA","CA","94501","0.7385","0 out of 10","0","0 out of 9","0 out of 10"
273,"050222","SHARP CHULA VISTA MEDICAL CENTER","751 MEDICAL CENTER COURT","CHULA VISTA","SAN DIEGO","CA","91911","0.9688","6 out of 10","6","4 out of 9","6 out of 10"
274,"050224","HOAG MEMORIAL HOSPITAL PRESBYTERIAN","ONE HOAG DRIVE","NEWPORT BEACH","ORANGE","CA","92663","0.9438","4 out of 10","4","0 out of 9","4 out of 10"
275,"050225","FEATHER RIVER HOSPITAL","5974 PENTZ ROAD","PARADISE","BUTTE","CA","95969","0.8939","0 out of 10","3","3 out of 9","3 out of 10"
276,"050226","AHMC ANAHEIM REGIONAL MEDICAL CENTER","1111 W LA PALMA AVENUE","ANAHEIM","ORANGE","CA","92801","0.8125","0 out of 10","0","0 out of 9","0 out of 10"
277,"050228","SAN FRANCISCO GENERAL HOSPITAL","1001 POTRERO AVENUE","SAN FRANCISCO","SAN FRANCISCO","CA","94110","0.9162","1 out of 10","1","0 out of 9","1 out of 10"
278,"050230","GARDEN GROVE HOSPITAL & MEDICAL CENTER","12601 GARDEN GROVE BLVD","GARDEN GROVE","ORANGE","CA","92843","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
279,"050231","POMONA VALLEY HOSPITAL MEDICAL CENTER","1798 N GAREY AVE","POMONA","LOS ANGELES","CA","91767","0.9043","0 out of 10","0","0 out of 9","0 out of 10"
280,"050232","FRENCH HOSPITAL MEDICAL CENTER","1911 JOHNSON AVE","SAN LUIS OBISPO","SAN LUIS OBISPO","CA","93401","0.9324","3 out of 10","3","0 out of 9","3 out of 10"
281,"050234","SHARP CORONADO HOSPITAL AND HLTHCR CTR","250 PROSPECT PLACE","CORONADO","SAN DIEGO","CA","92118","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
282,"050235","PROVIDENCE SAINT JOSEPH MEDICAL CTR","501 SOUTH BUENA VISTA","BURBANK","LOS ANGELES","CA","91505","0.9218","2 out of 10","2","0 out of 9","2 out of 10"
283,"050236","SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES","2975 N SYCAMORE DR","SIMI VALLEY","VENTURA","CA","93065","0.8961","0 out of 10","6","6 out of 9","6 out of 10"
284,"050238","METHODIST HOSPITAL OF SOUTHERN CA","300 W HUNTINGTON DR","ARCADIA","LOS ANGELES","CA","91006","0.9916","9 out of 10","9","8 out of 9","9 out of 10"
