"State","Diagnosis Related Group ID","Diagnosis Related Group Name","Number Of Cases"
"PA","191","Chronic obstructive pulmonary disease w CC","6314"
"PR","191","Chronic obstructive pulmonary disease w CC","420"
"RI","191","Chronic obstructive pulmonary disease w CC","518"
"SC","191","Chronic obstructive pulmonary disease w CC","2172"
"SD","191","Chronic obstructive pulmonary disease w CC","327"
"TN","191","Chronic obstructive pulmonary disease w CC","4210"
"TX","191","Chronic obstructive pulmonary disease w CC","9016"
"UT","191","Chronic obstructive pulmonary disease w CC","214"
"VA","191","Chronic obstructive pulmonary disease w CC","3846"
"VI","191","Chronic obstructive pulmonary disease w CC","*"
"VT","191","Chronic obstructive pulmonary disease w CC","231"
"WA","191","Chronic obstructive pulmonary disease w CC","1375"
"WI","191","Chronic obstructive pulmonary disease w CC","1655"
"WV","191","Chronic obstructive pulmonary disease w CC","2220"
"WY","191","Chronic obstructive pulmonary disease w CC","160"
"AK","193","Simple pneumonia and pleurisy w MCC","91"
"AL","193","Simple pneumonia and pleurisy w MCC","2967"
"AR","193","Simple pneumonia and pleurisy w MCC","1725"
"AS","193","Simple pneumonia and pleurisy w MCC","*"
"AZ","193","Simple pneumonia and pleurisy w MCC","2052"
"CA","193","Simple pneumonia and pleurisy w MCC","9333"
"CO","193","Simple pneumonia and pleurisy w MCC","1201"
"CT","193","Simple pneumonia and pleurisy w MCC","1948"
"DC","193","Simple pneumonia and pleurisy w MCC","254"
"DE","193","Simple pneumonia and pleurisy w MCC","738"
"FL","193","Simple pneumonia and pleurisy w MCC","8116"
"GA","193","Simple pneumonia and pleurisy w MCC","3973"
"GU","193","Simple pneumonia and pleurisy w MCC","24"
"HI","193","Simple pneumonia and pleurisy w MCC","280"
"IA","193","Simple pneumonia and pleurisy w MCC","1711"
"ID","193","Simple pneumonia and pleurisy w MCC","387"
"IL","193","Simple pneumonia and pleurisy w MCC","5960"
"IN","193","Simple pneumonia and pleurisy w MCC","3878"
"KS","193","Simple pneumonia and pleurisy w MCC","1336"
"KY","193","Simple pneumonia and pleurisy w MCC","3831"
"LA","193","Simple pneumonia and pleurisy w MCC","2120"
"MA","193","Simple pneumonia and pleurisy w MCC","3258"
"MD","193","Simple pneumonia and pleurisy w MCC","1801"
"ME","193","Simple pneumonia and pleurisy w MCC","711"
"MI","193","Simple pneumonia and pleurisy w MCC","4691"
"MN","193","Simple pneumonia and pleurisy w MCC","1479"
"MO","193","Simple pneumonia and pleurisy w MCC","3957"
"MP","193","Simple pneumonia and pleurisy w MCC","*"
"MS","193","Simple pneumonia and pleurisy w MCC","1687"
"MT","193","Simple pneumonia and pleurisy w MCC","392"
"NC","193","Simple pneumonia and pleurisy w MCC","5426"
"ND","193","Simple pneumonia and pleurisy w MCC","411"
"NE","193","Simple pneumonia and pleurisy w MCC","742"
"NH","193","Simple pneumonia and pleurisy w MCC","627"
"NJ","193","Simple pneumonia and pleurisy w MCC","3563"
"NM","193","Simple pneumonia and pleurisy w MCC","682"
"NV","193","Simple pneumonia and pleurisy w MCC","890"
"NY","193","Simple pneumonia and pleurisy w MCC","6388"
"OH","193","Simple pneumonia and pleurisy w MCC","6386"
"OK","193","Simple pneumonia and pleurisy w MCC","1859"
"OR","193","Simple pneumonia and pleurisy w MCC","895"
"PA","193","Simple pneumonia and pleurisy w MCC","5642"
"PR","193","Simple pneumonia and pleurisy w MCC","349"
"RI","193","Simple pneumonia and pleurisy w MCC","358"
"SC","193","Simple pneumonia and pleurisy w MCC","2310"
"SD","193","Simple pneumonia and pleurisy w MCC","366"
"TN","193","Simple pneumonia and pleurisy w MCC","4350"
"TX","193","Simple pneumonia and pleurisy w MCC","9914"
"UT","193","Simple pneumonia and pleurisy w MCC","572"
"VA","193","Simple pneumonia and pleurisy w MCC","3884"
"VI","193","Simple pneumonia and pleurisy w MCC","13"
"VT","193","Simple pneumonia and pleurisy w MCC","296"
"WA","193","Simple pneumonia and pleurisy w MCC","2137"
"WI","193","Simple pneumonia and pleurisy w MCC","1791"
"WV","193","Simple pneumonia and pleurisy w MCC","1321"
"WY","193","Simple pneumonia and pleurisy w MCC","187"
"AK","637","Diabetes w MCC","11"
"AL","637","Diabetes w MCC","475"
"AR","637","Diabetes w MCC","237"
"AZ","637","Diabetes w MCC","305"
"CA","637","Diabetes w MCC","1682"
"CO","637","Diabetes w MCC","162"
"CT","637","Diabetes w MCC","231"
"DC","637","Diabetes w MCC","78"
"DE","637","Diabetes w MCC","96"
"FL","637","Diabetes w MCC","1442"
"GA","637","Diabetes w MCC","686"
"GU","637","Diabetes w MCC","*"
"HI","637","Diabetes w MCC","63"
"IA","637","Diabetes w MCC","166"
"ID","637","Diabetes w MCC","57"
"IL","637","Diabetes w MCC","1019"
"IN","637","Diabetes w MCC","582"
"KS","637","Diabetes w MCC","152"
"KY","637","Diabetes w MCC","402"
"LA","637","Diabetes w MCC","362"
"MA","637","Diabetes w MCC","485"
"MD","637","Diabetes w MCC","407"
"ME","637","Diabetes w MCC","71"
"MI","637","Diabetes w MCC","1009"
"MN","637","Diabetes w MCC","214"
"MO","637","Diabetes w MCC","550"
"MP","637","Diabetes w MCC","*"
"MS","637","Diabetes w MCC","387"
"MT","637","Diabetes w MCC","43"
"NC","637","Diabetes w MCC","1001"
"ND","637","Diabetes w MCC","51"
"NE","637","Diabetes w MCC","47"
"NH","637","Diabetes w MCC","53"
"NJ","637","Diabetes w MCC","751"
"NM","637","Diabetes w MCC","133"
"NV","637","Diabetes w MCC","120"
"NY","637","Diabetes w MCC","1308"
"OH","637","Diabetes w MCC","1037"
"OK","637","Diabetes w MCC","338"
"OR","637","Diabetes w MCC","153"
"PA","637","Diabetes w MCC","890"
"PR","637","Diabetes w MCC","62"
"RI","637","Diabetes w MCC","67"
"SC","637","Diabetes w MCC","417"
"SD","637","Diabetes w MCC","49"
"TN","637","Diabetes w MCC","603"
"TX","637","Diabetes w MCC","1591"
"UT","637","Diabetes w MCC","105"
"VA","637","Diabetes w MCC","632"
"VI","637","Diabetes w MCC","*"
"VT","637","Diabetes w MCC","24"
"WA","637","Diabetes w MCC","347"
"WI","637","Diabetes w MCC","283"
"WV","637","Diabetes w MCC","210"
"WY","637","Diabetes w MCC","12"
"AK","313","Chest Pain","98"
"AL","313","Chest Pain","1601"
"AR","313","Chest Pain","1137"
"AZ","313","Chest Pain","1284"
"CA","313","Chest Pain","7774"
"CO","313","Chest Pain","944"
"CT","313","Chest Pain","1499"
"DC","313","Chest Pain","305"
"DE","313","Chest Pain","224"
"FL","313","Chest Pain","8744"
"GA","313","Chest Pain","2310"
"GU","313","Chest Pain","*"
"HI","313","Chest Pain","95"
"IA","313","Chest Pain","719"
"ID","313","Chest Pain","127"
"IL","313","Chest Pain","6217"
"IN","313","Chest Pain","2840"
"KS","313","Chest Pain","622"
"KY","313","Chest Pain","2787"
"LA","313","Chest Pain","1602"
"MA","313","Chest Pain","1833"
"MD","313","Chest Pain","2282"
"ME","313","Chest Pain","215"
"MI","313","Chest Pain","4771"
"MN","313","Chest Pain","1414"
"MO","313","Chest Pain","2264"
"MP","313","Chest Pain","13"
"MS","313","Chest Pain","1484"
"MT","313","Chest Pain","110"
"NC","313","Chest Pain","4270"
"ND","313","Chest Pain","157"
"NE","313","Chest Pain","432"
"NH","313","Chest Pain","195"
"NJ","313","Chest Pain","3137"
"NM","313","Chest Pain","489"
"NV","313","Chest Pain","622"
"NY","313","Chest Pain","10409"
"OH","313","Chest Pain","5430"
"OK","313","Chest Pain","1971"
"OR","313","Chest Pain","520"
"PA","313","Chest Pain","3602"
"PR","313","Chest Pain","46"
"RI","313","Chest Pain","117"
"SC","313","Chest Pain","1611"
"SD","313","Chest Pain","273"
"TN","313","Chest Pain","1916"
"TX","313","Chest Pain","8067"
"UT","313","Chest Pain","290"
"VA","313","Chest Pain","3476"
"VI","313","Chest Pain","17"
"VT","313","Chest Pain","25"
"WA","313","Chest Pain","1531"
"WI","313","Chest Pain","1488"
"WV","313","Chest Pain","1423"
"WY","313","Chest Pain","114"
"AK","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","*"
"AL","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","121"
"AR","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","72"
"AZ","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","73"
"CA","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","393"
"CO","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","58"
"CT","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","39"
"DC","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","28"
"DE","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","32"
"FL","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","329"
"GA","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","99"
"HI","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","14"
"IA","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","48"
"ID","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","46"
"IL","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","175"
"IN","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","146"
"KS","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","47"
"KY","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","100"
"LA","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","107"
"MA","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","112"
"MD","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","66"
"ME","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","11"
"MI","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","218"
"MN","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","75"
"MO","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","140"
"MS","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","62"
"MT","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","43"
"NC","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","164"
"ND","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","37"
"NE","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","38"
"NH","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","35"
"NJ","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","175"
"NM","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","20"
"NV","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","22"
"NY","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","242"
"OH","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","173"
"OK","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","52"
"OR","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","49"
"PA","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","166"
"PR","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","11"
"RI","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","*"
"SC","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","83"
"SD","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","26"
"TN","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","138"
"TX","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","283"
"UT","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","42"
"VA","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","174"
"VT","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","12"
"WA","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","89"
"WI","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","90"
"WV","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","33"
"WY","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","*"
"AK","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","25"
"AL","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","293"
"AR","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","169"
"AZ","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","298"
"CA","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","1338"
"CO","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","154"
"CT","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","236"
"DC","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","76"
"DE","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","47"
"FL","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","1211"
"GA","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","529"
"HI","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","41"
"IA","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","161"
"ID","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","37"
"IL","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","792"
"IN","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","393"
"KS","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","166"
"KY","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","279"
"LA","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","220"
"MA","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","478"
"MD","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","270"
"ME","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","67"
"MI","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","617"
"MN","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","371"
"MO","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","560"
"MS","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","116"
"MT","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","68"
"NC","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","581"
"ND","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","37"
"NE","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","153"
