"Provider Number","Hospital Name","Address1","Address2","Address3","City","State","ZIP Code","County Name","Phone Number","Hospital Type","Hospital Owner","Accreditation","Emergency Service"
"030060","COBRE VALLEY COMMUNITY HOSPITAL","5880 S HOSPITAL DRIVE",,,"CLAYPOOL                      ","AZ","85532","GILA","9284253261","Acute Care Hospitals","Proprietary","No","Yes"
"030061","SUN HEALTH BOSWELL HOSPITAL","10401 WEST THUNDERBIRD BLVD",,,"SUN CITY                      ","AZ","85351","MARICOPA","6239777211","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"030062","NAVAPACHE REGIONAL MEDICAL CENTER","2200 SHOW LOW LAKE RD",,,"SHOW LOW                      ","AZ","85901","NAVAJO","9285374375","Acute Care Hospitals","Voluntary non-profit - Private","No","Yes"
"030064","UNIVERSITY MEDICAL CENTER","1501 NORTH CAMPBELL AVENUE",,,"TUCSON                        ","AZ","85724","PIMA","5206940111","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"030065","BANNER DESERT MEDICAL CENTER","1400 SOUTH  DOBSON ROAD",,,"MESA                          ","AZ","85202","MARICOPA","4805123000","Acute Care Hospitals","Voluntary non-profit - Private","No","Yes"
"030067","LA PAZ REGIONAL HOSPITAL","1200 MOHAVE ROAD",,,"PARKER                        ","AZ","85344","LA PAZ","9286697300","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"030068","MT GRAHAM REGIONAL MEDICAL CENTER","1600 20TH AVE",,,"SAFFORD                       ","AZ","85546","GRAHAM","9283484000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"030069","HAVASU REGIONAL MEDICAL CENTER","101 CIVIC CENTER LANE",,,"LAKE HAVASU CITY              ","AZ","86403","MOHAVE","9288558185","Acute Care Hospitals","Proprietary","Yes","Yes"
"030071","FORT DEFIANCE INDIAN HOSPITAL","PO BOX 649",,,"FORT DEFIANCE                 ","AZ","86504","APACHE","9287298000","Acute Care Hospitals","Government - Federal","No","Yes"
"030073","TUBA CITY REGIONAL HEALTH CARE CORPORATION","PO BOX 600",,,"TUBA CITY                     ","AZ","86045","COCONINO","9282832501","Acute Care Hospitals","Government - Federal","Yes","Yes"
"030074","SELLS INDIAN HEALTH SERVICE HOSPITAL","PO BOX 548",,,"SELLS                         ","AZ","85634","PIMA","5203837200","Acute Care Hospitals","Government - Federal","Yes","Yes"
"030077","PHS INDIAN HOSPITAL-SAN CARLOS","PO BOX 208",,,"SAN CARLOS                    ","AZ","85550","GILA","9284752371","Acute Care Hospitals","Government - Federal","Yes","Yes"
"030078","PHOENIX INDIAN MEDICAL CENTER","4212 N 16TH ST",,,"PHOENIX                       ","AZ","85016","MARICOPA","6022631200","Acute Care Hospitals","Government - Federal","Yes","Yes"
"030080","EL DORADO HOSPITAL - CLOSING","1400 NORTH WILMOT ROAD",,,"TUCSON                        ","AZ","85712","PIMA","5208866361","Acute Care Hospitals","Proprietary","Yes","Yes"
"030083","PARADISE VALLEY HOSPITAL","3929 E BELL RD",,,"PHOENIX                       ","AZ","85032","MARICOPA","6029235000","Acute Care Hospitals","Proprietary","Yes","Yes"
"030084","CHINLE COMPREHENSIVE CARE FACILITY","PO BOX PH",,,"CHINLE                        ","AZ","86503","APACHE","9286747040","Acute Care Hospitals","Government - Federal","Yes","Yes"
"030085","NORTHWEST MEDICAL CENTER","6200 NORTH LA CHOLLA BOULEVARD",,,"TUCSON                        ","AZ","85741","PIMA","5207429000","Acute Care Hospitals","Proprietary","Yes","Yes"
"030087","SCOTTSDALE HEALTHCARE-SHEA","9003 E SHEA BLVD",,,"SCOTTSDALE                    ","AZ","85260","MARICOPA","4803233000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"030088","BANNER BAYWOOD MEDICAL CENTER","6644 EAST BAYWOOD AVENUE",,,"MESA                          ","AZ","85206","MARICOPA","4809812000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"030089","BANNER THUNDERBIRD MEDICAL CENTER","5555 W THUNDERBIRD RD",,,"GLENDALE                      ","AZ","85306","MARICOPA","6028655555","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"030092","JOHN C LINCOLN DEER VALLEY HOSPITAL","19829 N 27TH AVENUE",,,"PHOENIX                       ","AZ","85027","MARICOPA","6238795255","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"030093","SUN HEALTH DEL E WEBB HOSPITAL","14502 W MEEKER BLVD",,,"SUN CITY WEST                 ","AZ","85375","MARICOPA","6232144000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"030094","ARROWHEAD HOSPITAL","18701 N 67TH AVE",,,"GLENDALE                      ","AZ","85308","MARICOPA","6235611000","Acute Care Hospitals","Proprietary","Yes","Yes"
"030099","WHITE MOUNTAIN REGIONAL MEDICAL CENTER","118 SOUTH MOUNTAIN AVE",,,"SPRINGERVILLE                 ","AZ","85938","APACHE","9283334368","Acute Care Hospitals","Voluntary non-profit - Private","No","Yes"
"030100","TUCSON HEART HOSPITAL","4888 N STONE AVE",,,"TUCSON                        ","AZ","85704","PIMA","5206962328","Acute Care Hospitals","Proprietary","Yes","Yes"
"030101","WESTERN ARIZONA REGIONAL MEDICAL CTR","2735 SILVER CREEK ROAD",,,"BULLHEAD CITY                 ","AZ","86442","MOHAVE","9287632273","Acute Care Hospitals","Proprietary","Yes","Yes"
"030102","ARIZONA HEART HOSPITAL","1930 EAST THOMAS ROAD",,,"PHOENIX                       ","AZ","85016","MARICOPA","6025321028","Acute Care Hospitals","Proprietary","Yes","Yes"
"030103","MAYO CLINIC HOSPITAL","5777 E MAYO BLVD",,,"PHOENIX                       ","AZ","85054","MARICOPA","4805156296","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"030105","BANNER BAYWOOD HEART HOSPITAL","6750 EAST BAYWOOD AVENUE",,,"MESA                          ","AZ","85206","MARICOPA","4808545050","Acute Care Hospitals","Voluntary non-profit - Other","Yes","No"
"030106","PHOENIX MEMORIAL HOSPITAL","1201 SOUTH 7TH AVENUE",,,"PHOENIX                       ","AZ","85007","MARICOPA","6022585111","Acute Care Hospitals","Proprietary","Yes","Yes"
"030107","ARIZONA SPINE AND JOINT HOSPITAL","4620 EAST BASELINE ROAD",,,"MESA                          ","AZ","85206","MARICOPA","4808324770","Acute Care Hospitals","Proprietary","Yes","No"
"030108","SURGICAL SPECIALTY HOSPITAL OF ARIZONA","6501 NORTH 19TH AVENUE",,,"PHOENIX                       ","AZ","85015","MARICOPA","6027956020","Acute Care Hospitals","Voluntary non-profit - Private","Yes","No"
"030110","WEST VALLEY HOSPITAL","13677 WEST MCDOWELL ROAD",,,"GOODYEAR                      ","AZ","85338","MARICOPA","6238821500","Acute Care Hospitals","Proprietary","Yes","Yes"
"030111","UNIVERSITY PHYSICIANS HEALTHCARE HOSPITAL AT KINO","2800 EAST AJO WAY",,,"TUCSON                        ","AZ","85713","PIMA","5202944471","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"030112","ARIZONA ORTHOPEDIC SURGICAL HOSPITAL","2905 WEST WARNE ROAD",,,"CHANDLER                      ","AZ","85225","MARICOPA","4806039000","Acute Care Hospitals","Proprietary","No","No"
"030113","WHITERIVER PHS INDIAN HOSPITAL","PO BOX 860",,,"WHITERIVER                    ","AZ","85941","NAVAJO","9283384911","Acute Care Hospitals","Government - Federal","Yes","Yes"
"030114","NORTHWEST MEDICAL CENTER ORO VALLEY, LLC","1551 EAST TANGERINE DRIVE",,,"TUCSON                        ","AZ","85755","PIMA","5209013539","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"030115","BANNER ESTRELLA MEDICAL CENTER","9201 WEST THOMAS ROAD",,,"PHOENIX                       ","AZ","85037","MARICOPA","6233275003","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"030116","BARIX CLINICS OF ARIZONA","17500 N PERIMETER DRIVE",,,"SCOTTSDALE                    ","AZ","85255","MARICOPA","4805383000","Acute Care Hospitals","Proprietary","Yes","No"
"030117","VALLEY VIEW MEDICAL CENTER","5330 SOUTH HIGHWAY 95",,,"FORT MOHAVE                   ","AZ","86426","MOHAVE","9287882273","Acute Care Hospitals","Proprietary","No","No"
"031301","BENSON HOSPITAL","450 SOUTH OCOTILLO STREET",,,"BENSON                        ","AZ","85602","COCHISE","5205862261","Critical Access Hospitals","Voluntary non-profit - Other","No","Yes"
"031302","NORTHERN COCHISE COMMUNITY HOSPITAL","901 REX ALLEN DRIVE",,,"WILLCOX                       ","AZ","85643","COCHISE","5203843541","Critical Access Hospitals","Government - Hospital District or Authority","No","Yes"
"031303","SOUTHEAST ARIZONA MEDICAL CENTER","2174 WEST OAK AVENUE",,,"DOUGLAS                       ","AZ","85607","COCHISE","5203647931","Critical Access Hospitals","Voluntary non-profit - Private","Yes","No"
"031304","PAGE HOSPITAL","501 NORTH NAVAJO DRIVE",,,"PAGE                          ","AZ","86040","COCONINO","6286452424","Critical Access Hospitals","Voluntary non-profit - Private","Yes","Yes"
"031305","HOPI HEALTH CARE CENTER","PO BOX 6000",,,"POLACCA                       ","AZ","86042","NAVAJO","9287376000","Critical Access Hospitals","Government - Federal","Yes","Yes"
"031309","SAGE MEMORIAL HOSPITAL","STATE ROUTE 264 SOUTH 191 PO BOX 457",,,"GANADO                        ","AZ","86505","APACHE","9287554500","Critical Access Hospitals","Voluntary non-profit - Private","Yes","Yes"
"031312","COPPER QUEEN COMMUNITY HOSPITAL","101 COLE AVENUE",,,"BISBEE                        ","AZ","85603","COCHISE","5204325383","Critical Access Hospitals","Voluntary non-profit - Private","No","Yes"
"040001","SILOAM SPRINGS MEMORIAL HOSPITAL","205 EAST JEFFERSON",,,"SILOAM SPRINGS                ","AR","72761","BENTON","4795244141","Acute Care Hospitals","Government - Local","Yes","Yes"
"040002","JOHNSON REGIONAL MEDICAL CENTER","1100 EAST POPLAR STREET",,,"CLARKSVILLE                   ","AR","72830","JOHNSON","4797545454","Acute Care Hospitals","Voluntary non-profit - Private","No","Yes"
"040004","WASHINGTON REGIONAL MED CTR AT NO HILLS","3215 N NORTH HILLS BLVD",,,"FAYETTEVILLE                  ","AR","72703","WASHINGTON","4794635113","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"040007","ST VINCENT INFIRMARY MED CTR","TWO ST VINCENT CIRCLE",,,"LITTLE ROCK                   ","AR","72205","PULASKI","5015523000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"040010","ST MARYS ROGERS MEMORIAL HOSP","1200 WEST WALNUT STREET",,,"ROGERS                        ","AR","72756","BENTON","4796360200","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"040011","JOHN ED CHAMBERS MEM HOSP","HIGHWAY 10 AT DETROIT STREET",,,"DANVILLE                      ","AR","72833","YELL","4794952241","Acute Care Hospitals","Voluntary non-profit - Other","No","Yes"
"040014","WHITE COUNTY MEDICAL CENTER - SOUTH CAMPUS","1200 SOUTH MAIN STREET",,,"SEARCY                        ","AR","72143","WHITE","5012783100","Acute Care Hospitals","Proprietary","Yes","Yes"
"040015","MENA MEDICAL CENTER","311 NORTH MORROW STREET",,,"MENA                          ","AR","71953","POLK","4793946100","Acute Care Hospitals","Government - Local","No","No"
"040016","UAMS MEDICAL CENTER","4301 WEST MARKHAM STREET SLOT 557",,,"LITTLE ROCK                   ","AR","72205","PULASKI","5016865000","Acute Care Hospitals","Government - State","Yes","Yes"
"040017","NORTH ARKANSAS REGIONAL MED CTR","620 NORTH WILLOW",,,"HARRISON                      ","AR","72601","BOONE","8703652000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"040018","SUMMIT MEDICAL CENTER","EAST MAIN AND SOUTH 20TH STREETS",,,"VAN BUREN                     ","AR","72956","CRAWFORD","4794743401","Acute Care Hospitals","Proprietary","Yes","Yes"
"040019","FORREST CITY MEDICAL CENTER","1601 NEWCASTLE ROAD",,,"FORREST CITY                  ","AR","72335","SAINT FRANCIS","8702610000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"040020","ST BERNARDS MEDICAL CTR","225 E JACKSON",,,"JONESBORO                     ","AR","72401","CRAIGHEAD","8709724100","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"040021","SOUTHWEST REGIONAL MEDICAL CENTER","11401 INTERSTATE 30",,,"LITTLE ROCK                   ","AR","72209","PULASKI","5014557100","Acute Care Hospitals","Proprietary","Yes","Yes"
"040022","NW MEDICAL CTR WASHINGTON COUNTY","609 WEST MAPLE AVENUE",,,"SPRINGDALE                    ","AR","72764","WASHINGTON","4797515711","Acute Care Hospitals","Proprietary","Yes","Yes"
"040026","ST JOSEPHS MERCY HEALTH CENTER INC","300 WERNER STREET",,,"HOT SPRINGS                   ","AR","71903","GARLAND","5016221000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"040027","BAXTER REGIONAL MEDICAL CENTER","624 HOSPITAL DRIVE",,,"MOUNTAIN HOME                 ","AR","72653","BAXTER","8705081000","Acute Care Hospitals","Voluntary non-profit - Other","No","Yes"
"040029","CONWAY REGIONAL MEDICAL CENTER","2302 COLLEGE AVENUE",,,"CONWAY                        ","AR","72032","FAULKNER","5013293831","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"040036","BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK","3333 SPRINGHILL DRIVE",,,"NORTH LITTLE ROCK             ","AR","72117","PULASKI","5012023000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"040039","ARKANSAS METHODIST MEDICAL CENTER","900 WEST KINGSHIGHWAY",,,"PARAGOULD                     ","AR","72450","GREENE","8702397000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"040041","ST MARYS REGIONAL MEDICAL CENTER","1808 WEST MAIN STREET",,,"RUSSELLVILLE                  ","AR","72801","POPE","4799682841","Acute Care Hospitals","Proprietary","Yes","Yes"
"040042","CRITTENDEN MEMORIAL HOSPITAL","200 TYLER",,,"WEST MEMPHIS                  ","AR","72301","CRITTENDEN","8707351500","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"040047","RANDOLPH COUNTY MEDICAL CENTER","2801 MEDICAL CENTER DRIVE",,,"POCAHONTAS                    ","AR","72455","RANDOLPH","8708926000","Acute Care Hospitals","Proprietary","Yes","Yes"
"040050","OUACHITA COUNTY MEDICAL CENTER","638 CALIFORNIA AVENUE",,,"CAMDEN                        ","AR","71701","OUACHITA","8708361000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"040051","DREW MEMORIAL HOSPITAL","778 SCOGIN DRIVE",,,"MONTICELLO                    ","AR","71655","DREW","8703672411","Acute Care Hospitals","Government - Local","No","Yes"
"040055","SPARKS REGIONAL MEDICAL CENTER","1311 SOUTH I STREET",,,"FORT SMITH                    ","AR","72901","SEBASTIAN","5014414000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"040062","ST EDWARD MERCY MEDICAL CENTER","7301 ROGERS AVE",,,"FORT SMITH                    ","AR","72917","SEBASTIAN","4793146000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"040067","MAGNOLIA HOSPITAL","101 HOSPITAL DRIVE",,,"MAGNOLIA                      ","AR","71754","COLUMBIA","8702353000","Acute Care Hospitals","Government - Local","Yes","Yes"
"040069","GREAT RIVER MEDICAL CENTER","1520 N DIVISION STREET",,,"BLYTHEVILLE                   ","AR","72316","MISSISSIPPI","8708387300","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"040071","JEFFERSON REGIONAL MEDICAL CENTER","1600 WEST 40TH AVENUE",,,"PINE BLUFF                    ","AR","71603","JEFFERSON","8705417100","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"040072","STUTTGART REGIONAL MEDICAL CENTER","1703 NORTH BUERKLE ROAD",,,"STUTTGART                     ","AR","72160","ARKANSAS","8706733511","Acute Care Hospitals","Voluntary non-profit - Private","No","Yes"
"040074","REBSAMEN MEDICAL CENTER","1400 BRADEN STREET",,,"JACKSONVILLE                  ","AR","72078","PULASKI","5019857000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"040076","HOT SPRING COUNTY MEDICAL CENTER","1001 SCHNEIDER DRIVE",,,"MALVERN                       ","AR","72104","HOT SPRING","5013374911","Acute Care Hospitals","Voluntary non-profit - Private","No","Yes"
"040078","NATIONAL PARK MEDICAL CENTER","1910 MALVERN AVENUE",,,"HOT SPRINGS                   ","AR","71901","GARLAND","5013211000","Acute Care Hospitals","Proprietary","Yes","Yes"
"040080","HARRIS HOSPITAL","1205 MCLAIN STREET",,,"NEWPORT                       ","AR","72112","JACKSON","8705238911","Acute Care Hospitals","Proprietary","Yes","Yes"
"040081","PIKE COUNTY MEMORIAL HOSPITAL","315 E 13TH ST, PO BOX F",,,"MURFREESBORO                  ","AR","71958","PIKE","8702853182","Acute Care Hospitals","Government - Local","No","No"
"040084","SALINE MEMORIAL HOSPITAL","#1 MEDICAL PARK DRIVE",,,"BENTON                        ","AR","72015","SALINE","5017766000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"040085","HELENA REGIONAL MEDICAL CENTER","1801 MARTIN LUTHER KING DRIVE",,,"HELENA                        ","AR","72342","PHILLIPS","8703385800","Acute Care Hospitals","Proprietary","Yes","Yes"
"040088","MEDICAL CENTER SOUTH ARKANSAS","700 WEST GROVE STREET",,,"EL DORADO                     ","AR","71731","UNION","8708632000","Acute Care Hospitals","Proprietary","Yes","Yes"
"040091","MEDICAL PARK HOSPITAL","2001 SOUTH MAIN STREET",,,"HOPE                          ","AR","71801","HEMPSTEAD","8707772323","Acute Care Hospitals","Proprietary","Yes","Yes"
"040100","WHITE COUNTY MEDICAL CENTER - NORTH CAMPUS","3214 EAST RACE AVENUE",,,"SEARCY                        ","AR","72143","WHITE","5012686121","Acute Care Hospitals","Voluntary non-profit - Private","No","Yes"
"040114","BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK","9601 INTERSTATE 630, EXIT 7",,,"LITTLE ROCK                   ","AR","72205","PULASKI","5012022000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"040118","NEA MEDICAL CENTER","3024 STADIUM BOULEVARD",,,"JONESBORO                     ","AR","72401","CRAIGHEAD","8709727000","Acute Care Hospitals","Proprietary","Yes","Yes"
"040119","WHITE RIVER MEDICAL CENTER","1710 HARRISON STREET",,,"BATESVILLE                    ","AR","72503","INDEPENDENCE","8707931200","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"040132","LEO N LEVI NATIONAL ARTHRITIS HOSPITAL","300 PROSPECT AVE",,,"HOT SPRINGS                   ","AR","71901","GARLAND","5016241281","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
