"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Percent of Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","Number of Patients 1","Footnote 1","Percent of Pneumonia Patients Whose Initial ER Blood Culture Was Performed Prior To Administration Of First Dose Of Antibiotics","Number of Patients 2","Footnote 2","Percent of Pneumonia Patients Given Smoking Cessation Advice/Counseling","Number of Patients 3","Footnote 3","Percent of Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","Number of Patients 4","Footnote 4","Percent of Pneumonia Patients Assessed and Given Influenza Vaccination","Number of Patients 5","Footnote 5","Percent of Pneumonia Patients Assessed and Given Pneumococcal Vaccination","Number of Patients 6","Footnote 6"
"010149","BAPTIST MEDICAL CENTER EAST","400 TAYLOR ROAD","","","MONTGOMERY","AL","36117","MONTGOMERY","3342448330","99","107","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","107","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","49","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","73","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","37","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","101","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"010150","L V STABLER MEMORIAL HOSPITAL","29 L V STABLER DRIVE","","","GREENVILLE","AL","36037","BUTLER","3343822200","100","28","","100","27","","100","13","","100","23","","100","14","","100","26",""
"010152","INFIRMARY WEST","5600 GIRBY RD","","","MOBILE","AL","36693","MOBILE","2516605236","92","52","","96","45","","100","33","","98","43","","93","14","","100","38",""
"010157","SHOALS HOSPITAL","201 WEST AVALON AVENUE","","","MUSCLE SHOALS","AL","35661","COLBERT","2563861601","96","55","","98","62","","100","35","","94","49","","100","22","","100","54",""
"010158","RUSSELLVILLE HOSPITAL","15155 HIGHWAY 43","","","RUSSELLVILLE","AL","35653","FRANKLIN","2563321611","99","76","","99","80","","100","51","","100","52","","100","26","","100","79",""
"010164","COOSA VALLEY MEDICAL CENTER","315 W HICKORY ST","","","SYLACAUGA","AL","35150","TALLADEGA","2562495000","100","131","","96","141","","100","64","","100","54","","100","55","","100","106",""
"010168","JACK HUGHSTON MEMORIAL HOSPITAL","4401 RIVER CHASE DRIVE","","","PHENIX CITY","AL","36867","RUSSELL","3347323000","94","35","","96","25","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","79","28","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","65","23",""
"010169","ATMORE COMMUNITY HOSPITAL","401 MEDICAL PARK DRIVE","","","ATMORE","AL","36502","ESCAMBIA","2513682500","100","37","","100","37","","100","15","","94","35","","100","11","","94","32",""
"011300","WASHINGTON COUNTY HOSPITAL","14600 ST. STEPHENS AVENUE","","","CHATOM","AL","36518","WASHINGTON","2518472223","82","11","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"011302","RED BAY HOSPITAL","211 HOSPITAL ROAD","","","RED BAY","AL","35582","FRANKLIN","2563569532","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","93","14","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"013301","UNIV OF S AL CHILDREN'S & WOMEN'S HOS","1700 CENTER STREET","","","MOBILE","AL","36604","MOBILE","2514151000","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"020001","PROVIDENCE ALASKA MEDICAL CENTER","BOX 196604","","","ANCHORAGE","AK","99519","ANCHORAGE","9072613675","96","211","","92","241","","98","103","","97","184","","98","49","","98","139",""
"020006","MAT-SU REGIONAL MEDICAL CENTER","2500 SOUTH WOODWORTH LOOP","","","PALMER","AK","99645","MATANUSKA SUSITNA","9077468600","99","166","","97","170","","100","58","","98","97","","94","31","","98","105",""
"020008","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DR","","","JUNEAU","AK","99801","JUNEAU","9077968900","98","52","","96","55","","100","17","","94","47","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","95","41",""
"020012","FAIRBANKS MEMORIAL HOSPITAL","1650 COWLES STREET","","","FAIRBANKS","AK","99701","FAIRBANKS NORTH STAR","9074528181","96","67","","97","78","","100","34","","94","51","","92","12","","100","41",""
"020017","ALASKA REGIONAL HOSPITAL","2801 DEBARR ROAD","","","ANCHORAGE","AK","99508","ANCHORAGE","9072761131","98","59","","95","63","","97","37","","95","43","","100","14","","100","43",""
"020018","YUKON KUSKOKWIM DELTA REG HOSPITAL","PO BOX 287","","","BETHEL","AK","99559","BETHEL","9075436300","74","65","The hospital indicated that the data submitted for this measure were based on a sample of cases","93","71","The hospital indicated that the data submitted for this measure were based on a sample of cases","75","24","The hospital indicated that the data submitted for this measure were based on a sample of cases","93","73","The hospital indicated that the data submitted for this measure were based on a sample of cases","86","21","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","59","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"020024","CENTRAL PENINSULA GENERAL HOSPITAL","250 HOSPITAL PLACE","","","SOLDOTNA","AK","99669","KENAI PENINSULA","9072624404","100","95","","100","95","","100","44","","100","64","","95","22","","100","60",""
"020026","ALASKA NATIVE MEDICAL CENTER","4315 DIPLOMACY DR","","","ANCHORAGE","AK","99508","ANCHORAGE","9075632662","97","94","","92","118","","98","108","","85","62","","82","39","","99","98",""
"020027","MT EDGECUMBE HOSPITAL","222 TONGASS DR","","","SITKA","AK","99835","SITKA","9079662411","94","16","","100","11","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","91","11","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","11",""
"021301","PROVIDENCE VALDEZ MEDICAL CENTER","PO BOX 550","","","VALDEZ","AK","99686","VALDEZ CORDOVA","9078352249","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"021302","PROVIDENCE SEWARD HOSPITAL","417 FIRST AVENUE, PO BOX 365","","","SEWARD","AK","99664","KENAI PENINSULA","9072245205","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Not Available","0","","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure"
"021303","SITKA COMMUNITY HOSPITAL","209 MOLLER DRIVE","","","SITKA","AK","99835","SITKA","9077473241","Not Available","0","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
