"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Outpatients with low back pain who had an MRI without trying recommended treatments first such as physical therapy","Number of Patients 1","Footnote 1","Outpatients who had a follow-up mammogram or ultrasound within 45 days after a screening mammogram","Number of Patients 2","Footnote 2","Outpatient CT scans of the abdomen that were “combination” (double) scans","Number of Patients 3","Footnote 3","Outpatient CT scans of the chest that were “combination” (double) scans","Number of Patients 4","Footnote 4","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Number of Patients 5","Footnote 5","Outpatients with brain CT scans who got a sinus CT scan at the same time","Number of Patients 6","Footnote 6"
"010150","L V STABLER MEMORIAL HOSPITAL","29 L V STABLER DRIVE","","","GREENVILLE","AL","36037","BUTLER","3343822200","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","7.1","365","","0.24","171","","0.234","77","","3.4","119","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"010152","INFIRMARY WEST","5600 GIRBY RD","","","MOBILE","AL","36693","MOBILE","2516605236","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","0.408","125","","0.046","65","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"010157","SHOALS HOSPITAL","201 WEST AVALON AVENUE","","","MUSCLE SHOALS","AL","35661","COLBERT","2563861601","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","7.4","256","","0.14","235","","0.079","114","","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"010158","RUSSELLVILLE HOSPITAL","15155 HIGHWAY 43","","","RUSSELLVILLE","AL","35653","FRANKLIN","2563321611","32.7","55","","13.6","317","","0.155","239","","0.187","123","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"010164","COOSA VALLEY MEDICAL CENTER","315 W HICKORY ST","","","SYLACAUGA","AL","35150","TALLADEGA","2562495000","43.4","152","","7.8","688","","0.106","567","","0.069","288","","6.6","274","","1.6","547",""
"010168","JACK HUGHSTON MEMORIAL HOSPITAL","4401 RIVER CHASE DRIVE","","","PHENIX CITY","AL","36867","RUSSELL","3347323000","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","0.261","88","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"010169","ATMORE COMMUNITY HOSPITAL","401 MEDICAL PARK DRIVE","","","ATMORE","AL","36502","ESCAMBIA","2513682500","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","4.5","199","","0.222","185","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"011300","WASHINGTON COUNTY HOSPITAL","14600 ST. STEPHENS AVENUE","","","CHATOM","AL","36518","WASHINGTON","2518472223","Not Available","Not Available","No data are available from the hospital for this measure","6.3","158","","0.174","69","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"011302","RED BAY HOSPITAL","211 HOSPITAL ROAD","","","RED BAY","AL","35582","FRANKLIN","2563569532","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","0","57","","0","75","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"020001","PROVIDENCE ALASKA MEDICAL CENTER","BOX 196604","","","ANCHORAGE","AK","99519","ANCHORAGE","9072613675","48.5","33","","Not Available","Not Available","No data are available from the hospital for this measure","0.045","515","","0.012","341","","4.7","64","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"020006","MAT-SU REGIONAL MEDICAL CENTER","2500 SOUTH WOODWORTH LOOP","","","PALMER","AK","99645","MATANUSKA SUSITNA","9077468600","34","50","","15","307","","0.196","322","","0.01","192","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"020008","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DR","","","JUNEAU","AK","99801","JUNEAU","9077968900","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","17.4","455","","0.075","214","","0","103","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"020012","FAIRBANKS MEMORIAL HOSPITAL","1650 COWLES STREET","","","FAIRBANKS","AK","99701","FAIRBANKS NORTH STAR","9074528181","54.6","130","","6.3","585","","0.067","525","","0.003","306","","6.4","236","","1.2","346",""
"020017","ALASKA REGIONAL HOSPITAL","2801 DEBARR ROAD","","","ANCHORAGE","AK","99508","ANCHORAGE","9072761131","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","5.4","278","","0.037","327","","0.005","204","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"020024","CENTRAL PENINSULA GENERAL HOSPITAL","250 HOSPITAL PLACE","","","SOLDOTNA","AK","99669","KENAI PENINSULA","9072624404","54.8","84","","7.1","520","","0.103","301","","0","195","","6.2","145","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"020026","ALASKA NATIVE MEDICAL CENTER","4315 DIPLOMACY DR","","","ANCHORAGE","AK","99508","ANCHORAGE","9075632662","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"021311","PEACEHEALTH KETCHIKAN MEDICAL             CENTER","3100 TONGASS AVENUE","","","KETCHIKAN","AK","99901","KETCHIKAN GATEWAY","9072255171","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","6.8","219","","0.04","126","","0.008","129","","4.9","61","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"021313","SOUTH PENINSULA HOSPITAL","4300 BARTLETT ST","","","HOMER","AK","99603","KENAI PENINSULA","9072358101","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","14.2","183","","0.016","122","","0","50","","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"030001","MARYVALE HOSPITAL","5102 WEST CAMPBELL AVENUE","","","PHOENIX","AZ","85031","MARICOPA","6238485000","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","0.027","110","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","5.8","139",""
"030002","BANNER GOOD SAMARITAN MEDICAL CENTER","1111 EAST MCDOWELL ROAD","","","PHOENIX","AZ","85006","MARICOPA","6022392000","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","16.6","343","","0.234","623","","0.007","430","","3.5","86","","5.9","389",""
"030006","TUCSON MEDICAL CENTER","5301 EAST GRANT ROAD","","","TUCSON","AZ","85712","PIMA","5203275461","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","10.4","624","","0.049","412","","0.108","111","","6.2","389","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"030007","VERDE VALLEY MEDICAL CENTER","269 SOUTH CANDY LANE","","","COTTONWOOD","AZ","86326","YAVAPAI","9286396000","40.5","74","","3.2","1192","","0.03","739","","0.003","286","","6.2","372","","3","743",""
"030010","CARONDELET ST  MARYS HOSPITAL","1601 WEST ST MARY'S ROAD","","","TUCSON","AZ","85745","PIMA","5208723000","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","0.06","301","","0.037","81","","7.5","120","","6","434",""
"030011","CARONDELET ST JOSEPHS HOSPITAL","350 NORTH WILMOT ROAD","","","TUCSON","AZ","85711","PIMA","5208733000","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","0.023","343","","0.03","202","","4.3","161","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
