"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"WA","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.602",,"10/01/2012","09/30/2013"
"WA","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.515",,"10/01/2012","09/30/2013"
"WA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.045",,"10/01/2012","09/30/2013"
"WA","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.299",,"10/01/2012","09/30/2013"
"WA","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.167",,"10/01/2012","09/30/2013"
"WA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.849",,"10/01/2012","09/30/2013"
"WA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.157",,"10/01/2012","09/30/2013"
"WA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.994",,"10/01/2012","09/30/2013"
"WA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.504",,"10/01/2012","09/30/2013"
"WA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.972",,"10/01/2012","09/30/2013"
"WA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.710",,"10/01/2012","09/30/2013"
"WA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.589",,"01/01/2013","09/30/2013"
"WA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.933",,"01/01/2013","09/30/2013"
"WA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.747",,"01/01/2013","09/30/2013"
"WA","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.876",,"01/01/2013","09/30/2013"
"WA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.981",,"01/01/2013","09/30/2013"
"WA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.927",,"01/01/2013","09/30/2013"
"WI","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.393",,"10/01/2012","09/30/2013"
"WI","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.553",,"10/01/2012","09/30/2013"
"WI","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.468",,"10/01/2012","09/30/2013"
"WI","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.921",,"10/01/2012","09/30/2013"
"WI","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.155",,"10/01/2012","09/30/2013"
"WI","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.033",,"10/01/2012","09/30/2013"
"WI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.854",,"10/01/2012","09/30/2013"
"WI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.147",,"10/01/2012","09/30/2013"
"WI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.992",,"10/01/2012","09/30/2013"
"WI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.820",,"10/01/2012","09/30/2013"
"WI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.422",,"10/01/2012","09/30/2013"
"WI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.090",,"10/01/2012","09/30/2013"
"WI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.448",,"01/01/2013","09/30/2013"
"WI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.778",,"01/01/2013","09/30/2013"
"WI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.596",,"01/01/2013","09/30/2013"
"WI","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.834",,"01/01/2013","09/30/2013"
"WI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.943",,"01/01/2013","09/30/2013"
"WI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.887",,"01/01/2013","09/30/2013"
"WV","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.332",,"10/01/2012","09/30/2013"
"WV","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.526",,"10/01/2012","09/30/2013"
"WV","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.421",,"10/01/2012","09/30/2013"
"WV","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.590",,"10/01/2012","09/30/2013"
"WV","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","0.815",,"10/01/2012","09/30/2013"
"WV","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","0.695",,"10/01/2012","09/30/2013"
"WV","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.764",,"10/01/2012","09/30/2013"
"WV","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.234",,"10/01/2012","09/30/2013"
"WV","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.978",,"10/01/2012","09/30/2013"
"WV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.391",,"10/01/2012","09/30/2013"
"WV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.050",,"10/01/2012","09/30/2013"
"WV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.661",,"10/01/2012","09/30/2013"
"WV","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.727",,"01/01/2013","09/30/2013"
"WV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.210",,"01/01/2013","09/30/2013"
"WV","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.946",,"01/01/2013","09/30/2013"
"WV","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.926",,"01/01/2013","09/30/2013"
"WV","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.079",,"01/01/2013","09/30/2013"
"WV","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.000",,"01/01/2013","09/30/2013"
"WY","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.309",,"10/01/2012","09/30/2013"
"WY","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","1.586",,"10/01/2012","09/30/2013"
"WY","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.762",,"10/01/2012","09/30/2013"
"WY","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.324",,"10/01/2012","09/30/2013"
"WY","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.466",,"10/01/2012","09/30/2013"
"WY","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","0.741",,"10/01/2012","09/30/2013"
"WY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.318",,"10/01/2012","09/30/2013"
"WY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.440",,"10/01/2012","09/30/2013"
"WY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.728",,"10/01/2012","09/30/2013"
"WY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.237",,"10/01/2012","09/30/2013"
"WY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.535",,"10/01/2012","09/30/2013"
"WY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.931",,"10/01/2012","09/30/2013"
"WY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.255",,"01/01/2013","09/30/2013"
"WY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","2.396",,"01/01/2013","09/30/2013"
"WY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.936",,"01/01/2013","09/30/2013"
"WY","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.657",,"01/01/2013","09/30/2013"
"WY","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.119",,"01/01/2013","09/30/2013"
"WY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.866",,"01/01/2013","09/30/2013"
