"Provider ID","Hospital Name","State","Measure ID","Measure Name","Score","Footnote","Measure Start Date","Measure End Date"
"010054","DECATUR MORGAN HOSPITAL-PARKWAY CAMPUS","AL","OP_10","Abdomen CT Use of Contrast Material","4.2",,"07/01/2012","06/30/2013"
"010054","DECATUR MORGAN HOSPITAL-PARKWAY CAMPUS","AL","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"010054","DECATUR MORGAN HOSPITAL-PARKWAY CAMPUS","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","1.9",,"07/01/2012","06/30/2013"
"010054","DECATUR MORGAN HOSPITAL-PARKWAY CAMPUS","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"010054","DECATUR MORGAN HOSPITAL-PARKWAY CAMPUS","AL","OP_8","MRI Lumbar Spine for Low Back Pain","32.1",,"07/01/2012","06/30/2013"
"010054","DECATUR MORGAN HOSPITAL-PARKWAY CAMPUS","AL","OP_9","Mammography Follow-up Rates","15.0",,"07/01/2012","06/30/2013"
"010055","FLOWERS HOSPITAL","AL","OP_10","Abdomen CT Use of Contrast Material","5.4",,"07/01/2012","06/30/2013"
"010055","FLOWERS HOSPITAL","AL","OP_11","Thorax CT Use of Contrast Material","0.3",,"07/01/2012","06/30/2013"
"010055","FLOWERS HOSPITAL","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","6.9",,"07/01/2012","06/30/2013"
"010055","FLOWERS HOSPITAL","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","3.4",,"07/01/2012","06/30/2013"
"010055","FLOWERS HOSPITAL","AL","OP_8","MRI Lumbar Spine for Low Back Pain","36.6",,"07/01/2012","06/30/2013"
"010055","FLOWERS HOSPITAL","AL","OP_9","Mammography Follow-up Rates","5.8",,"07/01/2012","06/30/2013"
"010056","ST VINCENT'S BIRMINGHAM","AL","OP_10","Abdomen CT Use of Contrast Material","4.8",,"07/01/2012","06/30/2013"
"010056","ST VINCENT'S BIRMINGHAM","AL","OP_11","Thorax CT Use of Contrast Material","0.1",,"07/01/2012","06/30/2013"
"010056","ST VINCENT'S BIRMINGHAM","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","8.5",,"07/01/2012","06/30/2013"
"010056","ST VINCENT'S BIRMINGHAM","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","4.0",,"07/01/2012","06/30/2013"
"010056","ST VINCENT'S BIRMINGHAM","AL","OP_8","MRI Lumbar Spine for Low Back Pain","42.4",,"07/01/2012","06/30/2013"
"010056","ST VINCENT'S BIRMINGHAM","AL","OP_9","Mammography Follow-up Rates","6.9",,"07/01/2012","06/30/2013"
"010058","BIBB MEDICAL CENTER","AL","OP_10","Abdomen CT Use of Contrast Material","9.7",,"07/01/2012","06/30/2013"
"010058","BIBB MEDICAL CENTER","AL","OP_11","Thorax CT Use of Contrast Material","Not Available","1","07/01/2012","06/30/2013"
"010058","BIBB MEDICAL CENTER","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","7","07/01/2012","06/30/2013"
"010058","BIBB MEDICAL CENTER","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"010058","BIBB MEDICAL CENTER","AL","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","7","07/01/2012","06/30/2013"
"010058","BIBB MEDICAL CENTER","AL","OP_9","Mammography Follow-up Rates","11.7",,"07/01/2012","06/30/2013"
"010059","LAWRENCE MEDICAL CENTER","AL","OP_10","Abdomen CT Use of Contrast Material","2.4",,"07/01/2012","06/30/2013"
"010059","LAWRENCE MEDICAL CENTER","AL","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"010059","LAWRENCE MEDICAL CENTER","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","7","07/01/2012","06/30/2013"
"010059","LAWRENCE MEDICAL CENTER","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","6.0",,"07/01/2012","06/30/2013"
"010059","LAWRENCE MEDICAL CENTER","AL","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"010059","LAWRENCE MEDICAL CENTER","AL","OP_9","Mammography Follow-up Rates","12.8",,"07/01/2012","06/30/2013"
"010061","HIGHLANDS MEDICAL CENTER","AL","OP_10","Abdomen CT Use of Contrast Material","3.9",,"07/01/2012","06/30/2013"
"010061","HIGHLANDS MEDICAL CENTER","AL","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"010061","HIGHLANDS MEDICAL CENTER","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","6.9",,"07/01/2012","06/30/2013"
"010061","HIGHLANDS MEDICAL CENTER","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","4.1",,"07/01/2012","06/30/2013"
"010061","HIGHLANDS MEDICAL CENTER","AL","OP_8","MRI Lumbar Spine for Low Back Pain","33.3",,"07/01/2012","06/30/2013"
"010061","HIGHLANDS MEDICAL CENTER","AL","OP_9","Mammography Follow-up Rates","Not Available","7","07/01/2012","06/30/2013"
"010062","WIREGRASS MEDICAL CENTER","AL","OP_10","Abdomen CT Use of Contrast Material","40.3",,"07/01/2012","06/30/2013"
"010062","WIREGRASS MEDICAL CENTER","AL","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"010062","WIREGRASS MEDICAL CENTER","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1","07/01/2012","06/30/2013"
"010062","WIREGRASS MEDICAL CENTER","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.1",,"07/01/2012","06/30/2013"
"010062","WIREGRASS MEDICAL CENTER","AL","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","7","07/01/2012","06/30/2013"
"010062","WIREGRASS MEDICAL CENTER","AL","OP_9","Mammography Follow-up Rates","9.3",,"07/01/2012","06/30/2013"
"010065","RUSSELL HOSPITAL","AL","OP_10","Abdomen CT Use of Contrast Material","7.7",,"07/01/2012","06/30/2013"
"010065","RUSSELL HOSPITAL","AL","OP_11","Thorax CT Use of Contrast Material","4.2",,"07/01/2012","06/30/2013"
"010065","RUSSELL HOSPITAL","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1","07/01/2012","06/30/2013"
"010065","RUSSELL HOSPITAL","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","2.2",,"07/01/2012","06/30/2013"
"010065","RUSSELL HOSPITAL","AL","OP_8","MRI Lumbar Spine for Low Back Pain","38.5",,"07/01/2012","06/30/2013"
"010065","RUSSELL HOSPITAL","AL","OP_9","Mammography Follow-up Rates","8.9",,"07/01/2012","06/30/2013"
"010066","FLORALA MEMORIAL HOSPITAL","AL","OP_10","Abdomen CT Use of Contrast Material","Not Available","1","07/01/2012","06/30/2013"
"010066","FLORALA MEMORIAL HOSPITAL","AL","OP_11","Thorax CT Use of Contrast Material","Not Available","1","07/01/2012","06/30/2013"
"010066","FLORALA MEMORIAL HOSPITAL","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","7","07/01/2012","06/30/2013"
"010066","FLORALA MEMORIAL HOSPITAL","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"010066","FLORALA MEMORIAL HOSPITAL","AL","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","7","07/01/2012","06/30/2013"
"010066","FLORALA MEMORIAL HOSPITAL","AL","OP_9","Mammography Follow-up Rates","Not Available","7","07/01/2012","06/30/2013"
"010069","MEDICAL CENTER BARBOUR","AL","OP_10","Abdomen CT Use of Contrast Material","11.3",,"07/01/2012","06/30/2013"
"010069","MEDICAL CENTER BARBOUR","AL","OP_11","Thorax CT Use of Contrast Material","6.0",,"07/01/2012","06/30/2013"
"010069","MEDICAL CENTER BARBOUR","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","3.0",,"07/01/2012","06/30/2013"
"010069","MEDICAL CENTER BARBOUR","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"010069","MEDICAL CENTER BARBOUR","AL","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","7","07/01/2012","06/30/2013"
"010069","MEDICAL CENTER BARBOUR","AL","OP_9","Mammography Follow-up Rates","6.0",,"07/01/2012","06/30/2013"
"010073","CLAY COUNTY HOSPITAL","AL","OP_10","Abdomen CT Use of Contrast Material","3.8",,"07/01/2012","06/30/2013"
"010073","CLAY COUNTY HOSPITAL","AL","OP_11","Thorax CT Use of Contrast Material","5.5",,"07/01/2012","06/30/2013"
"010073","CLAY COUNTY HOSPITAL","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","2.9",,"07/01/2012","06/30/2013"
"010073","CLAY COUNTY HOSPITAL","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"010073","CLAY COUNTY HOSPITAL","AL","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","7","07/01/2012","06/30/2013"
"010073","CLAY COUNTY HOSPITAL","AL","OP_9","Mammography Follow-up Rates","6.4",,"07/01/2012","06/30/2013"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","AL","OP_10","Abdomen CT Use of Contrast Material","11.2",,"07/01/2012","06/30/2013"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","AL","OP_11","Thorax CT Use of Contrast Material","0.9",,"07/01/2012","06/30/2013"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.2",,"07/01/2012","06/30/2013"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","3.8",,"07/01/2012","06/30/2013"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","AL","OP_8","MRI Lumbar Spine for Low Back Pain","38.2",,"07/01/2012","06/30/2013"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","AL","OP_9","Mammography Follow-up Rates","9.7",,"07/01/2012","06/30/2013"
"010079","ATHENS-LIMESTONE HOSPITAL","AL","OP_10","Abdomen CT Use of Contrast Material","24.2",,"07/01/2012","06/30/2013"
"010079","ATHENS-LIMESTONE HOSPITAL","AL","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"010079","ATHENS-LIMESTONE HOSPITAL","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","10.1",,"07/01/2012","06/30/2013"
"010079","ATHENS-LIMESTONE HOSPITAL","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","6.5",,"07/01/2012","06/30/2013"
"010079","ATHENS-LIMESTONE HOSPITAL","AL","OP_8","MRI Lumbar Spine for Low Back Pain","40.4",,"07/01/2012","06/30/2013"
"010079","ATHENS-LIMESTONE HOSPITAL","AL","OP_9","Mammography Follow-up Rates","9.2",,"07/01/2012","06/30/2013"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","AL","OP_10","Abdomen CT Use of Contrast Material","12.4",,"07/01/2012","06/30/2013"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","AL","OP_11","Thorax CT Use of Contrast Material","6.8",,"07/01/2012","06/30/2013"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","3.6",,"07/01/2012","06/30/2013"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","3.1",,"07/01/2012","06/30/2013"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","AL","OP_8","MRI Lumbar Spine for Low Back Pain","31.4",,"07/01/2012","06/30/2013"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","AL","OP_9","Mammography Follow-up Rates","4.4",,"07/01/2012","06/30/2013"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","AL","OP_10","Abdomen CT Use of Contrast Material","9.0",,"07/01/2012","06/30/2013"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","AL","OP_11","Thorax CT Use of Contrast Material","5.6",,"07/01/2012","06/30/2013"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","7.5",,"07/01/2012","06/30/2013"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.6",,"07/01/2012","06/30/2013"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","AL","OP_8","MRI Lumbar Spine for Low Back Pain","39.0",,"07/01/2012","06/30/2013"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","AL","OP_9","Mammography Follow-up Rates","9.4",,"07/01/2012","06/30/2013"
"010086","NORTHWEST MEDICAL CENTER","AL","OP_10","Abdomen CT Use of Contrast Material","8.0",,"07/01/2012","06/30/2013"
"010086","NORTHWEST MEDICAL CENTER","AL","OP_11","Thorax CT Use of Contrast Material","3.7",,"07/01/2012","06/30/2013"
"010086","NORTHWEST MEDICAL CENTER","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.5",,"07/01/2012","06/30/2013"
"010086","NORTHWEST MEDICAL CENTER","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"010086","NORTHWEST MEDICAL CENTER","AL","OP_8","MRI Lumbar Spine for Low Back Pain","42.4",,"07/01/2012","06/30/2013"
"010086","NORTHWEST MEDICAL CENTER","AL","OP_9","Mammography Follow-up Rates","11.6",,"07/01/2012","06/30/2013"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","AL","OP_10","Abdomen CT Use of Contrast Material","22.7",,"07/01/2012","06/30/2013"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","AL","OP_11","Thorax CT Use of Contrast Material","14.3",,"07/01/2012","06/30/2013"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.2",,"07/01/2012","06/30/2013"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","4.8",,"07/01/2012","06/30/2013"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","AL","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","AL","OP_9","Mammography Follow-up Rates","Not Available","7","07/01/2012","06/30/2013"
"010089","WALKER BAPTIST MEDICAL CENTER","AL","OP_10","Abdomen CT Use of Contrast Material","11.1",,"07/01/2012","06/30/2013"
"010089","WALKER BAPTIST MEDICAL CENTER","AL","OP_11","Thorax CT Use of Contrast Material","14.5",,"07/01/2012","06/30/2013"
"010089","WALKER BAPTIST MEDICAL CENTER","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","3.1",,"07/01/2012","06/30/2013"
"010089","WALKER BAPTIST MEDICAL CENTER","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","2.4",,"07/01/2012","06/30/2013"
"010089","WALKER BAPTIST MEDICAL CENTER","AL","OP_8","MRI Lumbar Spine for Low Back Pain","39.4",,"07/01/2012","06/30/2013"
"010089","WALKER BAPTIST MEDICAL CENTER","AL","OP_9","Mammography Follow-up Rates","5.1",,"07/01/2012","06/30/2013"
"010090","PROVIDENCE HOSPITAL","AL","OP_10","Abdomen CT Use of Contrast Material","39.8",,"07/01/2012","06/30/2013"
"010090","PROVIDENCE HOSPITAL","AL","OP_11","Thorax CT Use of Contrast Material","9.5",,"07/01/2012","06/30/2013"
"010090","PROVIDENCE HOSPITAL","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1","07/01/2012","06/30/2013"
"010090","PROVIDENCE HOSPITAL","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","2.4",,"07/01/2012","06/30/2013"
"010090","PROVIDENCE HOSPITAL","AL","OP_8","MRI Lumbar Spine for Low Back Pain","40.0",,"07/01/2012","06/30/2013"
"010090","PROVIDENCE HOSPITAL","AL","OP_9","Mammography Follow-up Rates","11.9",,"07/01/2012","06/30/2013"
"010091","GROVE HILL MEMORIAL HOSPITAL","AL","OP_10","Abdomen CT Use of Contrast Material","36.9",,"07/01/2012","06/30/2013"
"010091","GROVE HILL MEMORIAL HOSPITAL","AL","OP_11","Thorax CT Use of Contrast Material","43.8",,"07/01/2012","06/30/2013"
"010091","GROVE HILL MEMORIAL HOSPITAL","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","7","07/01/2012","06/30/2013"
"010091","GROVE HILL MEMORIAL HOSPITAL","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"010091","GROVE HILL MEMORIAL HOSPITAL","AL","OP_8","MRI Lumbar Spine for Low Back Pain","45.7",,"07/01/2012","06/30/2013"
"010091","GROVE HILL MEMORIAL HOSPITAL","AL","OP_9","Mammography Follow-up Rates","5.4",,"07/01/2012","06/30/2013"
"010092","D C H REGIONAL MEDICAL CENTER","AL","OP_10","Abdomen CT Use of Contrast Material","2.1",,"07/01/2012","06/30/2013"
"010092","D C H REGIONAL MEDICAL CENTER","AL","OP_11","Thorax CT Use of Contrast Material","0.2",,"07/01/2012","06/30/2013"
"010092","D C H REGIONAL MEDICAL CENTER","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.6",,"07/01/2012","06/30/2013"
"010092","D C H REGIONAL MEDICAL CENTER","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","2.7",,"07/01/2012","06/30/2013"
"010092","D C H REGIONAL MEDICAL CENTER","AL","OP_8","MRI Lumbar Spine for Low Back Pain","45.8",,"07/01/2012","06/30/2013"
"010092","D C H REGIONAL MEDICAL CENTER","AL","OP_9","Mammography Follow-up Rates","15.5",,"07/01/2012","06/30/2013"
"010095","HALE COUNTY HOSPITAL","AL","OP_10","Abdomen CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"010095","HALE COUNTY HOSPITAL","AL","OP_11","Thorax CT Use of Contrast Material","Not Available","1","07/01/2012","06/30/2013"
"010095","HALE COUNTY HOSPITAL","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","7","07/01/2012","06/30/2013"
"010095","HALE COUNTY HOSPITAL","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.7",,"07/01/2012","06/30/2013"
"010095","HALE COUNTY HOSPITAL","AL","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","7","07/01/2012","06/30/2013"
"010095","HALE COUNTY HOSPITAL","AL","OP_9","Mammography Follow-up Rates","Not Available","7","07/01/2012","06/30/2013"
"010097","ELMORE COMMUNITY HOSPITAL","AL","OP_10","Abdomen CT Use of Contrast Material","22.6",,"07/01/2012","06/30/2013"
"010097","ELMORE COMMUNITY HOSPITAL","AL","OP_11","Thorax CT Use of Contrast Material","Not Available","1","07/01/2012","06/30/2013"
"010097","ELMORE COMMUNITY HOSPITAL","AL","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","7","07/01/2012","06/30/2013"
"010097","ELMORE COMMUNITY HOSPITAL","AL","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"010097","ELMORE COMMUNITY HOSPITAL","AL","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"010097","ELMORE COMMUNITY HOSPITAL","AL","OP_9","Mammography Follow-up Rates","7.7",,"07/01/2012","06/30/2013"
"010099","D W MCMILLAN MEMORIAL HOSPITAL","AL","OP_10","Abdomen CT Use of Contrast Material","27.3",,"07/01/2012","06/30/2013"
