"Provider ID","Hospital Name","State","Measure ID","Measure Name","Measure Response","Footnote","Measure Start Date","Measure End Date"
"010049","MEDICAL CENTER ENTERPRISE","AL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"010049","MEDICAL CENTER ENTERPRISE","AL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"010049","MEDICAL CENTER ENTERPRISE","AL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"010049","MEDICAL CENTER ENTERPRISE","AL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"010049","MEDICAL CENTER ENTERPRISE","AL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"010049","MEDICAL CENTER ENTERPRISE","AL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"010051","GREENE COUNTY HOSPITAL","AL","OP_12","Able to receive lab results electronically","No",,"01/01/2012","12/31/2012"
"010051","GREENE COUNTY HOSPITAL","AL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"010051","GREENE COUNTY HOSPITAL","AL","OP_25","Safe Surgery Checklist Use","No",,"01/01/2012","12/31/2012"
"010051","GREENE COUNTY HOSPITAL","AL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"010051","GREENE COUNTY HOSPITAL","AL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"010051","GREENE COUNTY HOSPITAL","AL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"010051","GREENE COUNTY HOSPITAL","AL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","AL","OP_12","Able to receive lab results electronically","No",,"01/01/2012","12/31/2012"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","AL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","AL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","AL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","AL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","AL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","AL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"010054","DECATUR MORGAN HOSPITAL-PARKWAY CAMPUS","AL","OP_12","Able to receive lab results electronically","No",,"01/01/2012","12/31/2012"
"010054","DECATUR MORGAN HOSPITAL-PARKWAY CAMPUS","AL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"010054","DECATUR MORGAN HOSPITAL-PARKWAY CAMPUS","AL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"010054","DECATUR MORGAN HOSPITAL-PARKWAY CAMPUS","AL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"010054","DECATUR MORGAN HOSPITAL-PARKWAY CAMPUS","AL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"010054","DECATUR MORGAN HOSPITAL-PARKWAY CAMPUS","AL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"010054","DECATUR MORGAN HOSPITAL-PARKWAY CAMPUS","AL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"010055","FLOWERS HOSPITAL","AL","OP_12","Able to receive lab results electronically","No",,"01/01/2012","12/31/2012"
"010055","FLOWERS HOSPITAL","AL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"010055","FLOWERS HOSPITAL","AL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"010055","FLOWERS HOSPITAL","AL","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"010055","FLOWERS HOSPITAL","AL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"010055","FLOWERS HOSPITAL","AL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"010055","FLOWERS HOSPITAL","AL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"010056","ST VINCENT'S BIRMINGHAM","AL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"010056","ST VINCENT'S BIRMINGHAM","AL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"010056","ST VINCENT'S BIRMINGHAM","AL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"010056","ST VINCENT'S BIRMINGHAM","AL","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"010056","ST VINCENT'S BIRMINGHAM","AL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"010056","ST VINCENT'S BIRMINGHAM","AL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"010056","ST VINCENT'S BIRMINGHAM","AL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"010058","BIBB MEDICAL CENTER","AL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"010058","BIBB MEDICAL CENTER","AL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"010058","BIBB MEDICAL CENTER","AL","OP_25","Safe Surgery Checklist Use","No",,"01/01/2012","12/31/2012"
"010058","BIBB MEDICAL CENTER","AL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"010058","BIBB MEDICAL CENTER","AL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"010058","BIBB MEDICAL CENTER","AL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"010058","BIBB MEDICAL CENTER","AL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"010059","LAWRENCE MEDICAL CENTER","AL","OP_12","Able to receive lab results electronically","No",,"01/01/2012","12/31/2012"
"010059","LAWRENCE MEDICAL CENTER","AL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"010059","LAWRENCE MEDICAL CENTER","AL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"010059","LAWRENCE MEDICAL CENTER","AL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"010059","LAWRENCE MEDICAL CENTER","AL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"010059","LAWRENCE MEDICAL CENTER","AL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"010059","LAWRENCE MEDICAL CENTER","AL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"010061","HIGHLANDS MEDICAL CENTER","AL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"010061","HIGHLANDS MEDICAL CENTER","AL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"010061","HIGHLANDS MEDICAL CENTER","AL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"010061","HIGHLANDS MEDICAL CENTER","AL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"010061","HIGHLANDS MEDICAL CENTER","AL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"010061","HIGHLANDS MEDICAL CENTER","AL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"010061","HIGHLANDS MEDICAL CENTER","AL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"010062","WIREGRASS MEDICAL CENTER","AL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"010062","WIREGRASS MEDICAL CENTER","AL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"010062","WIREGRASS MEDICAL CENTER","AL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"010062","WIREGRASS MEDICAL CENTER","AL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"010062","WIREGRASS MEDICAL CENTER","AL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"010062","WIREGRASS MEDICAL CENTER","AL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"010062","WIREGRASS MEDICAL CENTER","AL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"010065","RUSSELL HOSPITAL","AL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"010065","RUSSELL HOSPITAL","AL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"010065","RUSSELL HOSPITAL","AL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"010065","RUSSELL HOSPITAL","AL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"010065","RUSSELL HOSPITAL","AL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"010065","RUSSELL HOSPITAL","AL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"010065","RUSSELL HOSPITAL","AL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"010066","FLORALA MEMORIAL HOSPITAL","AL","OP_12","Able to receive lab results electronically","No",,"01/01/2012","12/31/2012"
"010066","FLORALA MEMORIAL HOSPITAL","AL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"010066","FLORALA MEMORIAL HOSPITAL","AL","OP_25","Safe Surgery Checklist Use","No",,"01/01/2012","12/31/2012"
"010066","FLORALA MEMORIAL HOSPITAL","AL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"010066","FLORALA MEMORIAL HOSPITAL","AL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"010066","FLORALA MEMORIAL HOSPITAL","AL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"010066","FLORALA MEMORIAL HOSPITAL","AL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"010069","MEDICAL CENTER BARBOUR","AL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"010069","MEDICAL CENTER BARBOUR","AL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"010069","MEDICAL CENTER BARBOUR","AL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"010069","MEDICAL CENTER BARBOUR","AL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"010069","MEDICAL CENTER BARBOUR","AL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"010069","MEDICAL CENTER BARBOUR","AL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"010069","MEDICAL CENTER BARBOUR","AL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"010073","CLAY COUNTY HOSPITAL","AL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"010073","CLAY COUNTY HOSPITAL","AL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"010073","CLAY COUNTY HOSPITAL","AL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"010073","CLAY COUNTY HOSPITAL","AL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"010073","CLAY COUNTY HOSPITAL","AL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"010073","CLAY COUNTY HOSPITAL","AL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"010073","CLAY COUNTY HOSPITAL","AL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","AL","OP_12","Able to receive lab results electronically","No",,"01/01/2012","12/31/2012"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","AL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","AL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","AL","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","AL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","AL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","AL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"010079","ATHENS-LIMESTONE HOSPITAL","AL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"010079","ATHENS-LIMESTONE HOSPITAL","AL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"010079","ATHENS-LIMESTONE HOSPITAL","AL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"010079","ATHENS-LIMESTONE HOSPITAL","AL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"010079","ATHENS-LIMESTONE HOSPITAL","AL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"010079","ATHENS-LIMESTONE HOSPITAL","AL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"010079","ATHENS-LIMESTONE HOSPITAL","AL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","AL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","AL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","AL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","AL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","AL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","AL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","AL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","AL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","AL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","AL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","AL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","AL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","AL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","AL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"010086","NORTHWEST MEDICAL CENTER","AL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"010086","NORTHWEST MEDICAL CENTER","AL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"010086","NORTHWEST MEDICAL CENTER","AL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"010086","NORTHWEST MEDICAL CENTER","AL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"010086","NORTHWEST MEDICAL CENTER","AL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"010086","NORTHWEST MEDICAL CENTER","AL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"010086","NORTHWEST MEDICAL CENTER","AL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","AL","OP_12","Able to receive lab results electronically","No",,"01/01/2012","12/31/2012"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","AL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","AL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","AL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","AL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","AL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","AL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"010089","WALKER BAPTIST MEDICAL CENTER","AL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"010089","WALKER BAPTIST MEDICAL CENTER","AL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"010089","WALKER BAPTIST MEDICAL CENTER","AL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"010089","WALKER BAPTIST MEDICAL CENTER","AL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"010089","WALKER BAPTIST MEDICAL CENTER","AL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"010089","WALKER BAPTIST MEDICAL CENTER","AL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"010089","WALKER BAPTIST MEDICAL CENTER","AL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
