Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-2_1-12_Rate_Per_1000,HBIPS-2_1-12_Num,HBIPS-2_1-12_Den,HBIPS-2_1-12_Footnote,HBIPS-2_13-17_Rate_Per_1000,HBIPS-2_13-17_Num,HBIPS-2_13-17_Den,HBIPS-2_13-17_Footnote,HBIPS-2_18-64_Rate_Per_1000,HBIPS-2_18-64_Num,HBIPS-2_18-64_Den,HBIPS-2_18-64_Footnote,HBIPS-2_65_Over_Rate_Per_1000,HBIPS-2_65_Over_Num,HBIPS-2_65_Over_Den,HBIPS-2_65_Over_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-3_1-12_Rate_Per_1000,HBIPS-3_1-12_Num,HBIPS-3_1-12_Den,HBIPS-3_1-12_Footnote,HBIPS-3_13-17_Rate_Per_1000,HBIPS-3_13-17_Num,HBIPS-3_13-17_Den,HBIPS-3_13-17_Footnote,HBIPS-3_18-64_Rate_Per_1000,HBIPS-3_18-64_Num,HBIPS-3_18-64_Den,HBIPS-3_18-64_Footnote,HBIPS-3_65_Over_Rate_Per_1000,HBIPS-3_65_Over_Num,HBIPS-3_65_Over_Den,HBIPS-3_65_Over_Footnote,HBIPS-4_Measure_Description,HBIPS-4_Overall_%_of_Total,HBIPS-4_Overall_Num,HBIPS-4_Overall_Den,HBIPS-4_Overall_Footnote,HBIPS-4_1-12_%_of_Total,HBIPS-4_1-12_Num,HBIPS-4_1-12_Den,HBIPS-4_1-12_Footnote,HBIPS-4_13-17_%_of_Total,HBIPS-4_13-17_Num,HBIPS-4_13-17_Den,HBIPS-4_13-17_Footnote,HBIPS-4_18-64_%_of_Total,HBIPS-4_18-64_Num,HBIPS-4_18-64_Den,HBIPS-4_18-64_Footnote,HBIPS-4_65_Over_%_of_Total,HBIPS-4_65_Over_Num,HBIPS-4_65_Over_Den,HBIPS-4_65_Over_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-5_1-12_%_of_Total,HBIPS-5_1-12_Num,HBIPS-5_1-12_Den,HBIPS-5_1-12_Footnote,HBIPS-5_13-17_%_of_Total,HBIPS-5_13-17_Num,HBIPS-5_13-17_Den,HBIPS-5_13-17_Footnote,HBIPS-5_18-64_%_of_Total,HBIPS-5_18-64_Num,HBIPS-5_18-64_Den,HBIPS-5_18-64_Footnote,HBIPS-5_65_Over_%_of_Total,HBIPS-5_65_Over_Num,HBIPS-5_65_Over_Den,HBIPS-5_65_Over_Footnote,HBIPS-6_Measure_Description,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-6_1-12_%_of_Total,HBIPS-6_1-12_Num,HBIPS-6_1-12_Den,HBIPS-6_1-12_Footnote,HBIPS-6_13-17_%_of_Total,HBIPS-6_13-17_Num,HBIPS-6_13-17_Den,HBIPS-6_13-17_Footnote,HBIPS-6_18-64_%_of_Total,HBIPS-6_18-64_Num,HBIPS-6_18-64_Den,HBIPS-6_18-64_Footnote,HBIPS-6_65_Over_%_of_Total,HBIPS-6_65_Over_Num,HBIPS-6_65_Over_Den,HBIPS-6_65_Over_Footnote,HBIPS-7_Measure_Description,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,HBIPS-7_1-12_%_of_Total,HBIPS-7_1-12_Num,HBIPS-7_1-12_Den,HBIPS-7_1-12_Footnote,HBIPS-7_13-17_%_of_Total,HBIPS-7_13-17_Num,HBIPS-7_13-17_Den,HBIPS-7_13-17_Footnote,HBIPS-7_18-64_%_of_Total,HBIPS-7_18-64_Num,HBIPS-7_18-64_Den,HBIPS-7_18-64_Footnote,HBIPS-7_65_Over_%_of_Total,HBIPS-7_65_Over_Num,HBIPS-7_65_Over_Den,HBIPS-7_65_Over_Footnote,Start_Date,End_Date
"150074","COMMUNITY HOSPITAL EAST","1500 N RITTER AVE","INDIANAPOLIS","IN","46219","MARION","Hours of physical-restraint use","0.32","126.17","16263","","0.05","1.22","1016","","0.41","23.47","2369","","0.35","100.50","12075","","0.05","0.98","803","","Hours of seclusion","0.79","308.05","16263","","1.31","31.90","1016","","0.15","8.38","2369","","0.86","249.38","12075","","0.95","18.38","803","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","99.33","592","596","","99.09","109","110","","100.00","125","125","","99.66","296","297","","96.88","62","64","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","99.16","591","596","","99.09","109","110","","100.00","125","125","","99.33","295","297","","96.88","62","64","","10/01/2012","03/31/2013"
"150084","ST VINCENT HOSPITAL & HEALTH SERVICES","2001 W 86TH ST","INDIANAPOLIS","IN","46260","MARION","Hours of physical-restraint use","0.21","33.68","6740","","0.76","2.25","124","","0.79","14.00","736","","0.15","17.43","4762","","0.00","0.00","1118","","Hours of seclusion","0.29","46.40","6740","","0.00","0.00","124","","0.53","9.41","736","","0.30","33.83","4762","","0.12","3.16","1118","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","3.00","12","400","","0.00","0","27","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","0.00","0","400","","0.00","0","27","","0.00","0","96","","0.00","0","182","","0.00","0","95","","10/01/2012","03/31/2013"
"150100","ST MARY'S MEDICAL CENTER OF EVANSVILLE INC","3700 WASHINGTON AVE","EVANSVILLE","IN","47750","VANDERBURGH","Hours of physical-restraint use","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Hours of seclusion","0.00","0.00","1604","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","1270","","0.00","0.00","334","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","55.26","63","114","","Not Available","0","0","7","Not Available","0","0","7","59.38","57","96","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","35.96","41","114","","Not Available","0","0","7","Not Available","0","0","7","39.58","38","96","","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"150104","WITHAM HEALTH SERVICES","2605 N LEBANON ST","LEBANON","IN","46052","BOONE","Hours of physical-restraint use","0.00","0.00","1266","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","21","","0.00","0.00","1245","","Hours of seclusion","0.00","0.00","1266","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","21","","0.00","0.00","1245","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","100.00","89","89","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","100.00","86","86","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00","89","89","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","100.00","86","86","","10/01/2012","03/31/2013"
"150115","MEMORIAL HOSPITAL AND HEALTH CARE CENTER","800 W 9TH ST","JASPER","IN","47546","DUBOIS","Hours of physical-restraint use","1.33","31.97","1001","","Not Available","0.00","0","7","Not Available","0.00","0","7","1.39","25.63","770","","1.14","6.33","231","","Hours of seclusion","12.64","303.63","1001","","Not Available","0.00","0","7","Not Available","0.00","0","7","9.70","179.33","770","","22.42","124.30","231","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","0.00","0","170","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","140","","0.00","0","30","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","0.00","0","170","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","140","","0.00","0","30","","10/01/2012","03/31/2013"
"150129","COMMUNITY WESTVIEW HOSPITAL","3630 GUION RD","INDIANAPOLIS","IN","46222","MARION","Hours of physical-restraint use","0.00","0.00","1566","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","63","","0.00","0.00","1503","","Hours of seclusion","0.00","0.00","1566","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","63","","0.00","0.00","1503","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","19.40","26","134","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","18.75","24","128","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","16.42","22","134","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","16.41","21","128","","10/01/2012","03/31/2013"
"150169","COMMUNITY HOSPITAL NORTH","7150 CLEARVISTA DR","INDIANAPOLIS","IN","46256","MARION","Hours of physical-restraint use","1.85","81.53","1839","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","240","","2.12","81.53","1599","","Hours of seclusion","0.00","0.00","1839","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","240","","0.00","0.00","1599","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","100.00","109","109","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","100.00","102","102","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00","109","109","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","100.00","102","102","","10/01/2012","03/31/2013"
"151320","JAY COUNTY HOSPITAL","500 W VOTAW ST","PORTLAND","IN","47371","JAY","Hours of physical-restraint use","0.00","0.00","1289","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","183","","0.00","0.00","1106","","Hours of seclusion","0.00","0.00","1289","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","240","","0.00","0.00","1049","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","98.11","104","106","","Not Available","0","0","7","Not Available","0","0","7","100.00","15","15","","97.80","89","91","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","98.11","104","106","","Not Available","0","0","7","Not Available","0","0","7","100.00","15","15","","97.80","89","91","","10/01/2012","03/31/2013"
"151325","ST MARY'S WARRICK HOSPITAL INC","1116 MILLIS AVE","BOONVILLE","IN","47601","WARRICK","Hours of physical-restraint use","0.00","0.00","1608","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","156","","0.00","0.00","1452","","Hours of seclusion","0.00","0.00","1608","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","156","","0.00","0.00","1452","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","19.44","21","108","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","12","","21.88","21","96","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","0.00","0","12","","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"151330","ADAMS MEMORIAL HOSPITAL","1100 MERCER AVE","DECATUR","IN","46733","ADAMS","Hours of physical-restraint use","0.00","0.00","733","","Not Available","0.00","0","7","0.00","0.00","37","","0.00","0.00","542","","0.00","0.00","154","","Hours of seclusion","0.00","0.00","733","","Not Available","0.00","0","7","0.00","0.00","37","","0.00","0.00","542","","0.00","0.00","154","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","100.00","178","178","","Not Available","0","0","7","Not Available","Not Available","Not Available","1","100.00","142","142","","100.00","26","26","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","78.07","178","228","","Not Available","0","0","7","Not Available","Not Available","Not Available","1","100.00","142","142","","34.21","26","76","","10/01/2012","03/31/2013"
