"State","Diagnosis Related Group","Denominator","Footnote","Measure Start Date","Measure End Date"
"AZ","Chronic obstructive pulmonary disease w/o CC/MCC","1096","","10/01/2012","09/30/2013"
"CA","Chronic obstructive pulmonary disease w/o CC/MCC","5211","","10/01/2012","09/30/2013"
"CO","Chronic obstructive pulmonary disease w/o CC/MCC","603","","10/01/2012","09/30/2013"
"CT","Chronic obstructive pulmonary disease w/o CC/MCC","933","","10/01/2012","09/30/2013"
"DC","Chronic obstructive pulmonary disease w/o CC/MCC","227","","10/01/2012","09/30/2013"
"DE","Chronic obstructive pulmonary disease w/o CC/MCC","330","","10/01/2012","09/30/2013"
"FL","Chronic obstructive pulmonary disease w/o CC/MCC","8650","","10/01/2012","09/30/2013"
"GA","Chronic obstructive pulmonary disease w/o CC/MCC","2802","","10/01/2012","09/30/2013"
"GU","Chronic obstructive pulmonary disease w/o CC/MCC","30","","10/01/2012","09/30/2013"
"HI","Chronic obstructive pulmonary disease w/o CC/MCC","146","","10/01/2012","09/30/2013"
"IA","Chronic obstructive pulmonary disease w/o CC/MCC","712","","10/01/2012","09/30/2013"
"ID","Chronic obstructive pulmonary disease w/o CC/MCC","116","","10/01/2012","09/30/2013"
"IL","Chronic obstructive pulmonary disease w/o CC/MCC","4818","","10/01/2012","09/30/2013"
"IN","Chronic obstructive pulmonary disease w/o CC/MCC","3191","","10/01/2012","09/30/2013"
"KS","Chronic obstructive pulmonary disease w/o CC/MCC","706","","10/01/2012","09/30/2013"
"KY","Chronic obstructive pulmonary disease w/o CC/MCC","3876","","10/01/2012","09/30/2013"
"LA","Chronic obstructive pulmonary disease w/o CC/MCC","2013","","10/01/2012","09/30/2013"
"MA","Chronic obstructive pulmonary disease w/o CC/MCC","2650","","10/01/2012","09/30/2013"
"MD","Chronic obstructive pulmonary disease w/o CC/MCC","2184","","10/01/2012","09/30/2013"
"ME","Chronic obstructive pulmonary disease w/o CC/MCC","376","","10/01/2012","09/30/2013"
"MI","Chronic obstructive pulmonary disease w/o CC/MCC","3856","","10/01/2012","09/30/2013"
"MN","Chronic obstructive pulmonary disease w/o CC/MCC","811","","10/01/2012","09/30/2013"
"MO","Chronic obstructive pulmonary disease w/o CC/MCC","2378","","10/01/2012","09/30/2013"
"MP","Chronic obstructive pulmonary disease w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"MS","Chronic obstructive pulmonary disease w/o CC/MCC","1987","","10/01/2012","09/30/2013"
"MT","Chronic obstructive pulmonary disease w/o CC/MCC","163","","10/01/2012","09/30/2013"
"NC","Chronic obstructive pulmonary disease w/o CC/MCC","2801","","10/01/2012","09/30/2013"
"ND","Chronic obstructive pulmonary disease w/o CC/MCC","95","","10/01/2012","09/30/2013"
"NE","Chronic obstructive pulmonary disease w/o CC/MCC","449","","10/01/2012","09/30/2013"
"NH","Chronic obstructive pulmonary disease w/o CC/MCC","451","","10/01/2012","09/30/2013"
"NJ","Chronic obstructive pulmonary disease w/o CC/MCC","3322","","10/01/2012","09/30/2013"
"NM","Chronic obstructive pulmonary disease w/o CC/MCC","433","","10/01/2012","09/30/2013"
"NV","Chronic obstructive pulmonary disease w/o CC/MCC","805","","10/01/2012","09/30/2013"
"NY","Chronic obstructive pulmonary disease w/o CC/MCC","5391","","10/01/2012","09/30/2013"
"OH","Chronic obstructive pulmonary disease w/o CC/MCC","4832","","10/01/2012","09/30/2013"
"OK","Chronic obstructive pulmonary disease w/o CC/MCC","2083","","10/01/2012","09/30/2013"
"OR","Chronic obstructive pulmonary disease w/o CC/MCC","424","","10/01/2012","09/30/2013"
"PA","Chronic obstructive pulmonary disease w/o CC/MCC","4294","","10/01/2012","09/30/2013"
"PR","Chronic obstructive pulmonary disease w/o CC/MCC","677","","10/01/2012","09/30/2013"
"RI","Chronic obstructive pulmonary disease w/o CC/MCC","378","","10/01/2012","09/30/2013"
"SC","Chronic obstructive pulmonary disease w/o CC/MCC","1753","","10/01/2012","09/30/2013"
"SD","Chronic obstructive pulmonary disease w/o CC/MCC","162","","10/01/2012","09/30/2013"
"TN","Chronic obstructive pulmonary disease w/o CC/MCC","3335","","10/01/2012","09/30/2013"
"TX","Chronic obstructive pulmonary disease w/o CC/MCC","7023","","10/01/2012","09/30/2013"
"UT","Chronic obstructive pulmonary disease w/o CC/MCC","188","","10/01/2012","09/30/2013"
"VA","Chronic obstructive pulmonary disease w/o CC/MCC","2687","","10/01/2012","09/30/2013"
"VI","Chronic obstructive pulmonary disease w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Chronic obstructive pulmonary disease w/o CC/MCC","121","","10/01/2012","09/30/2013"
"WA","Chronic obstructive pulmonary disease w/o CC/MCC","819","","10/01/2012","09/30/2013"
"WI","Chronic obstructive pulmonary disease w/o CC/MCC","1012","","10/01/2012","09/30/2013"
"WV","Chronic obstructive pulmonary disease w/o CC/MCC","2006","","10/01/2012","09/30/2013"
"WY","Chronic obstructive pulmonary disease w/o CC/MCC","162","","10/01/2012","09/30/2013"
"AK","Chronic obstructive pulmonary disease w MCC","123","","10/01/2012","09/30/2013"
"AL","Chronic obstructive pulmonary disease w MCC","3610","","10/01/2012","09/30/2013"
"AR","Chronic obstructive pulmonary disease w MCC","1799","","10/01/2012","09/30/2013"
"AZ","Chronic obstructive pulmonary disease w MCC","1994","","10/01/2012","09/30/2013"
"CA","Chronic obstructive pulmonary disease w MCC","9506","","10/01/2012","09/30/2013"
"CO","Chronic obstructive pulmonary disease w MCC","983","","10/01/2012","09/30/2013"
"CT","Chronic obstructive pulmonary disease w MCC","1744","","10/01/2012","09/30/2013"
"DC","Chronic obstructive pulmonary disease w MCC","263","","10/01/2012","09/30/2013"
"DE","Chronic obstructive pulmonary disease w MCC","592","","10/01/2012","09/30/2013"
"FL","Chronic obstructive pulmonary disease w MCC","10864","","10/01/2012","09/30/2013"
"GA","Chronic obstructive pulmonary disease w MCC","4033","","10/01/2012","09/30/2013"
"GU","Chronic obstructive pulmonary disease w MCC","11","","10/01/2012","09/30/2013"
"HI","Chronic obstructive pulmonary disease w MCC","204","","10/01/2012","09/30/2013"
"IA","Chronic obstructive pulmonary disease w MCC","1216","","10/01/2012","09/30/2013"
"ID","Chronic obstructive pulmonary disease w MCC","274","","10/01/2012","09/30/2013"
"IL","Chronic obstructive pulmonary disease w MCC","7205","","10/01/2012","09/30/2013"
"IN","Chronic obstructive pulmonary disease w MCC","4649","","10/01/2012","09/30/2013"
"KS","Chronic obstructive pulmonary disease w MCC","970","","10/01/2012","09/30/2013"
"KY","Chronic obstructive pulmonary disease w MCC","4373","","10/01/2012","09/30/2013"
"LA","Chronic obstructive pulmonary disease w MCC","2351","","10/01/2012","09/30/2013"
"MA","Chronic obstructive pulmonary disease w MCC","3944","","10/01/2012","09/30/2013"
"MD","Chronic obstructive pulmonary disease w MCC","2775","","10/01/2012","09/30/2013"
"ME","Chronic obstructive pulmonary disease w MCC","662","","10/01/2012","09/30/2013"
"MI","Chronic obstructive pulmonary disease w MCC","6592","","10/01/2012","09/30/2013"
"MN","Chronic obstructive pulmonary disease w MCC","1253","","10/01/2012","09/30/2013"
"MO","Chronic obstructive pulmonary disease w MCC","3356","","10/01/2012","09/30/2013"
"MP","Chronic obstructive pulmonary disease w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"MS","Chronic obstructive pulmonary disease w MCC","1968","","10/01/2012","09/30/2013"
"MT","Chronic obstructive pulmonary disease w MCC","304","","10/01/2012","09/30/2013"
"NC","Chronic obstructive pulmonary disease w MCC","5116","","10/01/2012","09/30/2013"
"ND","Chronic obstructive pulmonary disease w MCC","254","","10/01/2012","09/30/2013"
"NE","Chronic obstructive pulmonary disease w MCC","722","","10/01/2012","09/30/2013"
"NH","Chronic obstructive pulmonary disease w MCC","735","","10/01/2012","09/30/2013"
"NJ","Chronic obstructive pulmonary disease w MCC","4864","","10/01/2012","09/30/2013"
"NM","Chronic obstructive pulmonary disease w MCC","486","","10/01/2012","09/30/2013"
"NV","Chronic obstructive pulmonary disease w MCC","910","","10/01/2012","09/30/2013"
"NY","Chronic obstructive pulmonary disease w MCC","7672","","10/01/2012","09/30/2013"
"OH","Chronic obstructive pulmonary disease w MCC","7348","","10/01/2012","09/30/2013"
"OK","Chronic obstructive pulmonary disease w MCC","2319","","10/01/2012","09/30/2013"
"OR","Chronic obstructive pulmonary disease w MCC","656","","10/01/2012","09/30/2013"
"PA","Chronic obstructive pulmonary disease w MCC","5695","","10/01/2012","09/30/2013"
"PR","Chronic obstructive pulmonary disease w MCC","247","","10/01/2012","09/30/2013"
"RI","Chronic obstructive pulmonary disease w MCC","555","","10/01/2012","09/30/2013"
"SC","Chronic obstructive pulmonary disease w MCC","2456","","10/01/2012","09/30/2013"
"SD","Chronic obstructive pulmonary disease w MCC","363","","10/01/2012","09/30/2013"
"TN","Chronic obstructive pulmonary disease w MCC","4871","","10/01/2012","09/30/2013"
"TX","Chronic obstructive pulmonary disease w MCC","10152","","10/01/2012","09/30/2013"
"UT","Chronic obstructive pulmonary disease w MCC","295","","10/01/2012","09/30/2013"
"VA","Chronic obstructive pulmonary disease w MCC","3640","","10/01/2012","09/30/2013"
"VI","Chronic obstructive pulmonary disease w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Chronic obstructive pulmonary disease w MCC","296","","10/01/2012","09/30/2013"
"WA","Chronic obstructive pulmonary disease w MCC","1591","","10/01/2012","09/30/2013"
"WI","Chronic obstructive pulmonary disease w MCC","1705","","10/01/2012","09/30/2013"
"WV","Chronic obstructive pulmonary disease w MCC","1867","","10/01/2012","09/30/2013"
"WY","Chronic obstructive pulmonary disease w MCC","253","","10/01/2012","09/30/2013"
"AK","Chronic obstructive pulmonary disease w CC","133","","10/01/2012","09/30/2013"
"AL","Chronic obstructive pulmonary disease w CC","3415","","10/01/2012","09/30/2013"
"AR","Chronic obstructive pulmonary disease w CC","1656","","10/01/2012","09/30/2013"
"AZ","Chronic obstructive pulmonary disease w CC","1720","","10/01/2012","09/30/2013"
"CA","Chronic obstructive pulmonary disease w CC","8195","","10/01/2012","09/30/2013"
"CO","Chronic obstructive pulmonary disease w CC","955","","10/01/2012","09/30/2013"
"CT","Chronic obstructive pulmonary disease w CC","1557","","10/01/2012","09/30/2013"
"DC","Chronic obstructive pulmonary disease w CC","305","","10/01/2012","09/30/2013"
"DE","Chronic obstructive pulmonary disease w CC","498","","10/01/2012","09/30/2013"
"FL","Chronic obstructive pulmonary disease w CC","11530","","10/01/2012","09/30/2013"
"GA","Chronic obstructive pulmonary disease w CC","3754","","10/01/2012","09/30/2013"
"GU","Chronic obstructive pulmonary disease w CC","16","","10/01/2012","09/30/2013"
"HI","Chronic obstructive pulmonary disease w CC","168","","10/01/2012","09/30/2013"
"IA","Chronic obstructive pulmonary disease w CC","1092","","10/01/2012","09/30/2013"
"ID","Chronic obstructive pulmonary disease w CC","204","","10/01/2012","09/30/2013"
"IL","Chronic obstructive pulmonary disease w CC","7147","","10/01/2012","09/30/2013"
"IN","Chronic obstructive pulmonary disease w CC","4443","","10/01/2012","09/30/2013"
"KS","Chronic obstructive pulmonary disease w CC","1040","","10/01/2012","09/30/2013"
"KY","Chronic obstructive pulmonary disease w CC","4026","","10/01/2012","09/30/2013"
"LA","Chronic obstructive pulmonary disease w CC","2191","","10/01/2012","09/30/2013"
"MA","Chronic obstructive pulmonary disease w CC","4268","","10/01/2012","09/30/2013"
"MD","Chronic obstructive pulmonary disease w CC","3424","","10/01/2012","09/30/2013"
"ME","Chronic obstructive pulmonary disease w CC","689","","10/01/2012","09/30/2013"
"MI","Chronic obstructive pulmonary disease w CC","6513","","10/01/2012","09/30/2013"
"MN","Chronic obstructive pulmonary disease w CC","1267","","10/01/2012","09/30/2013"
"MO","Chronic obstructive pulmonary disease w CC","3009","","10/01/2012","09/30/2013"
"MP","Chronic obstructive pulmonary disease w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"MS","Chronic obstructive pulmonary disease w CC","2025","","10/01/2012","09/30/2013"
"MT","Chronic obstructive pulmonary disease w CC","201","","10/01/2012","09/30/2013"
"NC","Chronic obstructive pulmonary disease w CC","4548","","10/01/2012","09/30/2013"
"ND","Chronic obstructive pulmonary disease w CC","199","","10/01/2012","09/30/2013"
"NE","Chronic obstructive pulmonary disease w CC","689","","10/01/2012","09/30/2013"
"NH","Chronic obstructive pulmonary disease w CC","666","","10/01/2012","09/30/2013"
"NJ","Chronic obstructive pulmonary disease w CC","5136","","10/01/2012","09/30/2013"
"NM","Chronic obstructive pulmonary disease w CC","433","","10/01/2012","09/30/2013"
"NV","Chronic obstructive pulmonary disease w CC","803","","10/01/2012","09/30/2013"
"NY","Chronic obstructive pulmonary disease w CC","7644","","10/01/2012","09/30/2013"
"OH","Chronic obstructive pulmonary disease w CC","6978","","10/01/2012","09/30/2013"
"OK","Chronic obstructive pulmonary disease w CC","2308","","10/01/2012","09/30/2013"
"OR","Chronic obstructive pulmonary disease w CC","659","","10/01/2012","09/30/2013"
"PA","Chronic obstructive pulmonary disease w CC","6314","","10/01/2012","09/30/2013"
"PR","Chronic obstructive pulmonary disease w CC","420","","10/01/2012","09/30/2013"
"RI","Chronic obstructive pulmonary disease w CC","518","","10/01/2012","09/30/2013"
"SC","Chronic obstructive pulmonary disease w CC","2172","","10/01/2012","09/30/2013"
"SD","Chronic obstructive pulmonary disease w CC","327","","10/01/2012","09/30/2013"
"TN","Chronic obstructive pulmonary disease w CC","4210","","10/01/2012","09/30/2013"
"TX","Chronic obstructive pulmonary disease w CC","9016","","10/01/2012","09/30/2013"
"UT","Chronic obstructive pulmonary disease w CC","214","","10/01/2012","09/30/2013"
"VA","Chronic obstructive pulmonary disease w CC","3846","","10/01/2012","09/30/2013"
"VI","Chronic obstructive pulmonary disease w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Chronic obstructive pulmonary disease w CC","231","","10/01/2012","09/30/2013"
"WA","Chronic obstructive pulmonary disease w CC","1375","","10/01/2012","09/30/2013"
"WI","Chronic obstructive pulmonary disease w CC","1655","","10/01/2012","09/30/2013"
"WV","Chronic obstructive pulmonary disease w CC","2220","","10/01/2012","09/30/2013"
"WY","Chronic obstructive pulmonary disease w CC","160","","10/01/2012","09/30/2013"
"AK","Simple pneumonia and pleurisy w MCC","91","","10/01/2012","09/30/2013"
"AL","Simple pneumonia and pleurisy w MCC","2967","","10/01/2012","09/30/2013"
"AR","Simple pneumonia and pleurisy w MCC","1725","","10/01/2012","09/30/2013"
"AS","Simple pneumonia and pleurisy w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AZ","Simple pneumonia and pleurisy w MCC","2052","","10/01/2012","09/30/2013"
"CA","Simple pneumonia and pleurisy w MCC","9333","","10/01/2012","09/30/2013"
"CO","Simple pneumonia and pleurisy w MCC","1201","","10/01/2012","09/30/2013"
"CT","Simple pneumonia and pleurisy w MCC","1948","","10/01/2012","09/30/2013"
