"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"AS","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","Not Available","","10/01/2012","09/30/2013"
"AZ","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"CA","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"CO","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","100","","10/01/2012","09/30/2013"
"CT","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"DC","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","97","","10/01/2012","09/30/2013"
"DE","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","100","","10/01/2012","09/30/2013"
"FL","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"GA","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"GU","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","96","","10/01/2012","09/30/2013"
"HI","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"IA","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","100","","10/01/2012","09/30/2013"
"ID","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","100","","10/01/2012","09/30/2013"
"IL","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"IN","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"KS","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"KY","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"LA","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"MA","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","100","","10/01/2012","09/30/2013"
"MD","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"ME","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","100","","10/01/2012","09/30/2013"
"MI","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"MN","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"MO","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"MP","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","Not Available","","10/01/2012","09/30/2013"
"MS","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"MT","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","100","","10/01/2012","09/30/2013"
"NC","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","100","","10/01/2012","09/30/2013"
"ND","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"NE","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","100","","10/01/2012","09/30/2013"
"NH","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","100","","10/01/2012","09/30/2013"
"NJ","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"NM","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"NV","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"NY","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"OH","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"OK","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"OR","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"PA","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"PR","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","94","","10/01/2012","09/30/2013"
"RI","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","100","","10/01/2012","09/30/2013"
"SC","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"SD","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","100","","10/01/2012","09/30/2013"
"TN","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"TX","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"UT","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"VA","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"VI","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","96","","10/01/2012","09/30/2013"
"VT","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","100","","10/01/2012","09/30/2013"
"WA","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"WI","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"WV","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"WY","Heart Attack or Chest Pain","Aspirin prescribed at discharge","AMI_2","99","","10/01/2012","09/30/2013"
"AK","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","75","","10/01/2012","09/30/2013"
"AL","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","77","","10/01/2012","09/30/2013"
"AR","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","77","","10/01/2012","09/30/2013"
"AS","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","Not Available","","10/01/2012","09/30/2013"
"AZ","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","67","","10/01/2012","09/30/2013"
"CA","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","73","","10/01/2012","09/30/2013"
"CO","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","20","","10/01/2012","09/30/2013"
"CT","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","50","","10/01/2012","09/30/2013"
"DC","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","Not Available","","10/01/2012","09/30/2013"
"DE","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","Not Available","","10/01/2012","09/30/2013"
"FL","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","50","","10/01/2012","09/30/2013"
"GA","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","80","","10/01/2012","09/30/2013"
"GU","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","Not Available","","10/01/2012","09/30/2013"
"HI","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","Not Available","","10/01/2012","09/30/2013"
"IA","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","Not Available","","10/01/2012","09/30/2013"
"ID","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","Not Available","","10/01/2012","09/30/2013"
"IL","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","33","","10/01/2012","09/30/2013"
"IN","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","67","","10/01/2012","09/30/2013"
"KS","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","Not Available","","10/01/2012","09/30/2013"
"KY","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","Not Available","","10/01/2012","09/30/2013"
"LA","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","71","","10/01/2012","09/30/2013"
"MA","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","100","","10/01/2012","09/30/2013"
"MD","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","Not Available","","10/01/2012","09/30/2013"
"ME","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","50","","10/01/2012","09/30/2013"
"MI","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","20","","10/01/2012","09/30/2013"
"MN","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","Not Available","","10/01/2012","09/30/2013"
"MO","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","Not Available","","10/01/2012","09/30/2013"
"MP","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","Not Available","","10/01/2012","09/30/2013"
"MS","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","50","","10/01/2012","09/30/2013"
"MT","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","50","","10/01/2012","09/30/2013"
"NC","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","75","","10/01/2012","09/30/2013"
"ND","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","17","","10/01/2012","09/30/2013"
"NE","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","Not Available","","10/01/2012","09/30/2013"
"NH","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","50","","10/01/2012","09/30/2013"
"NJ","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","69","","10/01/2012","09/30/2013"
"NM","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","75","","10/01/2012","09/30/2013"
"NV","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","67","","10/01/2012","09/30/2013"
"NY","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","46","","10/01/2012","09/30/2013"
"OH","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","80","","10/01/2012","09/30/2013"
"OK","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","25","","10/01/2012","09/30/2013"
"OR","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","57","","10/01/2012","09/30/2013"
"PA","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","40","","10/01/2012","09/30/2013"
"PR","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","47","","10/01/2012","09/30/2013"
"RI","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","Not Available","","10/01/2012","09/30/2013"
"SC","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","50","","10/01/2012","09/30/2013"
"SD","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","100","","10/01/2012","09/30/2013"
"TN","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","33","","10/01/2012","09/30/2013"
"TX","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","49","","10/01/2012","09/30/2013"
"UT","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","100","","10/01/2012","09/30/2013"
"VA","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","75","","10/01/2012","09/30/2013"
"VI","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","Not Available","","10/01/2012","09/30/2013"
"VT","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","Not Available","","10/01/2012","09/30/2013"
"WA","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","62","","10/01/2012","09/30/2013"
"WI","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","67","","10/01/2012","09/30/2013"
"WV","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","50","","10/01/2012","09/30/2013"
"WY","Heart Attack or Chest Pain","Heart attack patients given drugs to break up blood clots within 30 minutes of arrival","AMI_7a","100","","10/01/2012","09/30/2013"
"AK","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","94","","10/01/2012","09/30/2013"
"AL","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","97","","10/01/2012","09/30/2013"
"AR","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","96","","10/01/2012","09/30/2013"
"AS","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","Not Available","","10/01/2012","09/30/2013"
"AZ","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","95","","10/01/2012","09/30/2013"
"CA","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","95","","10/01/2012","09/30/2013"
"CO","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","97","","10/01/2012","09/30/2013"
"CT","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","96","","10/01/2012","09/30/2013"
"DC","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","88","","10/01/2012","09/30/2013"
"DE","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","97","","10/01/2012","09/30/2013"
"FL","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","96","","10/01/2012","09/30/2013"
