"State","MS-DRG ID","MS-DRG Name","Medicare Payment Range","Number Of Cases"
"IN","354","Hernia procedures except inguinal & femoral w CC","7640 - 8552","260"
"KS","354","Hernia procedures except inguinal & femoral w CC","7126 - 8207","113"
"KY","354","Hernia procedures except inguinal & femoral w CC","7314 - 8778","199"
"LA","354","Hernia procedures except inguinal & femoral w CC","7434 - 8484","162"
"MA","354","Hernia procedures except inguinal & femoral w CC","8885 - 11738","213"
"MD","354","Hernia procedures except inguinal & femoral w CC","7170 - 16382","167"
"ME","354","Hernia procedures except inguinal & femoral w CC","8273 - 9206","63"
"MI","354","Hernia procedures except inguinal & femoral w CC","7948 - 9620","345"
"MN","354","Hernia procedures except inguinal & femoral w CC","8183 - 9690","231"
"MO","354","Hernia procedures except inguinal & femoral w CC","7319 - 9556","211"
"MS","354","Hernia procedures except inguinal & femoral w CC","7283 - 8317","73"
"MT","354","Hernia procedures except inguinal & femoral w CC","7042 - 7722","39"
"NC","354","Hernia procedures except inguinal & femoral w CC","7737 - 9298","359"
"ND","354","Hernia procedures except inguinal & femoral w CC","7018 - 7366","18"
"NE","354","Hernia procedures except inguinal & femoral w CC","7748 - 9865","102"
"NH","354","Hernia procedures except inguinal & femoral w CC","8352 - 11930","31"
"NJ","354","Hernia procedures except inguinal & femoral w CC","8948 - 10517","201"
"NM","354","Hernia procedures except inguinal & femoral w CC","8519 - 9988","37"
"NV","354","Hernia procedures except inguinal & femoral w CC","8007 - 10009","48"
"NY","354","Hernia procedures except inguinal & femoral w CC","7074 - 12683","565"
"OH","354","Hernia procedures except inguinal & femoral w CC","7365 - 9368","511"
"OK","354","Hernia procedures except inguinal & femoral w CC","7224 - 8627","172"
"OR","354","Hernia procedures except inguinal & femoral w CC","1537 - 8935","115"
"PA","354","Hernia procedures except inguinal & femoral w CC","1605 - 9008","501"
"PR","354","Hernia procedures except inguinal & femoral w CC","4519 - 5196","22"
"RI","354","Hernia procedures except inguinal & femoral w CC","7916 - 9747","50"
"SC","354","Hernia procedures except inguinal & femoral w CC","7605 - 8582","159"
"SD","354","Hernia procedures except inguinal & femoral w CC","7814 - 8238","46"
"TN","354","Hernia procedures except inguinal & femoral w CC","7148 - 8443","253"
"TX","354","Hernia procedures except inguinal & femoral w CC","7665 - 8842","747"
"UT","354","Hernia procedures except inguinal & femoral w CC","7396 - 8583","55"
"VA","354","Hernia procedures except inguinal & femoral w CC","7448 - 8821","190"
"VI","354","Hernia procedures except inguinal & femoral w CC","3360 - 3360","*"
"VT","354","Hernia procedures except inguinal & femoral w CC","10434 - 11846","18"
"WA","354","Hernia procedures except inguinal & femoral w CC","8664 - 9903","209"
"WI","354","Hernia procedures except inguinal & femoral w CC","7796 - 9411","256"
"WV","354","Hernia procedures except inguinal & femoral w CC","6882 - 8123","60"
"WY","354","Hernia procedures except inguinal & femoral w CC","8297 - 8783","12"
"AK","355","Hernia procedures except inguinal & femoral w/o CC/MCC","8131 - 12123","29"
"AL","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5126 - 5729","348"
"AR","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5469 - 5852","231"
"AZ","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5436 - 6385","284"
"CA","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5385 - 8073","1326"
"CO","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5491 - 6208","201"
"CT","355","Hernia procedures except inguinal & femoral w/o CC/MCC","6667 - 7769","178"
"DC","355","Hernia procedures except inguinal & femoral w/o CC/MCC","7696 - 7908","51"
"DE","355","Hernia procedures except inguinal & femoral w/o CC/MCC","6043 - 6946","74"
"FL","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5221 - 5939","1076"
"GA","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5613 - 6363","385"
"HI","355","Hernia procedures except inguinal & femoral w/o CC/MCC","6765 - 7997","31"
"IA","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5406 - 5708","157"
"ID","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5581 - 6041","55"
"IL","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5723 - 6741","586"
"IN","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5408 - 5910","345"
"KS","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5131 - 5829","136"
"KY","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5346 - 6321","274"
"LA","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5234 - 6077","228"
"MA","355","Hernia procedures except inguinal & femoral w/o CC/MCC","6225 - 8363","352"
"MD","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5116 - 10596","199"
"ME","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5969 - 6629","99"
"MI","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5687 - 6667","633"
"MN","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5839 - 6910","287"
"MO","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5273 - 6258","390"
"MS","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5227 - 5922","223"
"MT","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5208 - 5858","47"
"NC","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5596 - 6471","480"
"ND","355","Hernia procedures except inguinal & femoral w/o CC/MCC","4975 - 5757","52"
"NE","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5477 - 7103","119"
"NH","355","Hernia procedures except inguinal & femoral w/o CC/MCC","6011 - 8533","48"
"NJ","355","Hernia procedures except inguinal & femoral w/o CC/MCC","6407 - 7759","434"
"NM","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5690 - 6766","85"
"NV","355","Hernia procedures except inguinal & femoral w/o CC/MCC","2888 - 6520","103"
"NY","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5260 - 9416","1077"
"OH","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5283 - 6472","692"
"OK","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5217 - 6204","308"
"OR","355","Hernia procedures except inguinal & femoral w/o CC/MCC","1630 - 6378","182"
"PA","355","Hernia procedures except inguinal & femoral w/o CC/MCC","1024 - 6383","836"
"PR","355","Hernia procedures except inguinal & femoral w/o CC/MCC","3052 - 3605","101"
"RI","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5700 - 8682","78"
"SC","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5560 - 6198","291"
"SD","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5208 - 6012","40"
"TN","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5147 - 5968","407"
"TX","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5430 - 6205","1093"
"UT","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5630 - 6172","76"
"VA","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5302 - 6004","282"
"VI","355","Hernia procedures except inguinal & femoral w/o CC/MCC","3210 - 10334","*"
"VT","355","Hernia procedures except inguinal & femoral w/o CC/MCC","6606 - 8482","21"
"WA","355","Hernia procedures except inguinal & femoral w/o CC/MCC","6133 - 7001","318"
"WI","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5545 - 6576","266"
"WV","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5031 - 5782","108"
"WY","355","Hernia procedures except inguinal & femoral w/o CC/MCC","5498 - 5981","26"
"AK","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","24781 - 25330","*"
"AL","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","14192 - 18941","81"
"AR","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","16573 - 18068","59"
"AZ","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","11930 - 22173","91"
"CA","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","17823 - 27977","500"
"CO","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","14263 - 19003","66"
"CT","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","19633 - 23690","91"
"DC","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","23491 - 25265","14"
"DE","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","17838 - 21181","25"
"FL","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","15121 - 19077","492"
"GA","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","17316 - 20780","178"
"HI","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","21188 - 25034","18"
"IA","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","15935 - 18411","45"
"ID","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","16728 - 18670","15"
"IL","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","17002 - 22866","247"
"IN","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","16580 - 20451","109"
"KS","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","16131 - 19327","48"
"KY","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","17059 - 19274","138"
"LA","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","15087 - 18865","128"
"MA","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","18751 - 25046","130"
"MD","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","16000 - 31009","136"
"ME","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","16804 - 20231","42"
"MI","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","16949 - 20756","262"
"MN","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","17378 - 20794","102"
"MO","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","14628 - 19084","125"
"MP","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","5009 - 5009","*"
"MS","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","17136 - 18608","61"
"MT","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","16766 - 17574","15"
"NC","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","17031 - 20916","174"
"ND","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","15725 - 16173","16"
"NE","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","16569 - 21777","25"
"NH","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","18243 - 26020","35"
"NJ","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","18670 - 23744","186"
"NM","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","17204 - 19383","29"
"NV","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","7735 - 19048","32"
"NY","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","14041 - 26857","330"
"OH","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","13204 - 18961","281"
"OK","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","15357 - 17489","82"
"OR","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","1024 - 19649","57"
"PA","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","3505 - 18895","345"
"PR","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","9597 - 10977","51"
"RI","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","3729 - 24727","29"
"SC","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","16639 - 19158","90"
"SD","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","15621 - 19110","26"
"TN","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","15544 - 18664","165"
"TX","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","16514 - 19877","408"
"UT","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","13681 - 18224","27"
"VA","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","15888 - 18850","158"
"VI","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","15970 - 25200","*"
"VT","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","19116 - 22122","*"
"WA","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","18594 - 21502","76"
"WI","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","16577 - 19655","120"
"WV","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","15111 - 18044","46"
"WY","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","17611 - 19815","*"
"AK","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","17078 - 17690","25"
"AL","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","10891 - 11902","553"
"AR","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","11553 - 12392","304"
"AZ","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","1362 - 13453","541"
"CA","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","13566 - 18085","1763"
"CO","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","11937 - 13055","329"
"CT","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","13772 - 16354","191"
"DC","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","12217 - 16628","25"
"DE","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","12934 - 14622","83"
"FL","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","10991 - 12907","1876"
"GA","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","11967 - 13329","660"
"HI","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","14235 - 16107","53"
"IA","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","11404 - 12015","221"
"ID","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","11282 - 12667","80"
"IL","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","12049 - 14642","854"
"IN","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","11580 - 12576","503"
"KS","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","10802 - 12440","202"
"KY","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","11254 - 13160","548"
"LA","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","11117 - 12785","382"
"MA","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","13078 - 15753","325"
"MD","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","11146 - 23600","354"
"ME","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","12542 - 13967","97"
"MI","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","12048 - 14117","661"
"MN","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","12308 - 13289","317"
"MO","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","11078 - 12586","547"
"MS","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","11244 - 12712","308"
"MT","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","10961 - 12331","79"
"NC","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","11782 - 13118","749"
"ND","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","10544 - 12752","77"
"NE","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","11441 - 12440","141"
"NH","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","12599 - 14896","56"
"NJ","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","13337 - 15869","638"
"NM","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","12019 - 14834","100"
